ID	Waveform	Period	Phase	Nadir	Mean	Std_Dev	MaxLoc	MinLoc	Max	Min	Max_Amp	FC	IQR_FC	Tau	P	BF	empP	GammaP	GammaBH
VNG0021H	cosine	24.0	20.0	16.0	0.9517726694736842	0.6150024482684716	45.0	42.0	2.377354028	0.19628955	2.181064478	12.1114650678	2.6247397454900003	0.4036052562175987	0.00787664728293453	0.11814970924401798	0.1018981018981019	0.0970089077118992	0.518036164338972
VNG0022H	cosine	24.0	12.0	20.0	1.1619673604736842	0.4102500237390044	12.0	42.0	1.950339416	0.40847791200000005	1.541861504	4.774650865330001	1.8389422290900002	0.19226242504386676	0.12502741427112726	1.8754112140669088	0.7642357642357642	0.7605975623829381	0.9141919706313596
VNG0023H	cosine	24.0	12.0	8.0	0.8563628912105262	0.3587358687870987	9.0	42.0	1.6444932	0.322541227	1.321951973	5.0985519441800005	2.2627866296400003	0.1934603333626698	0.12355801081434098	1.8533701622151144	0.7632367632367633	0.7562117266487338	0.9106413165865335
VNG0024H	cosine	24.0	16.0	20.0	1.2691467969473684	0.516105905291769	9.0	39.0	2.398335924	0.632561753	1.765774171	3.7914652800699997	2.2293786921	0.2136733709387287	0.10057044211043407	1.508556631656511	0.6743256743256744	0.6743256743256744	0.8786002271344292
VNG0025H	cosine	24.0	0.0	4.0	1.144799779842105	0.7539733612222002	45.0	3.0	2.9370719419999998	0.26602449	2.671047452	11.040607359100001	3.02860224236	0.26953840641866034	0.05342416660172124	0.8013624990258186	0.45554445554445555	0.45181236335512126	0.7658337970541725
VNG0026C	cosine	24.0	20.0	0.0	1.4196807644736844	0.5439521155730088	42.0	9.0	2.55954191	0.620112751	1.9394291590000001	4.12754278294	1.85852141759	0.2917131807673798	0.04047645745862255	0.6071468618793383	0.3856143856143856	0.3688168452500417	0.7243538695581834
VNG0027H	cosine	24.0	0.0	12.0	1.4500293690526318	0.6311669555063626	33.0	48.0	2.894539242	0.680125788	2.2144134540000002	4.25588809169	2.0124647505	0.12501993461459132	0.2272494325443526	3.4087414881652887	0.9430569430569431	0.9430569430569431	0.971141775247849
VNG0028C	cosine	24.0	20.0	0.0	2.7864278698421048	0.9432452415122864	33.0	0.0	4.817781738	1.314819017	3.5029627210000003	3.6642166531699996	1.5545284733000002	0.13692659505407626	0.2063453381941503	3.0951800729122545	0.919080919080919	0.919080919080919	0.9634344712878745
VNG0029H	cosine	24.0	8.0	16.0	0.9647577518421052	0.5287107168544343	9.0	42.0	2.1856007440000003	0.19392620300000002	1.9916745409999999	11.2702703925	1.77193767074	0.2269152152350057	0.08730680505031285	1.309602075754693	0.6263736263736264	0.6248255118197821	0.8603449388224195
VNG0030H	cosine	24.0	16.0	20.0	0.8539155873684209	0.3897789243643388	39.0	0.0	1.94010531	0.377681318	1.5624239919999998	5.13688450431	2.30779315711	0.24928559942851686	0.06793360511202318	1.0190040766803476	0.5354645354645354	0.5329421917653522	0.8183373386032279
VNG0031H	cosine	24.0	0.0	4.0	0.8401844968421052	0.28072402559069976	24.0	3.0	1.437582306	0.4724272	0.965155106	3.04297107787	1.7227981948400002	0.2934973758780968	0.039556362636785435	0.5933454395517815	0.3756243756243756	0.36248932299793696	0.7243538695581834
VNG0032H	cosine	24.0	12.0	4.0	0.934404198105263	0.3064200525422275	24.0	30.0	1.568151007	0.437194243	1.130956764	3.58685191333	1.54672437494	0.23885812130000605	0.07650549587176105	1.1475824380764157	0.5754245754245755	0.5754245754245755	0.8369812006175643
VNG0033H	cosine	24.0	12.0	8.0	1.3224892651578943	0.7653363692010694	51.0	30.0	3.067503435	0.33917335600000004	2.7283300789999996	9.04405779739	2.66121748381	0.1934603333626698	0.12355801081434098	1.8533701622151144	0.7632367632367633	0.7562117266487338	0.9106413165865335
VNG0034H	cosine	24.0	8.0	16.0	1.2028695773157896	0.6299950232199192	9.0	39.0	2.72506201	0.45061471399999997	2.274447296	6.04743237479	2.10897813206	0.4657733365350117	0.0026639968016201263	0.03995995202430189	0.03896103896103896	0.03831824390002346	0.4198136493856338
VNG0035C	cosine	24.0	0.0	8.0	1.0828714357368423	0.23251143551322065	24.0	33.0	1.4532894280000002	0.5438103639999999	0.9094790640000001	2.67241951277	1.27288881294	0.31552650164634954	0.029536639812945343	0.4430495971941802	0.30569430569430567	0.2894013133652347	0.6796116947911579
