ID	Waveform	Period	Phase	Nadir	Mean	Std_Dev	MaxLoc	MinLoc	Max	Min	Max_Amp	FC	IQR_FC	Tau	P	BF	empP	GammaP	GammaBH
VNG0484G	cosine	24.0	20.0	0.0	1.0161770015789475	0.4274315460866068	42.0	12.0	1.925467377	0.428083836	1.497383541	4.4978745168000005	1.7438589684299999	0.26789985988841003	0.05449828346439207	0.817474251965881	0.4645354645354645	0.45822388857074664	0.7658337970541725
VNG0485H	cosine	24.0	0.0	8.0	1.2437718234736843	0.27081834282478445	12.0	6.0	1.742205945	0.7394855920000001	1.002720353	2.35597010117	1.35041858134	0.37505980384377396	0.01242239525781186	0.1863359288671779	0.15684315684315683	0.1426302793206933	0.5665675204250552
VNG0486G	cosine	24.0	20.0	16.0	0.8511875211052633	0.30770001288576593	45.0	42.0	1.49309784	0.351083181	1.142014659	4.25283215148	2.07131980738	0.37986377055774	0.011526735036860188	0.1729010255529028	0.15184815184815184	0.1339347246798255	0.5665675204250552
VNG0487H	cosine	24.0	20.0	8.0	0.8928747469999999	0.1974888943562471	45.0	9.0	1.296804327	0.545763246	0.7510410809999999	2.37612982645	1.3615926641299998	0.4132922231752792	0.006707944199757938	0.10061916299636907	0.08391608391608392	0.08391608391608392	0.5070379811785832
VNG0488H	cosine	24.0	0.0	20.0	1.5349235984736844	0.3595831354200263	21.0	39.0	2.37504695	0.8945458620000001	1.480501088	2.65503095022	1.44090341367	0.33933982252531936	0.02117260161934796	0.3175890242902194	0.23976023976023977	0.22171768060311628	0.6325177647125059
VNG0489G	cosine	24.0	20.0	12.0	0.9186124968947368	0.2740413005510225	0.0	24.0	1.7457771780000002	0.446989915	1.298787263	3.9056299021900003	1.36621020387	0.1682296219133834	0.15710217491460315	2.356532623719047	0.8341658341658341	0.8341658341658341	0.9351961906706433
VNG0491G	cosine	24.0	4.0	8.0	1.2073074042105263	0.31636622261133834	3.0	9.0	2.009389796	0.561836926	1.44755287	3.57646445616	1.4478297303799998	0.2934973758780968	0.039556362636785435	0.5933454395517815	0.3756243756243756	0.36248932299793696	0.7243538695581834
VNG0492H	cosine	24.0	4.0	12.0	0.8805460974736841	0.1221985904554682	9.0	42.0	1.095338005	0.651185801	0.444152204	1.6820667823500002	1.23696869729	0.2866297455600072	0.04319353830920857	0.6479030746381285	0.4025974025974026	0.387153014417508	0.7316277437811175
VNG0494G	cosine	24.0	4.0	8.0	1.3356765360526317	0.3491874134307857	3.0	24.0	1.9154893990000001	0.709368705	1.206120694	2.7002733352900004	1.6815300178700001	0.19766149804035094	0.1185004415886633	1.7775066238299495	0.7382617382617382	0.7382617382617382	0.9045265610002232
VNG0496H	cosine	24.0	4.0	8.0	0.9845126796842104	0.20243972990999348	0.0	24.0	1.391523496	0.596158445	0.795365051	2.3341504388099996	1.30101381076	0.23359995222950564	0.08112873064718179	1.216930959707727	0.5954045954045954	0.5954045954045954	0.8461322156896547
VNG0498C	cosine	24.0	20.0	16.0	2.2382354293684203	0.6938392883926543	21.0	9.0	3.773077087	1.296172866	2.476904221	2.91093663968	1.5195945972	0.34425154206795183	0.01972337115412904	0.29585056731193554	0.22777222777222778	0.2092686947047722	0.6325177647125059
VNG0499G	cosine	24.0	0.0	20.0	2.673129581631579	0.6624298649854422	21.0	0.0	3.9257827489999997	1.2660463309999999	2.659736418	3.1008207621399997	1.52162475241	0.2321798785699553	0.08241277440731598	1.2361916161097397	0.6073926073926074	0.6032217587687496	0.8461322156896547
VNG0500G	cosine	24.0	20.0	0.0	0.943778549473684	0.6177649259505175	42.0	0.0	2.575091037	0.27562737800000003	2.299463659	9.34265331581	2.32407808525	0.3036198412068647	0.03465332318705058	0.5197998478057587	0.34465534465534464	0.32771458436054657	0.7066621765186988
VNG0501G	cosine	24.0	0.0	20.0	1.7300965480526314	1.1204338824297226	9.0	42.0	5.071596286	0.514187576	4.55740871	9.863319385219999	2.36491685528	0.18455323681201574	0.13477580292082825	2.021637043812424	0.7862137862137862	0.7862137862137862	0.9213442807192807
VNG0502G	cosine	24.0	8.0	4.0	0.5726502415263157	0.1495434660498923	39.0	30.0	0.887974492	0.361397301	0.526577191	2.45705900277	1.48153764866	0.1617230438511962	0.16664372921816914	2.4996559382725376	0.8491508491508492	0.8491508491508492	0.9351961906706433
VNG0503C	cosine	24.0	16.0	12.0	0.6932215275789474	0.3223833210101847	24.0	30.0	1.8863296930000002	0.37173649999999997	1.514593193	5.07437309223	1.5073475345700003	0.24182541670333724	0.07398649959475624	1.1097974939213435	0.5684315684315684	0.5635294565328779	0.8312665615727763
VNG0504G	cosine	24.0	20.0	16.0	1.110506287526316	0.2073540691515324	45.0	24.0	1.647926882	0.862623212	0.78530367	1.9103669586900003	1.30750630062	0.18993188527887	0.1279210198377549	1.9188152975663235	0.7692307692307693	0.7690442169305993	0.9150749234672475
VNG0505C	cosine	24.0	8.0	12.0	1.2923255828421052	0.5654024777385374	51.0	36.0	2.4430425590000002	0.593183482	1.8498590769999999	4.118527627850001	2.03283724999	0.1934603333626698	0.12355801081434098	1.8533701622151144	0.7632367632367633	0.7562117266487338	0.9106413165865335
VNG0506H	cosine	24.0	8.0	20.0	1.4769029087894736	0.5864381712741287	9.0	15.0	2.805319845	0.603706332	2.2016135130000003	4.64682859248	2.22210308369	0.2455794369592239	0.07089104087567609	1.0633656131351414	0.5474525474525475	0.5474525474525475	0.8236359241970878
VNG0507C	cosine	24.0	0.0	20.0	2.1068574362631582	1.0385933601524522	51.0	42.0	4.760752334	0.691844262	4.068908072	6.88124856342	2.5523268689200003	0.5536597104360473	0.0004626824068201695	0.006940236102302542	0.002997002997002997	0.002997002997002997	0.14985014985014986
VNG0508H	cosine	24.0	4.0	12.0	2.037524110210526	0.7493560060054033	3.0	39.0	3.422087288	0.706536728	2.71555056	4.8434669457099995	1.93307144773	0.4657733365350117	0.0026639968016201263	0.03995995202430189	0.03896103896103896	0.03831824390002346	0.4198136493856338
VNG0509H	cosine	24.0	20.0	16.0	1.237199998263158	0.3772184174361613	48.0	6.0	1.9187970419999998	0.6259199870000001	1.292877055	3.06556282249	1.7736612843400001	0.5816663986665392	0.0002508583736006601	0.003762875604009901	0.001998001998001998	0.001998001998001998	0.13320013320013321
VNG0510G	cosine	24.0	16.0	20.0	1.1213068247894735	0.485155480942985	3.0	45.0	2.292035824	0.568556497	1.723479327	4.031324654800001	1.81086591909	0.4748297131971749	0.002250843217896736	0.03376264826845104	0.030969030969030968	0.030969030969030968	0.39325753611467895
VNG0511H	cosine	24.0	20.0	12.0	1.2963374971052632	1.1913298591789752	27.0	30.0	5.873946481	0.31385814300000003	5.560088338	18.7152910065	1.55576145768	0.2042788266091084	0.1108340122357942	1.6625101835369132	0.7102897102897103	0.7102897102897103	0.889292525656162
VNG0512G	cosine	24.0	12.0	16.0	1.2535202634210527	0.25345203164944397	15.0	42.0	1.7401110169999998	0.785679693	0.9544313240000001	2.21478425942	1.29168216183	0.350646854219839	0.017963342840009555	0.2694501426001433	0.2177822177822178	0.19382830534534223	0.6104828514813928
VNG0514C	cosine	24.0	20.0	8.0	0.8161598496842104	0.15399424400708156	21.0	51.0	1.162844622	0.524582953	0.638261669	2.2167030311400002	1.3099090847100001	0.23359995222950564	0.08112873064718179	1.216930959707727	0.5954045954045954	0.5954045954045954	0.8461322156896547
VNG0516H	cosine	24.0	4.0	12.0	1.2781826288421054	0.2557595110988938	21.0	0.0	1.7064124059999999	0.62518787	1.081224536	2.72943940195	1.34194536947	0.2985726516250075	0.03703177278659164	0.5554765917988745	0.36363636363636365	0.3448101416140109	0.7214859109621851
VNG0518H	cosine	24.0	0.0	4.0	0.3713236944210527	0.2026846531437884	42.0	6.0	0.959504065	0.124293365	0.8352107	7.719672445910001	1.55721247855	0.26953840641866034	0.05342416660172124	0.8013624990258186	0.45554445554445555	0.45181236335512126	0.7658337970541725
VNG0520H	cosine	24.0	20.0	0.0	0.43453246752631575	0.5234668070862817	42.0	0.0	2.267542326	0.11554353699999999	2.151998789	19.625003569	2.012640058	0.37505980384377396	0.01242239525781186	0.1863359288671779	0.15684315684315683	0.1426302793206933	0.5665675204250552
VNG0521G	cosine	24.0	0.0	4.0	0.9295063671578948	0.17912710902330986	12.0	3.0	1.207298596	0.54211342	0.665185176	2.22702215341	1.3056222725	0.2455794369592239	0.07089104087567609	1.0633656131351414	0.5474525474525475	0.5474525474525475	0.8236359241970878
VNG0523G	cosine	24.0	16.0	0.0	1.2553568723157895	0.35752776460613284	33.0	24.0	2.267881046	0.76128644	1.506594606	2.9790114822000002	1.43657853849	0.4822197477991379	0.0019577190256801725	0.029365785385202587	0.028971028971028972	0.028971028971028972	0.3906206153397164
VNG0524G	cosine	24.0	16.0	8.0	0.362178582	0.27269406165317195	42.0	6.0	1.157677054	0.117290151	1.040386903	9.87019834257	1.67364878924	0.1672006849100042	0.15858665511718525	2.3787998267577786	0.8371628371628371	0.8371628371628371	0.9351961906706433
VNG0525C	cosine	24.0	16.0	0.0	0.7299559878421052	0.3902759935839746	42.0	24.0	1.996724825	0.2405981	1.756126725	8.299004958889999	2.11006941741	0.4107797851622287	0.006995323587394649	0.10492985381091974	0.09290709290709291	0.08767531757879668	0.5070379811785832
VNG0527C	cosine	24.0	16.0	4.0	0.2754082067894737	0.19021326034445327	42.0	21.0	0.908602107	0.118785413	0.7898166940000001	7.649105088350001	1.6927625366699999	0.3000051904461193	0.03634351710872751	0.5451527566309127	0.3596403596403596	0.3399078476956841	0.7200166235389601
VNG0529H	cosine	24.0	20.0	16.0	1.451492190894737	0.5482152684211039	45.0	39.0	2.605450585	0.651495489	1.9539550959999998	3.9991843826899998	1.7852018663299998	0.37986377055774	0.011526735036860188	0.1729010255529028	0.15184815184815184	0.1339347246798255	0.5665675204250552
VNG0530G	cosine	24.0	0.0	12.0	0.8765932223157896	0.4035461219855509	0.0	42.0	1.80164461	0.30915255399999997	1.492492056	5.8276879381699995	2.1261602552000003	0.44649976648068335	0.003779036834533492	0.056685552518002384	0.04995004995004995	0.04995004995004995	0.42063199957936803
VNG0532H	cosine	24.0	12.0	16.0	1.2064339018947368	0.5686672607362319	9.0	45.0	2.7409277530000002	0.249271601	2.491656152	10.9957481799	2.17713880512	0.4111032083956733	0.006957730188205218	0.10436595282307827	0.08691308691308691	0.08691308691308691	0.5070379811785832
VNG0533H	cosine	24.0	12.0	0.0	1.1036652597894734	0.6298497502006134	42.0	12.0	2.226713674	0.30086410199999997	1.925849572	7.40106134031	3.1048575151599995	0.32743316208583445	0.025063447142522084	0.3759517071378313	0.26973026973026976	0.2540432442453536	0.6591392283122688
VNG0534C	cosine	24.0	20.0	0.0	1.296594417473684	0.427618559456155	33.0	9.0	1.964677845	0.49447450299999995	1.4702033419999998	3.97326420893	1.8315268221599998	0.3988731247227438	0.008510091371827599	0.127651370577414	0.11588411588411589	0.10360723286779441	0.518036164338972
VNG0535C	cosine	24.0	12.0	4.0	0.10513148442105263	0.11871566934937662	39.0	6.0	0.431114513	0.013328201999999999	0.417786311	32.3460368473	2.9302905158599994	0.2269152152350057	0.08730680505031285	1.309602075754693	0.6263736263736264	0.6248255118197821	0.8603449388224195
VNG0536G	cosine	24.0	20.0	0.0	0.28635018936842105	0.22838567054089826	42.0	21.0	0.983033204	0.08648055	0.8965526540000001	11.367101666199998	3.4498993114199994	0.33933982252531936	0.02117260161934796	0.3175890242902194	0.23976023976023977	0.22171768060311628	0.6325177647125059
VNG0537C	cosine	24.0	12.0	16.0	0.20098110926315796	0.1264784565954367	0.0	15.0	0.568813111	0.076643657	0.492169454	7.42152884224	2.3471295828599996	0.0967301666813349	0.2813987196505025	4.220980794757538	0.9820179820179821	0.9780036530099392	0.9870516262505694
VNG0539C	cosine	24.0	8.0	4.0	0.4530906388421053	0.17975088540823414	0.0	54.0	0.8896723040000001	0.237689343	0.651982961	3.7430045990699994	2.0225786101299996	0.20964098277006915	0.10488756625517676	1.5733134938276514	0.6823176823176823	0.6823176823176823	0.8808835059507464
VNG0540G	cosine	24.0	16.0	20.0	0.24020353284210524	0.14742529036835045	0.0	48.0	0.534083263	0.076973566	0.45710969700000004	6.938528260469999	3.4942289369	0.23741485659858744	0.0777540538797121	1.1663108081956814	0.5834165834165834	0.5816789477896877	0.8425042092306881
VNG0541G	cosine	24.0	4.0	0.0	1.0327391151052634	0.13001780298115673	30.0	21.0	1.259101413	0.751597394	0.507504019	1.67523387262	1.20661236041	0.4492306773644339	0.0035990547178064314	0.05398582076709647	0.04695304695304695	0.04695304695304695	0.42063199957936803
VNG0542C	cosine	24.0	8.0	4.0	1.8422156021578944	0.6966545853049804	33.0	0.0	3.20043999	0.731833218	2.468606772	4.37318218316	1.5218059963100001	0.3294358300672515	0.02436991267843977	0.3655486901765966	0.25874125874125875	0.2483931382214649	0.6591392283122688
VNG0543H	cosine	24.0	20.0	16.0	0.987413349736842	0.1697092542014884	9.0	18.0	1.259090454	0.62922412	0.629866334	2.00102064428	1.17996081878	0.2255441137686581	0.08861629900549832	1.3292444850824752	0.6343656343656343	0.630433486310213	0.8636075154934425
VNG0544H	cosine	24.0	8.0	4.0	1.1923205031578947	0.6969391047618151	9.0	3.0	2.990305587	0.40437608700000005	2.5859294999999998	7.39486256268	2.70620065624	0.3294358300672515	0.02436991267843977	0.3655486901765966	0.25874125874125875	0.2483931382214649	0.6591392283122688
VNG0546C	cosine	24.0	20.0	16.0	1.2988173603684212	0.4638335039800789	0.0	39.0	2.629256201	0.680963977	1.948292224	3.8610797190499997	1.49145711867	0.4273467418774574	0.005284794294497981	0.07927191441746971	0.06993006993006994	0.06897883592012544	0.4856353498143606
VNG0548C	cosine	24.0	20.0	12.0	1.6281100592105264	0.5545670916849003	45.0	9.0	3.1074211039999997	0.442834169	2.664586935	7.01712135497	1.5944199245	0.4446068579139418	0.003908482814470298	0.058627242217054475	0.04995004995004995	0.04995004995004995	0.42063199957936803
VNG0549G	cosine	24.0	16.0	12.0	1.8523211175789476	0.6109856538364369	45.0	9.0	3.310902015	0.609406475	2.70149554	5.43299448041	1.4484676770500002	0.16927779169233606	0.15559937395129592	2.333990609269439	0.8331668331668332	0.8331668331668332	0.9351961906706433
VNG0550G	cosine	24.0	20.0	16.0	2.135071129736842	0.7908146064531758	45.0	9.0	4.148474586	0.6058789520000001	3.5425956339999995	6.84703532332	1.69031630075	0.4867004560271042	0.0017973308809110427	0.026959963213665644	0.02197802197802198	0.02197802197802198	0.3359697627213551
VNG0551G	cosine	24.0	20.0	8.0	2.1950403343157894	0.6584894345128365	45.0	9.0	3.3816480089999996	0.7959434540000001	2.585704555	4.2486033298	1.42671582313	0.3174563453375333	0.028769557598674382	0.4315433639801157	0.3016983016983017	0.28346671727802664	0.6796116947911579
VNG0553C	cosine	24.0	20.0	0.0	1.4988209714210523	0.7316107616341679	42.0	0.0	3.241496735	0.41773658399999997	2.823760151	7.759666878969999	1.92050287825	0.3512464829648042	0.01780541106217061	0.26708116593255915	0.2137862137862138	0.19242485133208198	0.6104828514813928
VNG0555C	cosine	24.0	0.0	16.0	1.263710337736842	0.39737526390370026	45.0	39.0	2.215577531	0.812783802	1.402793729	2.7259125065599994	1.67889533514	0.3988731247227438	0.008510091371827599	0.127651370577414	0.11588411588411589	0.10360723286779441	0.518036164338972
VNG0556G	cosine	24.0	16.0	20.0	1.0977602749473685	0.615729623434589	39.0	24.0	2.624896965	0.308914494	2.315982471	8.49716350635	2.55708492307	0.4273467418774574	0.005284794294497981	0.07927191441746971	0.06993006993006994	0.06897883592012544	0.4856353498143606
VNG0557H	cosine	24.0	4.0	0.0	0.5259004111052632	0.12420368015364258	3.0	24.0	0.849071531	0.289415584	0.559655947	2.9337450294300003	1.29767998735	0.353394799526688	0.017249269763119884	0.25873904644679824	0.20679320679320679	0.18745844857721522	0.6104828514813928
VNG0559G	cosine	24.0	4.0	8.0	1.828044340578948	0.7260024444097501	0.0	33.0	4.297796231	0.9936397570000001	3.3041564739999996	4.32530622967	1.71703425782	0.2934973758780968	0.039556362636785435	0.5933454395517815	0.3756243756243756	0.36248932299793696	0.7243538695581834
VNG0560C	cosine	24.0	20.0	0.0	1.0347477996842107	0.2828208652443708	45.0	24.0	1.671318883	0.439762944	1.2315559390000002	3.8004995777900006	1.32830335951	0.31552650164634954	0.029536639812945343	0.4430495971941802	0.30569430569430567	0.2894013133652347	0.6796116947911579
VNG0562C	cosine	24.0	20.0	4.0	0.9205467517894736	0.2202517499225934	45.0	6.0	1.624862279	0.63047391	0.994388369	2.57720780072	1.29044509172	0.4529490130264938	0.003366370002821282	0.05049555004231923	0.04495504495504495	0.04495504495504495	0.4198136493856338
VNG0563G	cosine	24.0	20.0	0.0	1.0244484131578946	0.2875034904728322	45.0	24.0	1.768254803	0.53768441	1.230570393	3.28864808076	1.35148251578	0.19645989725150068	0.11993181206481425	1.7989771809722137	0.7462537462537463	0.7451037546239339	0.9045265610002232
VNG0564H	cosine	24.0	20.0	4.0	1.016131814263158	0.22022495948710988	45.0	9.0	1.579697001	0.458530593	1.121166408	3.44512890768	1.2187585753599999	0.3823595564509363	0.011083954650745359	0.1662593197611804	0.14485514485514486	0.12958695690968525	0.5665675204250552
VNG0565C	cosine	24.0	20.0	0.0	1.0147708918947371	0.2889245392139741	45.0	24.0	1.671318883	0.461802108	1.209516775	3.61912354675	1.44476215608	0.3631531434042891	0.014906140649955525	0.22359210974933288	0.1878121878121878	0.16610077595009462	0.595433709923062
VNG0566C	cosine	24.0	20.0	8.0	1.1156619490526314	0.3035310820463588	45.0	9.0	1.8188111569999998	0.545763246	1.273047911	3.33260103228	1.4513576998299997	0.4252717079049975	0.005476388770406823	0.08214583155610235	0.07392607392607392	0.07111564161243669	0.4856353498143606
VNG0568C	cosine	24.0	20.0	0.0	1.2055047766315787	0.30698891749075	45.0	9.0	1.683139107	0.5002490820000001	1.182890025	3.36460209036	1.43465814777	0.31552650164634954	0.029536639812945343	0.4430495971941802	0.30569430569430567	0.2894013133652347	0.6796116947911579
VNG0570H	cosine	24.0	20.0	0.0	1.3189049085789477	0.2952370531966888	45.0	9.0	1.924301579	0.548940766	1.3753608130000001	3.5054812799199997	1.27303015221	0.4822197477991379	0.0019577190256801725	0.029365785385202587	0.028971028971028972	0.028971028971028972	0.3906206153397164
VNG0571C	cosine	24.0	20.0	0.0	1.268690311894737	0.2967494313696501	42.0	9.0	1.81231107	0.653373403	1.158937667	2.7737753965499996	1.36870452058	0.12501993461459132	0.2272494325443526	3.4087414881652887	0.9430569430569431	0.9430569430569431	0.971141775247849
VNG0572G	cosine	24.0	0.0	8.0	1.4316566254210523	0.4270914154990142	21.0	9.0	2.487565627	0.755425125	1.7321405019999998	3.2929347259900004	1.65391183562	0.4226864456017136	0.0057237142759702896	0.08585571413955434	0.07792207792207792	0.07385704278426733	0.4856353498143606
VNG0573C	cosine	24.0	8.0	12.0	1.1144371660526315	0.4602297498852093	39.0	30.0	2.3500681	0.48597403100000003	1.864094069	4.8357894662900005	1.5832746343700002	0.18136906252750293	0.13895057002697142	2.0842585504045714	0.8011988011988012	0.7990256801776225	0.9295499914814804
VNG0574C	cosine	24.0	20.0	16.0	1.7713368655263158	0.6364684712771475	45.0	9.0	2.8554319930000003	0.638376154	2.217055839	4.4729615527	1.8544075464900003	0.33238079923802244	0.023379372290055697	0.35069058435083544	0.25274725274725274	0.24024096319759955	0.6500319184602469
VNG0575G	cosine	24.0	16.0	12.0	1.583042576631579	0.7276965232218072	24.0	9.0	3.35540967	0.67653247	2.6788772	4.95971711454	1.71748541217	0.3748293958901727	0.012466827590572438	0.18700241385858654	0.16183816183816183	0.14305829890732644	0.5665675204250552
VNG0576C	cosine	24.0	4.0	8.0	1.236862321263158	0.3814460765230169	27.0	24.0	2.363593025	0.8259306040000001	1.5376624209999998	2.86173319351	1.46178063525	0.1617230438511962	0.16664372921816914	2.4996559382725376	0.8491508491508492	0.8491508491508492	0.9351961906706433
VNG0578H	cosine	24.0	12.0	0.0	1.3019523372105264	0.36298612812374	36.0	24.0	1.876712984	0.528991084	1.3477218999999998	3.5477213903300004	1.66277522824	0.32743316208583445	0.025063447142522084	0.3759517071378313	0.26973026973026976	0.2540432442453536	0.6591392283122688
VNG0579H	cosine	24.0	20.0	0.0	1.1174411991052629	0.2635459235080915	42.0	24.0	1.8455413059999999	0.626035526	1.21950578	2.9479817508	1.21332609809	0.2917131807673798	0.04047645745862255	0.6071468618793383	0.3856143856143856	0.3688168452500417	0.7243538695581834
VNG0581H	cosine	24.0	16.0	0.0	1.163886638315789	0.44488348347289297	42.0	24.0	2.147248575	0.34065349	1.806595085	6.3033218153699995	1.52257750102	0.3988731247227438	0.008510091371827599	0.127651370577414	0.11588411588411589	0.10360723286779441	0.518036164338972
VNG0582C	cosine	24.0	20.0	16.0	1.2440604557894737	0.3638401830588757	45.0	9.0	2.247027222	0.405903821	1.841123401	5.535861220680001	1.3093177973399999	0.3917345133876693	0.00955023020286778	0.14325345304301673	0.12487512487512488	0.11425880822895985	0.5419390113626554
VNG0583G	cosine	24.0	20.0	0.0	1.4491672050526316	0.3964199619453305	45.0	9.0	2.050309167	0.545763246	1.5045459209999998	3.7567739895	1.3840351647	0.33933982252531936	0.02117260161934796	0.3175890242902194	0.23976023976023977	0.22171768060311628	0.6325177647125059
VNG0584H	cosine	24.0	20.0	8.0	1.2270883556315788	0.3141736100495941	45.0	9.0	1.743506075	0.333197992	1.410308083	5.23264280356	1.4169460897600001	0.2455794369592239	0.07089104087567609	1.0633656131351414	0.5474525474525475	0.5474525474525475	0.8236359241970878
VNG0585H	cosine	24.0	20.0	0.0	1.2656890974736843	0.4333875433736021	42.0	9.0	2.0088548580000003	0.36989968100000004	1.638955177	5.43080992276	1.61164931613	0.20836655769098555	0.10627949041698548	1.5941923562547822	0.6953046953046953	0.6953046953046953	0.8857949661332325
VNG0586C	cosine	24.0	0.0	8.0	1.1594375200000002	0.3408220899072958	54.0	9.0	1.816523371	0.623723145	1.192800226	2.91238730767	1.4191750311200002	0.4107797851622287	0.006995323587394649	0.10492985381091974	0.09290709290709291	0.08767531757879668	0.5070379811785832
VNG0587H	cosine	24.0	4.0	12.0	1.4900517656842107	0.2731867644468013	3.0	24.0	2.058052325	0.9721527040000001	1.085899621	2.11700519531	1.27969189468	0.2746868394950069	0.050158065187399216	0.7523709778109883	0.4435564435564436	0.43188963019957094	0.7560431163231001
VNG0590H	cosine	24.0	8.0	4.0	1.1600331030526316	0.5802061582950067	9.0	51.0	3.397675893	0.643342023	2.75433387	5.281290155980001	1.79579303615	0.3414153147969698	0.020549580779849117	0.3082437116977368	0.23476523476523475	0.21639434533049062	0.6325177647125059
VNG0591C	cosine	24.0	16.0	0.0	1.0122033534736845	0.22303709982190026	42.0	54.0	1.43972565	0.721260455	0.718465195	1.99612447906	1.38378326599	0.3869664642832589	0.010305386047146693	0.15458079070720038	0.13286713286713286	0.12185947517003905	0.5439453669947877
VNG0592G	cosine	24.0	0.0	8.0	0.618699791	0.11989111314801044	54.0	6.0	0.876081511	0.355591547	0.520489964	2.46372985632	1.26143799427	0.37505980384377396	0.01242239525781186	0.1863359288671779	0.15684315684315683	0.1426302793206933	0.5665675204250552
VNG0593G	cosine	24.0	20.0	12.0	1.1752188878421053	0.2383422676088573	0.0	24.0	1.80164461	0.786513679	1.0151309309999998	2.29067167947	1.26018277376	0.2042788266091084	0.1108340122357942	1.6625101835369132	0.7102897102897103	0.7102897102897103	0.889292525656162
VNG0594H	cosine	24.0	20.0	4.0	1.2355196015789474	0.2718091951647963	21.0	30.0	1.629227199	0.6865611840000001	0.942666015	2.373025503	1.52355990407	0.1235315490072256	0.2299439308638378	3.4491589629575667	0.9440559440559441	0.9440559440559441	0.971141775247849
VNG0595H	cosine	24.0	16.0	12.0	1.940876353526316	0.4864466813019414	33.0	0.0	3.043648985	0.8785327279999999	2.1651162569999998	3.46446852575	1.35545256351	0.2539166875385041	0.0643730867191924	0.965596300787886	0.5234765234765235	0.5140889958776128	0.809951232288757
VNG0596H	cosine	24.0	0.0	4.0	0.7570323376315788	0.2519931508609605	9.0	36.0	1.318944504	0.328949914	0.98999459	4.00956026394	1.30583454735	0.2575589216889421	0.061676084576903135	0.9251412686535472	0.4995004995004995	0.49936515348974453	0.8005854164164241
VNG0597H	cosine	24.0	12.0	0.0	1.5573369796842105	0.5560303418719071	15.0	24.0	2.7065471530000003	0.5833415479999999	2.123205605	4.63972978143	1.72465648382	0.3631531434042891	0.014906140649955525	0.22359210974933288	0.1878121878121878	0.16610077595009462	0.595433709923062
VNG0598C	cosine	24.0	0.0	8.0	1.585928283	0.7520303716787946	45.0	3.0	3.405564353	0.558573635	2.8469907180000003	6.096894195519999	2.6126196708099996	0.4345931060411984	0.00466163077926285	0.06992446168894276	0.06493506493506493	0.061944393358675014	0.471957282732762
VNG0599C	cosine	24.0	8.0	12.0	1.4267942710526316	0.23551606249386325	48.0	39.0	1.8347867519999999	0.991818726	0.842968026	1.8499214663999999	1.2369090597799999	0.29019050004400465	0.04127536542457076	0.6191304813685614	0.3946053946053946	0.37426194557643383	0.7273106634683735
VNG0600C	cosine	24.0	20.0	16.0	2.0280218217894737	1.180640562282648	21.0	9.0	4.850904334	0.66872298	4.182181354	7.253981811719999	2.9715327241400002	0.5104419416869629	0.0011300561352399767	0.01695084202859965	0.011988011988011988	0.011988011988011988	0.27142668652102614
VNG0601H	cosine	24.0	4.0	20.0	1.2411006762105263	0.2621307664493409	0.0	39.0	2.043574086	0.8945458620000001	1.149028224	2.28448218567	1.2875664663200002	0.15882627729500431	0.17100954241809554	2.5651431362714336	0.8541458541458542	0.8541458541458542	0.9351961906706433
VNG0602C	cosine	24.0	4.0	0.0	3.3002028543157893	1.255876211947185	6.0	0.0	6.008808781	0.8301056659999999	5.178703115	7.23860711607	1.5974779678400002	0.19766149804035094	0.1185004415886633	1.7775066238299495	0.7382617382617382	0.7382617382617382	0.9045265610002232
VNG0604H	cosine	24.0	20.0	0.0	1.2176823062105264	0.3533612034915156	42.0	0.0	2.0831983	0.7272371479999999	1.355961152	2.86453779999	1.6144301111700001	0.37505980384377396	0.01242239525781186	0.1863359288671779	0.15684315684315683	0.1426302793206933	0.5665675204250552
VNG0606G	cosine	24.0	20.0	0.0	1.147542229473684	0.30981757861409365	36.0	9.0	1.647504556	0.466586226	1.18091833	3.53097555006	1.48282784334	0.4226864456017136	0.0057237142759702896	0.08585571413955434	0.07792207792207792	0.07385704278426733	0.4856353498143606
VNG0608C	cosine	24.0	20.0	16.0	1.4650995000526317	0.4054190344515103	45.0	36.0	2.295040777	0.858955079	1.436085698	2.67189848819	1.65150484584	0.4985711988570337	0.0014285035104680715	0.021427552657021072	0.017982017982017984	0.017982017982017984	0.3196803196803197
VNG0609C	cosine	24.0	20.0	0.0	2.9570620263684213	0.9594482060512508	21.0	0.0	5.464047444	1.454263101	4.009784343	3.7572619701599996	1.6223525925	0.2798065203278949	0.047070054283433665	0.7060508142515051	0.42857142857142855	0.41244324508200203	0.7403618460709086
VNG0610G	cosine	24.0	8.0	4.0	1.2189697733157896	0.2325166309158393	33.0	24.0	1.6657625169999999	0.721026319	0.944736198	2.3102658989099996	1.31321056947	0.3414153147969698	0.020549580779849117	0.3082437116977368	0.23476523476523475	0.21639434533049062	0.6325177647125059
VNG0611H	cosine	24.0	20.0	16.0	1.6377531513157892	0.6546468321787785	24.0	3.0	2.8352732780000003	0.510633859	2.324639419	5.552458435780001	2.3688385678	0.37986377055774	0.011526735036860188	0.1729010255529028	0.15184815184815184	0.1339347246798255	0.5665675204250552
