"","data...1.","pval","bhq","rainresult.phase"
"155","VNG0190C",0.993675027262814,0.996551724137931,3
"156","VNG0192G",0.131034482758621,0.671109661182831,18
"157","VNG0194H",0.937587201190587,0.996551724137931,24
"158","VNG0195H",0.185725741780273,0.764565660845033,21
"159","VNG0196H",0.746346782988004,0.996551724137931,24
"160","VNG0197C",0.995129043984006,0.996551724137931,6
"161","VNG0198H",0.995667069729948,0.996551724137931,18
"162","VNG0199H",0.294840790004031,0.958831837411481,24
"163","VNG0200C",0.931034482758621,0.996551724137931,24
"164","VNG0203C",0.988372093023256,0.996551724137931,12
"165","VNG0204H",0.378249697702539,0.996551724137931,24
"166","VNG0205H",0.0230954290296712,0.341024969491639,21
"167","VNG0207H",0.985388956066102,0.996551724137931,9
"168","VNG0208H",0.964885496183206,0.996551724137931,18
"169","VNG0209H",0.964885496183206,0.996551724137931,18
"170","VNG0212H",0.954907161803713,0.996551724137931,21
"171","VNG0213H",0.746346782988004,0.996551724137931,12
"172","VNG0214C",0.0731515812431843,0.570012321375462,21
"173","VNG0215C",0.665998396150762,0.996551724137931,15
"174","VNG0216H",0.961205159209996,0.996551724137931,9
"175","VNG0217H",0.131034482758621,0.671109661182831,18
"176","VNG0218G",0.246673936750273,0.862496282343611,12
"177","VNG0219H",0.334824667472793,0.982175076831565,21
"178","VNG0220H",0.964885496183206,0.996551724137931,6
"179","VNG0222C",0.294840790004031,0.958831837411481,3
"180","VNG0223G",0.985388956066102,0.996551724137931,6
"181","VNG0226G",0.252998909487459,0.862496282343611,9
"182","VNG0227H",0.0133478735005453,0.341024969491639,21
"183","VNG0228G",0.151162790697674,0.709401745668713,12
"184","VNG0230C",0.584441757355905,0.996551724137931,6
"185","VNG0231C",0.121544165757906,0.671109661182831,3
"186","VNG0233H",0.246673936750273,0.862496282343611,21
"187","VNG0234C",0.962050163576881,0.996551724137931,21
"188","VNG0237H",0.51726454386672,0.996551724137931,12
"189","VNG0238H",0.0259823576583801,0.341024969491639,9
"190","VNG0239C",0.063773173391494,0.570012321375462,12
"191","VNG0240C",0.505997818974918,0.996551724137931,3
"192","VNG0243C",0.988372093023256,0.996551724137931,21
"193","VNG0244H",0.995667069729948,0.996551724137931,18
"194","VNG0245G",0.761141024172299,0.996551724137931,21
"195","VNG0247C",0.0149182115594329,0.341024969491639,3
"196","VNG0248C",0.985388956066102,0.996551724137931,6
"197","VNG0249G",0.964885496183206,0.996551724137931,18
"198","VNG0250C",0.986718116489109,0.996551724137931,15
"199","VNG0251C",0.686819830713422,0.996551724137931,12
"200","VNG0252C",0.675245365321701,0.996551724137931,21
"201","VNG0254G",0.0137404580152672,0.341024969491639,18
"202","VNG0255C",0.988372093023256,0.996551724137931,6
"203","VNG0256H",0.426483875993145,0.996551724137931,6
"204","VNG0258H",0.301804330392943,0.978824855328464,18
"205","VNG0259G",0.665998396150762,0.996551724137931,24
"206","VNG0261H",0.11701199563795,0.671109661182831,6
"207","VNG0262C",0.931034482758621,0.996551724137931,6
"208","VNG0264H",0.775896815800081,0.996551724137931,12
"209","VNG0265G",0.995129043984006,0.996551724137931,24
"210","VNG0266H",0.914102049015669,0.996551724137931,6
"211","VNG0267H",0.11701199563795,0.671109661182831,6
"212","VNG0268C",0.969045709703288,0.996551724137931,9
"213","VNG0270C",0.686819830713422,0.996551724137931,21
"214","VNG0271C",0.9275258194881,0.996551724137931,21
"215","VNG0272H",0.985388956066102,0.996551724137931,3
"216","VNG0274C",0.913231756214916,0.996551724137931,6
"217","VNG0277G",0.985388956066102,0.996551724137931,18
"218","VNG0280H",0.232558139534884,0.862496282343611,15
"219","VNG0281G",0.775896815800081,0.996551724137931,15
"220","VNG0282H",0.983118865866958,0.996551724137931,21
"221","VNG0283C",0.113849509269357,0.671109661182831,24
"222","VNG0284C",0.239234851538358,0.862496282343611,21
"223","VNG0285C",0.983118865866958,0.996551724137931,15
"224","VNG0286C",0.980036297640653,0.996551724137931,12
"225","VNG0287H",0.014525627044711,0.341024969491639,3
"226","VNG0289H",0.985388956066102,0.996551724137931,15
"227","VNG0291H",0.0308343409915357,0.341024969491639,21
"228","VNG0293H",0.0137404580152672,0.341024969491639,15
"229","VNG0294G",0.919540229885057,0.996551724137931,3
"230","VNG0296H",0.0308343409915357,0.341024969491639,9
"231","VNG0297H",0.686819830713422,0.996551724137931,18
"232","VNG0298H",0.373173391494002,0.996551724137931,12
"233","VNG0300C",0.686819830713422,0.996551724137931,3
"234","VNG0301C",0.988372093023256,0.996551724137931,3
"235","VNG0303G",0.980036297640653,0.996551724137931,24
"236","VNG0305G",0.284915356711004,0.958831837411481,15
"237","VNG0306C",0.775896815800081,0.996551724137931,24
"238","VNG0307G",0.0675245365321701,0.570012321375462,9
"239","VNG0308G",0.329182115594329,0.982175076831565,9
"240","VNG0309C",0.168984280532043,0.722244376409649,6
"241","VNG0310C",0.38794840790004,0.996551724137931,18
"242","VNG0311H",0.51726454386672,0.996551724137931,9
"243","VNG0312H",0.151930207197383,0.709401745668713,21
"244","VNG0314G",0.969045709703288,0.996551724137931,12
"245","VNG0315G",0.00264635124298316,0.162977761421587,21
"246","VNG0316C",0.582150490730643,0.996551724137931,9
"247","VNG0318G",0.022373696872494,0.341024969491639,21
"248","VNG0319H",0.988372093023256,0.996551724137931,9
"249","VNG0320H",0.0780079970919666,0.60006151609205,21
"250","VNG0321G",0.104651162790698,0.671109661182831,15
"251","VNG0322H",0.0656488549618321,0.570012321375462,18
"252","VNG0323H",0.993675027262814,0.996551724137931,6
"253","VNG0324G",0.337622682660851,0.982175076831565,24
"254","VNG0326G",0.505997818974918,0.996551724137931,15
"255","VNG0327G",0.0238171611868484,0.341024969491639,15
"256","VNG0329G",0.988372093023256,0.996551724137931,9
"257","VNG0330G",0.969045709703288,0.996551724137931,24
"258","VNG0331H",0.124137931034483,0.671109661182831,6
"259","VNG0332C",0.993893035593116,0.996551724137931,24
"260","VNG0335G",0.995667069729948,0.996551724137931,6
"261","VNG0339H",0.996551724137931,0.996551724137931,21
"262","VNG0340C",0.584441757355905,0.996551724137931,6
"263","VNG0342G",0.11701199563795,0.671109661182831,21
"264","VNG0343H",0.127586206896552,0.671109661182831,6
"265","VNG0345G",0.675245365321701,0.996551724137931,18
"266","VNG0346H",0.252998909487459,0.862496282343611,6
"267","VNG0347H",0.954907161803713,0.996551724137931,18
"268","VNG0349G",0.954907161803713,0.996551724137931,9
"269","VNG0351C",0.465116279069767,0.996551724137931,18
"270","VNG0352H",0.252998909487459,0.862496282343611,9
"271","VNG0354C",0.13448275862069,0.671109661182831,18
"272","VNG0355G",0.919540229885057,0.996551724137931,9
"273","VNG0357H",0.465116279069767,0.996551724137931,21
"274","VNG0359C",0.675245365321701,0.996551724137931,6
"275","VNG0360C",0.131034482758621,0.671109661182831,18
"276","VNG0361C",0.0618974918211559,0.570012321375462,6
"277","VNG0363G",0.465116279069767,0.996551724137931,6
"278","VNG0364G",0.123336968375136,0.671109661182831,6
"279","VNG0365G",0.761141024172299,0.996551724137931,3
"280","VNG0367H",0.0230954290296712,0.341024969491639,6
"281","VNG0368C",0.0216519647153168,0.341024969491639,6
"282","VNG0370H",0.584441757355905,0.996551724137931,6
"283","VNG0371G",0.914102049015669,0.996551724137931,18
"284","VNG0373H",0.465116279069767,0.996551724137931,6
"285","VNG0374G",0.752017448200654,0.996551724137931,15
"286","VNG0375G",0.90102508178844,0.996551724137931,6
"287","VNG0376G",0.505997818974918,0.996551724137931,24
"288","VNG0378C",0.954907161803713,0.996551724137931,21
"289","VNG0380G",0.988372093023256,0.996551724137931,15
"290","VNG0382G",0.124137931034483,0.671109661182831,9
"291","VNG0383H",0.993675027262814,0.996551724137931,6
"292","VNG0384G",0.164651350261991,0.722244376409649,15
"293","VNG0386G",0.986718116489109,0.996551724137931,6
"294","VNG0387G",0.0731515812431843,0.570012321375462,6
"295","VNG0388C",0.746346782988004,0.996551724137931,6
"296","VNG0389C",0.938807509799876,0.996551724137931,9
"297","VNG0390G",0.584441757355905,0.996551724137931,9
"298","VNG0391C",0.995667069729948,0.996551724137931,15
"299","VNG0393C",0.337622682660851,0.982175076831565,24
"300","VNG0394C",0.988372093023256,0.996551724137931,18
"301","VNG0396C",0.996551724137931,0.996551724137931,12
"302","VNG0398G",0.465116279069767,0.996551724137931,6
"303","VNG0399H",0.373173391494002,0.996551724137931,21
"304","VNG0401G",0.584441757355905,0.996551724137931,15
"305","VNG0402H",0.168984280532043,0.722244376409649,18
"306","VNG0403G",0.758996728462377,0.996551724137931,6
"307","VNG0404H",0.949092637642256,0.996551724137931,24
"308","VNG0405C",0.551724137931034,0.996551724137931,6
"309","VNG0406C",0.983118865866958,0.996551724137931,15
"310","VNG0407H",0.426483875993145,0.996551724137931,15
"311","VNG0408H",0.954907161803713,0.996551724137931,24
"312","VNG0409C",0.993893035593116,0.996551724137931,21
"313","VNG0410G",0.980036297640653,0.996551724137931,18
"314","VNG0412G",0.913231756214916,0.996551724137931,15
"315","VNG0414G",0.337622682660851,0.982175076831565,15
"316","VNG0415G",0.0712758996728462,0.570012321375462,12
"317","VNG0417H",0.969045709703288,0.996551724137931,6
"318","VNG0419C",0.336206896551724,0.982175076831565,9
"319","VNG0420H",0.954907161803713,0.996551724137931,3
"320","VNG0421C",0.0308343409915357,0.341024969491639,12
"321","VNG0422G",0.988372093023256,0.996551724137931,24
"322","VNG0424C",0.985388956066102,0.996551724137931,15
"323","VNG0425G",0.761141024172299,0.996551724137931,3
"324","VNG0426G",0.686819830713422,0.996551724137931,9
"325","VNG0427G",0.38794840790004,0.996551724137931,3
"326","VNG0428G",0.337622682660851,0.982175076831565,15
"327","VNG0429H",0.963111467522053,0.996551724137931,12
"328","VNG0430H",0.983118865866958,0.996551724137931,12
"329","VNG0431G",0.746346782988004,0.996551724137931,18
"330","VNG0433C",0.00312374042724708,0.162977761421587,6
"331","VNG0435H",0.9275258194881,0.996551724137931,18
"332","VNG0436G",0.962050163576881,0.996551724137931,12
"333","VNG0437C",0.288418756815703,0.958831837411481,9
"334","VNG0438G",0.0299274486094317,0.341024969491639,6
"335","VNG0439C",0.938807509799876,0.996551724137931,24
"336","VNG0440C",0.0308343409915357,0.341024969491639,6
"337","VNG0441H",0.938807509799876,0.996551724137931,9
"338","VNG0442G",0.13448275862069,0.671109661182831,15
"339","VNG0444G",0.0780079970919666,0.60006151609205,18
"340","VNG0446G",0.219454743729553,0.86201535998515,9
"341","VNG0447H",0.252998909487459,0.862496282343611,21
"342","VNG0448G",0.505997818974918,0.996551724137931,18
"343","VNG0450C",0.949092637642256,0.996551724137931,6
"344","VNG0451G",0.775896815800081,0.996551724137931,15
"345","VNG0452G",0.0299274486094317,0.341024969491639,18
"346","VNG0453G",0.665998396150762,0.996551724137931,6
"347","VNG0455G",0.0137404580152672,0.341024969491639,3
"348","VNG0457G",0.775896815800081,0.996551724137931,6
"349","VNG0458G",0.151162790697674,0.709401745668713,18
"350","VNG0459G",0.619085805934242,0.996551724137931,6
"351","VNG0461G",0.954907161803713,0.996551724137931,15
"352","VNG0462C",0.983118865866958,0.996551724137931,12
"353","VNG0463C",0.954907161803713,0.996551724137931,6
"354","VNG0465G",0.914102049015669,0.996551724137931,6
"355","VNG0466C",0.337622682660851,0.982175076831565,24
"356","VNG0467G",0.0822246455834242,0.622520976025925,6
"357","VNG0468C",0.758996728462377,0.996551724137931,15
"358","VNG0469H",0.996551724137931,0.996551724137931,12
"359","VNG0470G",0.505997818974918,0.996551724137931,15
"360","VNG0471C",0.168984280532043,0.722244376409649,6
"361","VNG0472H",0.931034482758621,0.996551724137931,6
"362","VNG0473G",0.505997818974918,0.996551724137931,15
"363","VNG0474G",0.775896815800081,0.996551724137931,15
"364","VNG0475C",0.988372093023256,0.996551724137931,9
"365","VNG0478C",0.252998909487459,0.862496282343611,6
"366","VNG0479G",0.465116279069767,0.996551724137931,12
"367","VNG0481G",0.775896815800081,0.996551724137931,15
"368","VNG0482H",0.964885496183206,0.996551724137931,9
"369","VNG0483C",0.775896815800081,0.996551724137931,18
"370","VNG0484G",0.752017448200654,0.996551724137931,15
"371","VNG0485H",0.983118865866958,0.996551724137931,18
"372","VNG0486G",0.294840790004031,0.958831837411481,3
"373","VNG0487H",0.584441757355905,0.996551724137931,18
"374","VNG0488H",0.988372093023256,0.996551724137931,15
"375","VNG0489G",0.675245365321701,0.996551724137931,18
"376","VNG0491G",0.949092637642256,0.996551724137931,18
"377","VNG0492H",0.964885496183206,0.996551724137931,9
"378","VNG0494G",0.9275258194881,0.996551724137931,6
"379","VNG0496H",0.0245388933440257,0.341024969491639,18
"380","VNG0498C",0.215116279069767,0.86201535998515,12
"381","VNG0499G",0.124137931034483,0.671109661182831,21
"382","VNG0500G",0.996551724137931,0.996551724137931,6
"383","VNG0501G",0.986718116489109,0.996551724137931,18
"384","VNG0502G",0.121544165757906,0.671109661182831,6
"385","VNG0503C",0.235252606255012,0.862496282343611,3
"386","VNG0504G",0.969045709703288,0.996551724137931,15
"387","VNG0505C",0.993675027262814,0.996551724137931,12
"388","VNG0506H",0.465116279069767,0.996551724137931,21
"389","VNG0507C",0.665998396150762,0.996551724137931,3
"390","VNG0508H",0.246673936750273,0.862496282343611,6
"391","VNG0509H",0.675245365321701,0.996551724137931,3
"392","VNG0510G",0.969045709703288,0.996551724137931,21
"393","VNG0511H",0.235252606255012,0.862496282343611,21
"394","VNG0512G",0.983118865866958,0.996551724137931,15
"395","VNG0514C",0.985388956066102,0.996551724137931,9
"396","VNG0516H",0.761141024172299,0.996551724137931,6
"397","VNG0518H",0.988372093023256,0.996551724137931,21
"398","VNG0520H",0.980036297640653,0.996551724137931,24
"399","VNG0521G",0.675245365321701,0.996551724137931,3
"400","VNG0523G",0.0780079970919666,0.60006151609205,24
"401","VNG0524G",0.497564521992003,0.996551724137931,3
"402","VNG0525C",0.288418756815703,0.958831837411481,21
"403","VNG0527C",0.962260548590339,0.996551724137931,24
"404","VNG0529H",0.980036297640653,0.996551724137931,3
"405","VNG0530G",0.993893035593116,0.996551724137931,3
"406","VNG0532H",0.0308343409915357,0.341024969491639,18
"407","VNG0533H",0.0308343409915357,0.341024969491639,3
"408","VNG0534C",0.996551724137931,0.996551724137931,12
"409","VNG0535C",0.986718116489109,0.996551724137931,24
"410","VNG0536G",0.505997818974918,0.996551724137931,15
"411","VNG0537C",0.0356379498364231,0.367086178572599,3
"412","VNG0539C",0.746346782988004,0.996551724137931,12
"413","VNG0540G",0.995129043984006,0.996551724137931,9
"414","VNG0541G",0.983118865866958,0.996551724137931,3
"415","VNG0542C",0.168984280532043,0.722244376409649,3
"416","VNG0543H",0.988372093023256,0.996551724137931,15
"417","VNG0544H",0.914102049015669,0.996551724137931,9
"418","VNG0546C",0.131034482758621,0.671109661182831,21
"419","VNG0548C",0.983118865866958,0.996551724137931,21
"420","VNG0549G",0.0694002181025082,0.570012321375462,21
"421","VNG0550G",0.38794840790004,0.996551724137931,24
"422","VNG0551G",0.00280673616680032,0.162977761421587,21
"423","VNG0553C",0.337622682660851,0.982175076831565,9
"424","VNG0555C",0.962050163576881,0.996551724137931,3
"425","VNG0556G",0.938807509799876,0.996551724137931,24
"426","VNG0557H",0.373173391494002,0.996551724137931,21
"427","VNG0559G",0.185725741780273,0.764565660845033,9
"428","VNG0560C",0.993893035593116,0.996551724137931,24
"429","VNG0562C",0.168984280532043,0.722244376409649,3
"430","VNG0563G",0.983118865866958,0.996551724137931,15
"431","VNG0564H",0.584441757355905,0.996551724137931,18
"432","VNG0565C",0.938807509799876,0.996551724137931,15
"433","VNG0566C",0.761141024172299,0.996551724137931,3
"434","VNG0568C",0.497564521992003,0.996551724137931,9
"435","VNG0570H",0.995667069729948,0.996551724137931,18
"436","VNG0571C",0.168984280532043,0.722244376409649,15
"437","VNG0572G",0.758996728462377,0.996551724137931,9
"438","VNG0573C",0.993675027262814,0.996551724137931,12
"439","VNG0574C",0.137931034482759,0.671109661182831,3
"440","VNG0575G",0.252998909487459,0.862496282343611,6
"441","VNG0576C",0.0675245365321701,0.570012321375462,3
"442","VNG0578H",0.988372093023256,0.996551724137931,24
"443","VNG0579H",0.505997818974918,0.996551724137931,21
"444","VNG0581H",0.969045709703288,0.996551724137931,21
"445","VNG0582C",0.963111467522053,0.996551724137931,24
"446","VNG0583G",0.465116279069767,0.996551724137931,24
"447","VNG0584H",0.584441757355905,0.996551724137931,24
"448","VNG0585H",0.294840790004031,0.958831837411481,18
"449","VNG0586C",0.378249697702539,0.996551724137931,24
"450","VNG0587H",0.213827699018539,0.86201535998515,6
"451","VNG0590H",0.465116279069767,0.996551724137931,9
"452","VNG0591C",0.0586206896551724,0.570012321375462,6
"453","VNG0592G",0.127586206896552,0.671109661182831,6
"454","VNG0593G",0.465116279069767,0.996551724137931,6
"455","VNG0594H",0.337622682660851,0.982175076831565,3
"456","VNG0595H",0.954907161803713,0.996551724137931,21
"457","VNG0596H",0.124137931034483,0.671109661182831,24
"458","VNG0597H",0.505997818974918,0.996551724137931,15
"459","VNG0598C",0.954907161803713,0.996551724137931,6
"460","VNG0599C",0.988372093023256,0.996551724137931,15
"461","VNG0600C",0.505997818974918,0.996551724137931,6
"462","VNG0601H",0.686819830713422,0.996551724137931,15
"463","VNG0602C",0.983118865866958,0.996551724137931,9
"464","VNG0604H",0.497564521992003,0.996551724137931,9
"465","VNG0606G",0.995129043984006,0.996551724137931,3
"466","VNG0608C",0.246673936750273,0.862496282343611,15
"467","VNG0609C",0.429262394195889,0.996551724137931,21
"468","VNG0610G",0.983118865866958,0.996551724137931,6
"469","VNG0611H",0.746346782988004,0.996551724137931,3
"470","VNG0612H",0.334824667472793,0.982175076831565,21
"471","VNG0613H",0.983118865866958,0.996551724137931,24
"472","VNG0614G",0.937587201190587,0.996551724137931,6
"473","VNG0615C",0.00264635124298316,0.162977761421587,21
"474","VNG0617H",0.337622682660851,0.982175076831565,21
"475","VNG0620G",0.962260548590339,0.996551724137931,24
"476","VNG0622H",0.969045709703288,0.996551724137931,6
"477","VNG0623G",0.00264635124298316,0.162977761421587,3
"478","VNG0624H",0.985388956066102,0.996551724137931,6
"479","VNG0626G",0.252998909487459,0.862496282343611,3
"480","VNG0627G",0.969045709703288,0.996551724137931,6
"481","VNG0628G",0.995667069729948,0.996551724137931,18
"482","VNG0629G",0.465116279069767,0.996551724137931,18
"483","VNG0630G",0.983118865866958,0.996551724137931,18
"484","VNG0631C",0.9275258194881,0.996551724137931,18
"485","VNG0632G",0.993893035593116,0.996551724137931,9
"486","VNG0633G",0.014525627044711,0.341024969491639,12
"487","VNG0635G",0.995667069729948,0.996551724137931,18
"488","VNG0636G",0.919540229885057,0.996551724137931,15
"489","VNG0637G",0.949092637642256,0.996551724137931,24
"490","VNG0639G",0.101744186046512,0.671109661182831,21
"491","VNG0640G",0.336206896551724,0.982175076831565,18
"492","VNG0641C",0.120174482006543,0.671109661182831,21
"493","VNG0642C",0.858524788391777,0.996551724137931,24
"494","VNG0643G",0.0586206896551724,0.570012321375462,18
"495","VNG0646G",0.13953488372093,0.671109661182831,21
"496","VNG0647G",0.986718116489109,0.996551724137931,24
"497","VNG0648G",0.995667069729948,0.996551724137931,3
"498","VNG0650C",0.969045709703288,0.996551724137931,3
"499","VNG0651G",0.761141024172299,0.996551724137931,9
"500","VNG0652H",0.0731515812431843,0.570012321375462,3
"501","VNG0653G",0.173317210802096,0.723410966826139,3
"502","VNG0654C",0.584441757355905,0.996551724137931,21
"503","VNG0656H",0.337622682660851,0.982175076831565,3
"504","VNG0657G",0.746346782988004,0.996551724137931,18
"505","VNG0659H",0.931034482758621,0.996551724137931,12
"506","VNG0660H",0.9275258194881,0.996551724137931,6
"507","VNG0662G",0.996551724137931,0.996551724137931,21
"508","VNG0664G",0.0230954290296712,0.341024969491639,18
"509","VNG0665G",0.995667069729948,0.996551724137931,24
"510","VNG0666G",0.505997818974918,0.996551724137931,21
"511","VNG0667G",0.0675245365321701,0.570012321375462,18
"512","VNG0668C",0.988372093023256,0.996551724137931,6
"513","VNG0669H",0.00312374042724708,0.162977761421587,9
"514","VNG0670H",0.0252606255012029,0.341024969491639,6
"515","VNG0671H",0.219454743729553,0.86201535998515,3
"516","VNG0673G",0.10752453653217,0.671109661182831,6
"517","VNG0674C",0.761141024172299,0.996551724137931,3
"518","VNG0675C",0.993893035593116,0.996551724137931,24
"519","VNG0676C",0.164651350261991,0.722244376409649,3
"520","VNG0677H",0.426483875993145,0.996551724137931,6
"521","VNG0678G",0.51726454386672,0.996551724137931,3
"522","VNG0679G",0.758996728462377,0.996551724137931,21
"523","VNG0680G",0.505997818974918,0.996551724137931,24
"524","VNG0681G",0.761141024172299,0.996551724137931,21
"525","VNG0682C",0.993675027262814,0.996551724137931,9
"526","VNG0683C",0.938807509799876,0.996551724137931,15
"527","VNG0684G",0.00312374042724708,0.162977761421587,3
"528","VNG0686C",0.378249697702539,0.996551724137931,6
"529","VNG0688H",0.13953488372093,0.671109661182831,3
"530","VNG0689G",0.0252606255012029,0.341024969491639,12
"531","VNG0690C",0.0603448275862069,0.570012321375462,15
"532","VNG0692C",0.9275258194881,0.996551724137931,15
"533","VNG0694G",0.246673936750273,0.862496282343611,3
"534","VNG0697H",0.969045709703288,0.996551724137931,6
"535","VNG0698H",0.10752453653217,0.671109661182831,21
"536","VNG0700G",0.988372093023256,0.996551724137931,18
"537","VNG0702H",0.337622682660851,0.982175076831565,12
"538","VNG0703H",0.752017448200654,0.996551724137931,18
"539","VNG0704C",0.246673936750273,0.862496282343611,21
"540","VNG0705C",0.51726454386672,0.996551724137931,6
"541","VNG0707C",0.0133478735005453,0.341024969491639,3
"542","VNG0708H",0.988372093023256,0.996551724137931,18
"543","VNG0709C",0.995129043984006,0.996551724137931,9
"544","VNG0711C",0.962050163576881,0.996551724137931,6
"545","VNG0713C",0.337622682660851,0.982175076831565,6
"546","VNG0715G",0.063773173391494,0.570012321375462,21
"547","VNG0716G",0.0308343409915357,0.341024969491639,3
"548","VNG0717H",0.00312374042724708,0.162977761421587,6
"549","VNG0718C",0.252998909487459,0.862496282343611,3
"550","VNG0719G",0.572349858927852,0.996551724137931,24
"551","VNG0720G",0.962050163576881,0.996551724137931,18
"552","VNG0723G",0.329182115594329,0.982175076831565,3
"553","VNG0724H",0.465116279069767,0.996551724137931,3
"554","VNG0725H",0.988372093023256,0.996551724137931,21
"555","VNG0726C",0.949092637642256,0.996551724137931,3
"556","VNG0727C",0.937587201190587,0.996551724137931,15
"557","VNG0729H",0.0259823576583801,0.341024969491639,12
"558","VNG0730C",0.155985489721886,0.717933290715602,21
"559","VNG0731H",0.775896815800081,0.996551724137931,24
"560","VNG0732G",0.123336968375136,0.671109661182831,21
"561","VNG0733H",0.938807509799876,0.996551724137931,12
"562","VNG0734G",0.219454743729553,0.86201535998515,21
"563","VNG0735G",0.954907161803713,0.996551724137931,18
"564","VNG0736G",0.51726454386672,0.996551724137931,6
"565","VNG0737H",0.591998574356233,0.996551724137931,21
"566","VNG0738H",0.988372093023256,0.996551724137931,21
"567","VNG0740C",0.983118865866958,0.996551724137931,12
"568","VNG0741H",0.168984280532043,0.722244376409649,24
"569","VNG0742H",0.986718116489109,0.996551724137931,3
"570","VNG0743H",0.51726454386672,0.996551724137931,3
"571","VNG0745G",0.0731515812431843,0.570012321375462,6
"572","VNG0746C",0.985388956066102,0.996551724137931,6
"573","VNG0748G",0.49058559336673,0.996551724137931,24
"574","VNG0749G",0.758996728462377,0.996551724137931,6
"575","VNG0750C",0.13953488372093,0.671109661182831,3
"576","VNG0751C",0.252998909487459,0.862496282343611,6
"577","VNG0752G",0.00256615878107458,0.162977761421587,21
"578","VNG0753G",0.985388956066102,0.996551724137931,6
"579","VNG0754C",0.120174482006543,0.671109661182831,18
"580","VNG0755C",0.9275258194881,0.996551724137931,9
"581","VNG0757G",0.022373696872494,0.341024969491639,21
"582","VNG0758C",0.954907161803713,0.996551724137931,9
"583","VNG0759H",0.0238171611868484,0.341024969491639,21
"584","VNG0761G",0.246673936750273,0.862496282343611,6
"585","VNG0762H",0.985388956066102,0.996551724137931,9
"586","VNG0763G",0.969045709703288,0.996551724137931,24
"587","VNG0764C",0.964885496183206,0.996551724137931,24
"588","VNG0765H",0.0259823576583801,0.341024969491639,6
"589","VNG0766G",0.985388956066102,0.996551724137931,18
"590","VNG0767H",0.938807509799876,0.996551724137931,15
"591","VNG0768H",0.505997818974918,0.996551724137931,3
"592","VNG0769H",0.858524788391777,0.996551724137931,6
"593","VNG0771G",0.969045709703288,0.996551724137931,9
"594","VNG0772H",0.962050163576881,0.996551724137931,24
"595","VNG0775G",0.0299274486094317,0.341024969491639,21
"596","VNG0777G",0.412723870622828,0.996551724137931,6
"597","VNG0778C",0.954907161803713,0.996551724137931,18
"598","VNG0779C",0.980036297640653,0.996551724137931,24
"599","VNG0780H",0.988372093023256,0.996551724137931,24
"600","VNG0782H",0.988372093023256,0.996551724137931,21
"601","VNG0784G",0.199516324062878,0.818528508975909,15
"602","VNG0786G",0.887997861534349,0.996551724137931,9
"603","VNG0787G",0.0586206896551724,0.570012321375462,15
"604","VNG0788H",0.0712758996728462,0.570012321375462,21
"605","VNG0789C",0.964885496183206,0.996551724137931,21
"606","VNG0790G",0.465116279069767,0.996551724137931,21
"607","VNG0793G",0.0317412333736397,0.344701176908304,21
"608","VNG0794G",0.937587201190587,0.996551724137931,18
"609","VNG0795G",0.329182115594329,0.982175076831565,18
"610","VNG0796G",0.980036297640653,0.996551724137931,18
"611","VNG0798H",0.137931034482759,0.671109661182831,24
"612","VNG0799C",0.0731515812431843,0.570012321375462,9
"613","VNG0800H",0.0335550181378476,0.359518051476939,24
"614","VNG0801C",0.954907161803713,0.996551724137931,21
"615","VNG0804C",0.0259823576583801,0.341024969491639,15
"616","VNG0806G",0.00264635124298316,0.162977761421587,6
"617","VNG0808G",0.0230954290296712,0.341024969491639,9
"618","VNG0810H",0.246673936750273,0.862496282343611,21
"619","VNG0811H",0.675245365321701,0.996551724137931,18
"620","VNG0812G",0.993893035593116,0.996551724137931,6
"621","VNG0813G",0.0618974918211559,0.570012321375462,3
"622","VNG0814C",0.597077426390403,0.996551724137931,6
"623","VNG0815G",0.38794840790004,0.996551724137931,12
"624","VNG0816G",0.505997818974918,0.996551724137931,15
"625","VNG0818C",0.505997818974918,0.996551724137931,21
"626","VNG0819C",0.0308343409915357,0.341024969491639,12
"627","VNG0821C",0.00157033805888768,0.162977761421587,12
"628","VNG0822C",0.954907161803713,0.996551724137931,12
"629","VNG0823G",0.137931034482759,0.671109661182831,18
"630","VNG0824G",0.985851445343586,0.996551724137931,12
"631","VNG0825C",0.675245365321701,0.996551724137931,3
"632","VNG0826C",0.002485966319166,0.162977761421587,12
"633","VNG0828H",0.686819830713422,0.996551724137931,3
"634","VNG0829G",0.10752453653217,0.671109661182831,15
"635","VNG0830G",0.497564521992003,0.996551724137931,18
"636","VNG0831G",0.996551724137931,0.996551724137931,9
"637","VNG0832C",0.964885496183206,0.996551724137931,9
"638","VNG0834C",0.969045709703288,0.996551724137931,6
"639","VNG0835G",0.13953488372093,0.671109661182831,15
"640","VNG0836H",0.686819830713422,0.996551724137931,15
"641","VNG0837H",0.964885496183206,0.996551724137931,3
"642","VNG0838G",0.689655172413793,0.996551724137931,12
"643","VNG0840H",0.294840790004031,0.958831837411481,21
"644","VNG0841G",0.329182115594329,0.982175076831565,6
"645","VNG0845C",0.665998396150762,0.996551724137931,3
"646","VNG0846C",0.497564521992003,0.996551724137931,6
"647","VNG0847H",0.993893035593116,0.996551724137931,21
"648","VNG0849C",0.252998909487459,0.862496282343611,9
"649","VNG0851C",0.160318419991939,0.722244376409649,18
"650","VNG0852C",0.995667069729948,0.996551724137931,6
