"","pVal","phase","peak.shape","period"
"819",0.0543773089212933,4,8,24
"820",0.198677286354216,4,12,24
"821",0.846819684090061,24,16,24
"822",0.706227685465015,20,12,24
"823",0.0939537278365063,4,8,24
"824",0.858687544471709,8,4,24
"825",0.814165658846879,24,16,24
"826",0.761930816757314,24,16,24
"827",0.192705922291015,4,8,24
"828",0.24931587728604,8,4,24
"829",0.787769183040806,8,4,24
"830",0.00919110850161151,4,8,24
"831",0.838166652311419,8,20,24
"832",0.439174706227021,4,12,24
"833",0.0220852587170552,4,8,24
"834",0.901375115458183,4,8,24
"835",0.775424113830126,12,16,24
"836",0.668514232912378,12,12,24
"837",0.891840471838945,16,20,24
"838",0.21100685207063,12,8,24
"839",0.818667829767712,4,12,24
"840",0.886250070497636,20,20,24
"841",0.768936779516432,4,20,24
"842",0.826739360855528,20,8,24
"843",0.693655160533588,20,12,24
"844",0.705290864988184,4,12,24
"845",0.845495628367816,12,12,24
"846",0.878849456168629,4,8,24
"847",0.746741250005628,12,12,24
"848",0.317044146667761,4,8,24
"849",0.953895468539183,8,8,24
"850",0.865399738319505,16,16,24
"851",0.531039432551802,24,12,24
"852",0.749531849977902,12,12,24
"853",0.568970820591216,4,8,24
"854",0.599451754720089,4,8,24
"855",0.146718418294412,4,8,24
"856",0.71739723354619,24,12,24
"857",0.757809334512252,12,12,24
"858",0.991605997834102,8,8,24
"859",0.794917142811448,20,20,24
"860",0.691522045221264,12,4,24
"861",0.940900514375473,4,20,24
"862",0.812620019484337,4,8,24
"863",0.731450102803052,8,8,24
"864",0.749531849977902,4,12,24
"865",0.828888220725811,12,4,24
"866",0.720709465048771,12,20,24
"867",0.713703447306458,4,8,24
"868",0.813295433680796,12,16,24
"869",0.676598840791197,12,4,24
"870",0.785103083484401,16,16,24
"871",0.869183147048962,12,8,24
"872",0.762529035438976,12,8,24
"873",0.797816530918645,24,12,24
"874",0.647943277345702,12,12,24
"875",0.795451840879067,20,16,24
"876",0.77532195525813,4,8,24
"877",0.731499955680749,20,4,24
"878",0.711902939289472,12,20,24
"879",0.514729379293417,4,8,24
"880",0.76275314923872,12,12,24
"881",0.786090980955608,8,16,24
"882",0.710507563420628,20,12,24
"883",0.648991399230644,12,20,24
"884",0.756213994154699,16,8,24
"885",0.792934572308793,4,12,24
"886",0.691522045221264,4,20,24
"887",0.346728112066374,4,8,24
"888",0.0465171700103402,24,12,24
"889",0.769348693636191,4,8,24
"890",0.838014180663574,12,8,24
"891",0.465519792987208,24,12,24
"892",0.36263312305307,4,8,24
"893",0.776783607063747,8,4,24
"894",0.10085487806794,4,8,24
"895",0.999999999999946,8,16,24
"896",0.837599049018908,12,12,24
"897",0.682686762616181,16,8,24
"898",0.753113581404739,4,20,24
"899",0.664875073874394,4,20,24
"900",0.871317655176646,24,8,24
"901",0.873013132760045,4,8,24
"902",0.681100372591112,4,20,24
"903",0.813295433680796,4,8,24
"904",0.660790529306283,24,20,24
"905",0.799600157711718,16,16,24
"906",0.0430171355465037,12,20,24
"907",0.971669449458606,20,16,24
"908",0.684192468479124,4,20,24
"909",0.855247614678132,8,8,24
"910",0.833350054267154,12,12,24
"911",0.641669172278208,4,8,24
"912",0.731358017535903,4,8,24
"913",0.757809334512252,20,16,24
"914",0.857470573164632,12,12,24
"915",0.859396664917478,24,12,24
"916",0.258440908346345,4,8,24
"917",1.85470656892155e-05,20,16,24
"918",0.408883085430878,12,4,24
"919",0.528623048205862,4,8,24
"920",0.866911221376112,24,12,24
"921",0.340262785830946,20,16,24
"922",0.656241334033009,4,16,24
"923",0.691567971912262,8,4,24
"924",0.882505671691451,8,12,24
"925",0.777137872424092,8,8,24
"926",0.77369229444131,4,16,24
"927",0.328367151905896,4,8,24
"928",0.350128532602964,4,8,24
"929",0.190959294797237,20,16,24
"930",0.408883085430878,4,4,24
"931",0.0545597985134964,12,12,24
"932",0.773410580362972,12,16,24
"933",0.725389840080937,12,16,24
"934",0.841303513032916,12,16,24
"935",0.121971271398077,12,16,24
"936",0.859187033297002,12,16,24
"937",0.846897754932116,12,16,24
"938",0.731450102803052,12,20,24
"939",0.852789406051324,12,20,24
"940",0.827172576943156,24,20,24
"941",0.783885944041578,24,20,24
"942",0.836963439137221,12,12,24
"943",0.648575187184607,12,8,24
"944",0.516662075664425,4,8,24
"945",0.871886509821418,12,12,24
"946",0.776535076056291,12,8,24
"947",0.734851031230155,24,8,24
"948",0.88479801606276,12,12,24
"949",0.876020362851788,24,12,24
"950",0.692659397906666,24,12,24
"951",0.841303513032916,12,16,24
"952",0.899584855812701,24,16,24
"953",0.706227685465015,12,20,24
"954",0.049476850527334,24,12,24
"955",0.761059833675028,24,12,24
"956",0.698888045155358,24,20,24
"957",0.859187033297002,24,12,24
"958",0.172369588021842,4,8,24
"959",0.693655160533588,24,12,24
"960",0.751351601412746,8,20,24
"961",0.615116788620615,24,8,24
"962",0.380017748256543,12,12,24
"963",0.258877791822179,12,12,24
"964",0.712676190777366,12,16,24
"965",0.855304748860668,12,16,24
"966",0.869183147048962,4,8,24
"967",0.79353964610167,12,16,24
"968",0.886082268517151,16,20,24
"969",0.802587769073064,12,16,24
"970",0.827365291323039,12,12,24
"971",0.758591249985162,4,8,24
"972",0.845495628367816,4,12,24
"973",0.678870345551388,20,12,24
"974",0.424958258120908,12,12,24
"975",0.695347927747118,8,8,24
"976",0.767510465446192,8,16,24
"977",0.856714454691126,4,8,24
"978",0.78571181948404,12,12,24
"979",0.756213994154699,20,8,24
"980",0.823343096504547,24,12,24
"981",0.866911221376112,24,12,24
"982",0.590994856245267,4,8,24
"983",0.691522045221264,8,20,24
"984",0.909154609829616,24,12,24
"985",0.865399738319505,8,8,24
"986",0.708226159044818,20,8,24
"987",0.756855394247041,16,8,24
"988",0.0545136927893713,4,8,24
"989",0.469977313234195,4,16,24
"990",0.0470867283909315,4,8,24
"991",0.711902939289472,12,4,24
"992",0.901363091562047,24,12,24
"993",0.845091583638879,8,4,24
"994",0.83411892277855,20,20,24
"995",0.855304748860668,8,8,24
"996",0.819442625547982,12,20,24
"997",0.176183376326559,12,12,24
"998",0.746741250005628,4,20,24
"999",0.809679080718278,4,12,24
"1000",0.838014180663574,20,8,24
"1001",0.713361649075924,4,8,24
"1002",0.767510465446192,20,8,24
"1003",0.813573590732776,12,16,24
"1004",0.499431268613047,4,8,24
"1005",0.287683550963877,12,8,24
"1006",0.434741873475408,12,8,24
"1007",0.585560961851628,20,12,24
"1008",0.403450342912882,4,8,24
"1009",0.451868148842844,20,16,24
"1010",0.683588002824746,12,12,24
"1011",0.669570751309777,20,16,24
"1012",0.783695017848067,20,20,24
"1013",0.442520912628712,24,12,24
"1014",0.799181474858731,24,16,24
"1015",0.800373505809708,12,12,24
"1016",0.683588002824746,24,12,24
"1017",0.60302818742299,4,8,24
"1018",0.732647750736019,24,12,24
"1019",0.718428559124073,24,16,24
"1020",0.031123637634649,4,8,24
"1021",0.636327712366153,24,20,24
"1022",0.207689633426656,24,16,24
"1023",0.731450102803052,12,20,24
"1024",0.0649823125199621,4,12,24
"1025",0.615116788620615,12,16,24
"1026",0.828812481275647,20,12,24
"1027",0.905891134379924,12,4,24
"1028",0.886250070497636,8,8,24
"1029",0.827172576943156,12,12,24
"1030",0.937320401549643,12,4,24
"1031",0.778510994593313,12,16,24
"1032",0.814165658846879,20,12,24
"1033",0.756778191767903,12,20,24
"1034",0.762529035438976,24,8,24
"1035",0.575848388635112,24,8,24
"1036",0.909040856890232,24,8,24
"1037",0.874504385032028,12,12,24
"1038",0.414940783147357,24,16,24
"1039",0.617794216843006,4,4,24
"1040",0.0645254508886867,4,8,24
"1041",0.477760861025258,4,4,24
"1042",0.745260071282131,8,4,24
"1043",0.830247091281848,12,8,24
"1044",0.682686762616181,24,8,24
"1045",0.759887948257087,12,4,24
"1046",0.71739723354619,20,20,24
"1047",0.800694852432206,4,12,24
"1048",0.72576835458441,24,12,24
"1049",0.684192468479124,4,20,24
"1050",0.0787435764129974,24,12,24
"1051",0.690937062305365,4,8,24
"1052",0.0591057705666232,4,8,24
"1053",0.658160155322459,24,12,24
"1054",0.696685816213812,8,12,24
"1055",0.682733291968699,4,12,24
"1056",0.0819287084463617,4,8,24
"1057",0.678870345551388,24,16,24
"1058",0.787769183040806,12,20,24
"1059",0.705816492150569,4,8,24
"1060",0.630172419500641,4,8,24
"1061",0.793283093459546,4,8,24
"1062",0.883549604796289,4,8,24
"1063",0.819442625547982,12,16,24
"1064",0.766788341377687,12,16,24
"1065",0.855304748860668,24,16,24
"1066",0.841413085538241,12,20,24
"1067",0.703115715035367,12,20,24
"1068",0.816362256610177,12,20,24
"1069",0.892979013868633,24,8,24
"1070",0.905891134379924,4,8,24
"1071",0.145489010650717,16,16,24
"1072",0.67392775782838,12,20,24
"1073",0.671370412997218,24,8,24
"1074",0.830583770275075,24,8,24
"1075",0.375840701788441,4,8,24
"1076",0.0781547504107539,24,12,24
"1077",0.656241334033009,24,8,24
"1078",0.820301667541261,24,16,24
"1079",0.104925027073725,24,12,24
"1080",0.00164478698204398,24,12,24
"1081",0.910491806164425,12,8,24
"1082",0.632372005233833,4,8,24
"1083",0.192645235020453,24,16,24
"1084",0.00977538641682257,20,16,24
"1085",0.866219850006529,8,12,24
"1086",0.830952005848328,8,4,24
"1087",0.361674677574142,4,8,24
"1088",0.731450102803052,24,12,24
"1089",0.124260209848995,4,8,24
"1090",0.89723259491553,4,20,24
"1091",0.297932852546057,4,8,24
"1092",0.596050949489926,4,8,24
"1093",0.880459157655442,4,4,24
"1094",0.87752150192339,12,16,24
"1095",0.83327481006496,4,8,24
"1096",0.805356201303428,24,12,24
"1097",0.857391619363447,12,4,24
"1098",0.660724993645497,24,12,24
"1099",0.835311994493307,12,12,24
"1100",0.799600157711718,12,16,24
"1101",0.920902756972942,4,8,24
"1102",0.352645432494092,4,8,24
"1103",0.758592546631888,12,16,24
"1104",0.745474517781709,24,8,24
"1105",0.876899257320802,16,20,24
"1106",0.749531849977902,16,12,24
"1107",0.874608680672785,24,12,24
"1108",0.272089759272634,24,12,24
"1109",0.740916477022783,24,8,24
"1110",0.204353493755373,24,12,24
"1111",0.835914348746513,12,8,24
"1112",0.172978740577933,24,20,24
"1113",0.218710398198487,24,12,24
"1114",0.0591057705666232,4,8,24
"1115",0.648991399230644,12,20,24
"1116",0.640636586874949,24,12,24
"1117",0.713703447306458,8,4,24
"1118",0.729157037814454,8,16,24
"1119",0.0257935869519377,24,20,24
"1120",0.654045546098157,8,12,24
"1121",0.476333126876071,8,12,24
"1122",0.916871465537999,8,8,24
"1123",0.968947009037471,4,12,24
"1124",0.910920331781996,4,12,24
"1125",0.917158257087376,12,4,24
"1126",0.916622758133665,24,12,24
"1127",0.886068666195876,12,16,24
"1128",0.475721995424758,4,4,24
"1129",0.886068666195876,20,16,24
"1130",0.823666695377162,20,16,24
"1131",0.691522045221264,20,4,24
"1132",0.690937062305365,12,4,24
"1133",0.281472164764794,24,12,24
"1134",0.357457782143165,24,12,24
"1135",0.770305616059381,12,8,24
"1136",0.299386281769499,24,12,24
"1137",0.338482365594407,24,4,24
"1138",0.08561288866266,24,12,24
"1139",0.797539336316125,12,8,24
"1140",0.77409535134868,24,8,24
"1141",0.00294503899190491,4,8,24
"1142",0.00433602083947542,24,12,24
"1143",0.819442625547982,12,16,24
"1144",0.387796529174478,24,12,24
"1145",1,16,12,24
"1146",0.719561448134471,4,4,24
"1147",0.351080794115104,4,12,24
"1148",0.015542516489866,24,12,24
"1149",0.104925027073725,24,12,24
"1150",0.898281916838438,8,4,24
"1151",0.678870345551388,24,20,24
"1152",0.145446279249124,4,8,24
"1153",0.0532222888162442,4,8,24
"1154",0.89741949291594,12,4,24
"1155",0.899584855812701,8,8,24
"1156",0.947583758861167,4,20,24
"1157",0.916871465537999,4,20,24
"1158",0.925576385363139,4,20,24
"1159",0.90434323836302,8,16,24
"1160",0.88479801606276,12,4,24
"1161",0.910920331781996,12,12,24
"1162",0.308206399185576,12,16,24
"1163",0.809679080718278,4,8,24
"1164",0.736791873097217,12,12,24
"1165",0.286342562699389,24,16,24
"1166",0.578349096295748,4,8,24
"1167",0.546119186335164,24,12,24
"1168",0.682686762616181,12,16,24
"1169",0.751404450066294,24,12,24
"1170",1,16,16,24
"1171",0.481303284648365,24,20,24
"1172",0.894624977048875,24,12,24
"1173",0.664875073874394,12,20,24
"1174",0.696685816213812,12,20,24
"1175",0.751499408581059,24,12,24
"1176",0.691522045221264,24,20,24
"1177",0.762198489410915,20,8,24
"1178",0.847699267808258,8,16,24
"1179",0.372118073184304,4,16,24
"1180",0.880364022400792,24,16,24
"1181",0.063873186488228,4,8,24
"1182",0.758813741833734,24,12,24
"1183",0.732762877918774,8,8,24
"1184",0.766113713427795,24,20,24
"1185",0.0245844903962021,4,8,24
"1186",0.891840471838945,12,20,24
"1187",0.333777841075083,12,12,24
"1188",0.740688720057743,12,12,24
"1189",0.555054200616155,4,8,24
"1190",0.770305616059381,12,12,24
"1191",0.864886134754606,16,8,24
"1192",0.725389840080937,12,4,24
"1193",0.628069816898711,24,12,24
"1194",0.682733291968699,12,4,24
"1195",0.00090076721180202,4,8,24
"1196",0.868475007489741,12,8,24
"1197",0.139392146120993,24,12,24
"1198",0.648991399230644,12,4,24
"1199",0.766788341377687,12,8,24
"1200",0.693655160533588,12,12,24
"1201",0.239743563596251,4,8,24
"1202",0.758540847351313,20,4,24
"1203",0.923065130636381,12,12,24
"1204",0.741228729998431,12,20,24
"1205",0.842629790401804,24,16,24
"1206",0.66903434987023,12,20,24
"1207",0.782290338780723,12,4,24
"1208",0.696685816213812,12,20,24
"1209",0.320638632924862,4,8,24
"1210",0.791793469619843,12,12,24
"1211",0.857470573164632,24,12,24
"1212",0.811237603912364,20,20,24
"1213",0.723729172908117,8,12,24
"1214",0.673324248358112,8,4,24
"1215",0.656241334033009,12,16,24
"1216",0.628999240639822,12,20,24
"1217",0.152798065292525,8,4,24
"1218",0.889679443125007,4,20,24
"1219",0.0315563965709062,12,12,24
"1220",0.810229279451463,20,4,24
"1221",0.790465006542292,4,8,24
"1222",0.960605705443592,12,8,24
"1223",0.917627437754266,4,8,24
"1224",0.374429879719815,16,12,24
"1225",0.693655160533588,8,16,24
"1226",0.468604006207393,12,12,24
"1227",0.761930816757314,4,8,24
"1228",0.793289229154595,4,8,24
"1229",0.772831757385032,8,20,24
"1230",0.892420992109516,8,20,24
"1231",0.664875073874394,24,20,24
"1232",0.65982789134987,12,20,24
"1233",0.885626286809792,20,8,24
"1234",0.841303513032916,4,12,24
"1235",0.66446701622006,24,16,24
"1236",0.792934572308793,16,12,24
"1237",0.799600157711718,24,16,24
"1238",0.859187033297002,12,12,24
"1239",0.802587769073064,4,12,24
"1240",0.86257090000523,24,12,24
"1241",0.786249050799777,4,8,24
"1242",0.912502950110755,24,8,24
"1243",0.701791674317041,24,4,24
"1244",0.906178804750249,8,4,24
"1245",0.0598552008867686,8,16,24
"1246",0.690937062305365,8,4,24
"1247",0.775424113830126,12,8,24
"1248",0.740916477022783,12,8,24
"1249",0.729157037814454,24,20,24
"1250",0.923069880688656,8,8,24
"1251",0.590914418346118,12,12,24
"1252",0.883549604796289,12,12,24
"1253",0.637006780997805,20,12,24
"1254",0.912245312623672,8,8,24
"1255",0.868468075648995,12,12,24
"1256",0.855304748860668,16,8,24
"1257",0.892979013868633,4,8,24
"1258",0.711818429861054,12,16,24
"1259",0.828888220725811,8,20,24
"1260",0.751351601412746,12,16,24
"1261",0.719561448134471,12,20,24
"1262",0.82142646841093,4,8,24
"1263",0.77532195525813,12,16,24
"1264",0.816423446471092,12,20,24
"1265",0.410792982850211,12,12,24
"1266",1,4,12,24
"1267",0.535463396938038,12,8,24
"1268",0.498846142020824,12,20,24
"1269",0.731358017535903,4,8,24
"1270",0.802055416672712,8,8,24
"1271",0.642712571411914,8,20,24
"1272",0.539571206117242,20,16,24
"1273",0.249638713686805,4,8,24
"1274",0.830874716791619,8,8,24
"1275",1,24,8,24
"1276",0.890790406937419,4,8,24
"1277",0.720709465048771,12,16,24
"1278",0.134205910166957,8,12,24
"1279",0.720242651776319,4,8,24
"1280",0.701791674317041,24,4,24
"1281",0.642712571411914,8,16,24
"1282",0.829826454265517,4,12,24
"1283",0.754667937805566,12,20,24
"1284",0.831164754929728,12,12,24
"1285",0.643411724116771,20,8,24
"1286",0.802055416672712,4,8,24
"1287",0.827365291323039,12,20,24
"1288",0.678406710850864,4,8,24
"1289",0.90022255677141,12,8,24
"1290",0.818657636774686,12,16,24
"1291",0.77369229444131,8,8,24
"1292",0.768895985775768,12,16,24
"1293",0.77532195525813,24,12,24
"1294",0.54583142059644,24,12,24
"1295",0.632372005233833,20,16,24
"1296",0.745037024276817,24,8,24
"1297",0.351005751321997,24,12,24
"1298",0.484752969280118,24,12,24
"1299",0.874504385032028,12,12,24
"1300",0.217700792510169,24,20,24
"1301",0.863470203416209,24,8,24
"1302",0.756855394247041,24,12,24
"1303",0.736451316506351,12,16,24
"1304",0.098429601459387,24,12,24
"1305",0.847699267808258,20,20,24
"1306",0.779768527018935,20,16,24
"1307",0.00325665362057172,24,12,24
"1308",0.834450374983678,24,12,24
"1309",0.238166563438035,4,8,24
"1310",0.648991399230644,8,20,24
"1311",0.0175916212717581,4,8,24
"1312",0.786249050799777,24,4,24
"1313",0.211922141672239,24,12,24
"1314",0.67392775782838,12,20,24
"1315",0.745474517781709,12,20,24
"1316",0.65982789134987,12,4,24
"1317",0.0109973097189254,16,8,24
"1318",0.800690599341061,12,20,24
"1319",0.84215000918045,24,4,24
"1320",0.650688869627402,16,8,24
"1321",0.731358017535903,20,16,24
"1322",0.797910052178382,16,8,24
"1323",0.826073121725557,12,4,24
"1324",0.654848851253679,12,8,24
"1325",0.396543358041352,24,12,24
"1326",0.804143525453464,12,4,24
"1327",0.756213994154699,4,8,24
"1328",0.917158257087376,12,12,24
"1329",0.210456350353774,24,12,24
"1330",0.731626881105473,12,20,24
"1331",0.558177109776457,12,8,24
"1332",0.018552594182,4,8,24
"1333",0.779768527018935,20,16,24
"1334",0.0396257374162157,24,12,24
"1335",0.761095710916946,12,20,24
"1336",0.710355996855817,8,12,24
"1337",0.720709465048771,12,20,24
"1338",0.682686762616181,8,20,24
"1339",0.00503231620763773,4,8,24
"1340",0.751919651053973,24,12,24
"1341",0.163852457692763,4,8,24
"1342",0.719561448134471,8,20,24
"1343",0.671657259334201,12,16,24
"1344",0.804639986218962,8,4,24
"1345",0.223893848022088,4,8,24
"1346",0.442520912628712,20,4,24
"1347",0.0781867124346649,12,16,24
"1348",0.682580577258486,20,12,24
"1349",0.743967501455308,12,20,24
"1350",0.840237771282999,12,16,24
"1351",0.812918756783859,4,8,24
"1352",0.731626881105473,12,20,24
"1353",0.800690599341061,20,8,24
"1354",0.80426847162973,12,16,24
"1355",0.711902939289472,12,20,24
"1356",0.826073121725557,12,8,24
"1357",0.870857270267265,12,4,24
"1358",0.756213994154699,24,8,24
"1359",0.758030563364249,20,12,24
"1360",0.851237459364216,12,12,24
"1361",0.426440796628344,24,12,24
"1362",0.854825826149579,4,12,24
"1363",0.462348564049087,24,12,24
"1364",0.754799088767786,12,16,24
"1365",0.810019847929283,16,12,24
"1366",0.241279071917759,4,4,24
"1367",0.761095710916946,12,20,24
"1368",1,16,4,24
"1369",0.822640555193018,24,20,24
"1370",0.628999240639822,8,20,24
"1371",0.637006780997805,12,16,24
"1372",0.697468603661424,4,16,24
"1373",0.181316561526535,24,12,24
"1374",0.732647750736019,12,8,24
"1375",0.607147601655719,20,20,24
"1376",0.76496715481759,4,8,24
"1377",0.0519740870221514,4,8,24
"1378",0.853996776566585,12,16,24
"1379",0.758592546631888,12,20,24
"1380",0.420683295325631,4,8,24
"1381",0.0637317877601463,12,12,24
"1382",0.87183575457678,12,20,24
"1383",0.904921327367749,4,8,24
"1384",0.770305616059381,12,12,24
"1385",0.890142310669656,4,12,24
"1386",0.263334307006226,20,8,24
"1387",0.806093239356259,12,12,24
"1388",0.0890374042091664,12,12,24
"1389",0.846819684090061,4,8,24
"1390",0.556555397058425,12,16,24
"1391",0.465794864437937,12,16,24
"1392",0.809759624211971,12,20,24
"1393",0.786917954494242,12,20,24
"1394",0.696685816213812,12,12,24
"1395",0.789284440950907,12,20,24
"1396",0.536915288269202,4,8,24
"1397",0.0286806170915766,24,12,24
"1398",0.00126415041251793,24,12,24
"1399",0.83411892277855,24,16,24
"1400",0.716265249548976,12,16,24
"1401",0.785103083484401,12,16,24
"1402",0.283767835543261,24,12,24
"1403",0.877525290871389,20,4,24
"1404",0.514729379293417,20,16,24
"1405",0.424958258120908,24,12,24
"1406",0.723273200759696,12,8,24
"1407",0.683588002824746,12,12,24
"1408",0.725389840080937,12,4,24
"1409",0.847336079765279,12,16,24
"1410",0.670533321849135,12,20,24
"1411",0.607147601655719,4,20,24
"1412",0.670932797236317,12,12,24
"1413",0.264275064489839,12,12,24
"1414",0.731626881105473,12,20,24
"1415",0.297957963498301,24,8,24
"1416",0.79318146012795,24,20,24
"1417",0.704291217920634,12,4,24
"1418",0.568970820591216,20,16,24
"1419",0.785885045297437,24,4,24
"1420",0.157957509810019,24,12,24
"1421",0.87752150192339,24,16,24
"1422",0.481303284648365,24,4,24
"1423",0.711743554500006,24,12,24
"1424",0.380017748256543,20,16,24
"1425",0.537395492904173,24,12,24
"1426",0.667868090144663,12,20,24
"1427",0.656070357004785,12,8,24
"1428",0.00384261080132102,24,12,24
"1429",0.741228729998431,24,4,24
"1430",0.758540847351313,12,20,24
"1431",0.322931220805141,20,12,24
"1432",0.00298526581885741,24,12,24
"1433",0.886068666195876,12,8,24
"1434",0.0511357400241004,24,12,24
"1435",0.643411724116771,24,12,24
"1436",0.0529725694397979,4,8,24
"1437",0.14172419756039,24,20,24
"1438",0.858687544471709,24,12,24
"1439",0.0474922618638671,24,12,24
"1440",0.390089771239004,16,20,24
"1441",0.667636800701258,20,20,24
"1442",0.716265249548976,12,20,24
"1443",0.659053702093516,12,20,24
"1444",0.380811514045276,24,12,24
"1445",0.384405290480093,4,12,24
"1446",0.349071070197897,12,12,24
"1447",0.746741250005628,24,8,24
"1448",0.620334339749282,12,20,24
"1449",0.780540074848602,12,16,24
"1450",0.705816492150569,24,8,24
"1451",0.864750440626782,24,8,24
"1452",0.393942945564079,4,8,24
"1453",0.761095710916946,24,8,24
"1454",0.828714417719055,20,20,24
"1455",0.612332333204466,24,12,24
"1456",0.425172592681171,4,8,24
"1457",0.0771741405917272,4,8,24
"1458",0.78571181948404,12,12,24
"1459",0.617794216843006,24,20,24
"1460",0.419303094814417,24,12,24
"1461",0.499431268613047,24,12,24
"1462",0.838781352128748,16,12,24
"1463",0.208047877994136,4,8,24
"1464",0.853416614960874,8,12,24
"1465",0.871317655176646,16,16,24
"1466",0.000922918404782623,24,12,24
"1467",0.0908580936548187,16,12,24
"1468",0.0797460901257881,24,12,24
"1469",0.77369229444131,12,16,24
"1470",0.859718094756214,24,12,24
"1471",0.240723045340848,24,12,24
"1472",0.0529725694397979,4,8,24
"1473",0.254974954872545,4,12,24
"1474",0.832813166642113,12,16,24
"1475",0.659053702093516,12,20,24
"1476",0.740688720057743,12,12,24
"1477",0.793289229154595,4,12,24
"1478",0.76275314923872,12,16,24
"1479",0.199627880880187,12,12,24
"1480",0.793976343565026,20,12,24
"1481",0.847699267808258,24,8,24
"1482",0.86630319572236,24,12,24
"1483",0.0977118769499665,4,8,24
"1484",0.827172576943156,20,12,24
"1485",0.287838616303155,24,16,24
"1486",0.704586592335634,24,16,24
"1487",0.100728025990776,24,12,24
"1488",0.880459157655442,24,20,24
"1489",0.678870345551388,24,8,24
"1490",0.828417429126238,12,8,24
"1491",0.280001474848336,24,12,24
"1492",0.842629790401804,16,16,24
"1493",0.0110716811182033,24,12,24
"1494",0.732762877918774,24,20,24
"1495",0.869183147048962,16,20,24
"1496",0.802587769073064,24,20,24
"1497",0.813295433680796,24,12,24
"1498",0.860870736280492,24,12,24
"1499",0.030859998251111,24,12,24
"1500",0.297957963498301,24,12,24
"1501",0.00614768908636219,4,8,24
"1502",0.732261317039581,24,12,24
"1503",0.10085487806794,4,8,24
"1504",0.812918756783859,12,12,24
"1505",0.732762877918774,12,4,24
"1506",0.706275819277965,20,8,24
"1507",0.823666695377162,20,16,24
"1508",0.691522045221264,12,20,24
"1509",0.799600157711718,8,8,24
"1510",0.676598840791197,20,4,24
"1511",0.890521685176564,12,16,24
"1512",0.745474517781709,4,4,24
"1513",0.551495763528661,24,16,24
"1514",0.802326246026889,12,8,24
"1515",0.516546512839692,24,16,24
"1516",0.289934255665369,24,16,24
"1517",0.800694852432206,24,8,24
"1518",0.885792172345208,12,16,24
"1519",0.714185681491503,20,16,24
"1520",0.143025887351858,24,20,24
"1521",0.761095710916946,12,16,24
"1522",0.187907455673013,24,12,24
"1523",0.0095176573244101,24,12,24
"1524",0.819178779502745,24,20,24
"1525",0.836022979456574,4,16,24
"1526",0.091129332582703,24,12,24
"1527",0.000223025884520078,24,12,24
"1528",0.416113707644179,24,20,24
"1529",0.656487068185452,24,20,24
"1530",0.650688869627402,8,20,24
"1531",0.00433602083947542,24,12,24
"1532",0.118468132357514,24,20,24
"1533",0.789209331588722,8,8,24
"1534",0.153118253623926,24,12,24
"1535",0.708226159044818,24,16,24
"1536",0.604060923836418,24,12,24
"1537",0.0622891618827734,4,8,24
"1538",0.899584855812701,4,16,24
"1539",0.800795733593686,12,12,24
"1540",0.803178892898564,12,20,24
"1541",0.698888045155358,20,16,24
"1542",0.86893200943255,12,8,24
"1543",0.861865088909716,20,20,24
"1544",0.75828545946547,16,12,24
"1545",0.518005916588564,20,12,24
"1546",0.542792547280622,24,8,24
"1547",0.780842899765267,12,16,24
"1548",0.863470203416209,24,8,24
"1549",0.110639482828782,20,8,24
"1550",0.358980885954703,24,16,24
"1551",0.787769183040806,4,8,24
"1552",0.642125916788203,24,12,24
"1553",0.363466021544377,24,12,24
"1554",0.877694620445741,12,12,24
"1555",0.0265644933931282,24,12,24
"1556",0.848274447842342,12,12,24
"1557",0.88667718085105,12,8,24
"1558",0.805356201303428,12,12,24
"1559",0.744628762190735,16,8,24
"1560",0.831164754929728,4,8,24
"1561",0.940900514375473,4,20,24
"1562",0.842762878784486,24,12,24
"1563",0.671738586726914,24,12,24
"1564",0.731450102803052,20,12,24
"1565",0.238166563438035,4,8,24
"1566",0.759887948257087,16,4,24
"1567",0.127216232390668,24,12,24
"1568",0.00496573425621397,4,8,24
"1569",0.892979013868633,24,16,24
"1570",0.719561448134471,12,12,24
"1571",0.756213994154699,12,16,24
"1572",0.745474517781709,12,12,24
"1573",0.856155598523488,12,12,24
"1574",0.788211833968447,12,16,24
"1575",0.746449088800513,12,4,24
"1576",0.797816530918645,12,20,24
"1577",0.717840346098498,12,12,24
"1578",0.0462475613184559,24,8,24
"1579",0.788211833968447,20,8,24
"1580",0.696685816213812,12,12,24
"1581",0.786249050799777,24,4,24
"1582",0.830583770275075,12,12,24
"1583",0.795451840879067,4,12,24
"1584",0.704586592335634,8,8,24
"1585",0.756778191767903,12,16,24
"1586",0.789938190393227,12,12,24
"1587",0.841303513032916,24,12,24
"1588",0.835311994493307,12,12,24
"1589",0.0918675058151637,24,12,24
"1590",0.661391565400329,20,16,24
"1591",0.770305616059381,12,12,24
"1592",0.788211833968447,12,8,24
"1593",0.695103591125564,8,8,24
"1594",0.761938106169499,12,12,24
"1595",0.732647750736019,12,12,24
"1596",0.703115715035367,20,20,24
"1597",0.0508941621012398,24,12,24
"1598",0.876020362851788,24,12,24
"1599",0.719561448134471,16,20,24
"1600",0.0365364441798053,4,8,24
"1601",0.813295433680796,24,8,24
"1602",0.309936566712577,12,12,24
"1603",0.86613527713971,4,8,24
