"","pVal","phase","peak.shape","period"
"356",0.816362256610177,12,16,24
"357",0.720625367188985,12,8,24
"358",0.899584855812701,16,8,24
"359",0.955927515773891,12,12,24
"360",0.838014180663574,12,8,24
"361",0.888120166177574,24,8,24
"362",0.711902939289472,24,20,24
"363",0.0797460901257881,4,4,24
"364",0.0354046345052103,24,20,24
"365",0.0198847876681812,24,12,24
"366",0.313708334916042,24,12,24
"367",0.803069839262038,4,16,24
"368",0.62346400846501,12,8,24
"369",0.797063658128813,24,12,24
"370",0.664875073874394,24,12,24
"371",0.0212439292533821,20,16,24
"372",0.692659397906666,12,20,24
"373",0.0717796692907607,24,8,24
"374",0.797910052178382,24,12,24
"375",0.695576066529989,4,16,24
"376",0.671657259334201,12,20,24
"377",0.0543773089212933,4,8,24
"378",0.778510994593313,16,16,24
"379",0.779768527018935,24,8,24
"380",0.783695017848067,24,12,24
"381",0.454314539367642,20,16,24
"382",0.00777709180905589,4,8,24
"383",0.720625367188985,20,16,24
"384",0.736451316506351,24,12,24
"385",0.678870345551388,16,12,24
"386",0.731499955680749,12,20,24
"387",0.667905826895186,4,4,24
"388",0.705816492150569,12,8,24
"389",0.669570751309777,12,8,24
"390",0.688620612227051,12,20,24
"391",0.692659397906666,12,20,24
"392",0.89820849088308,4,8,24
"393",0.0531069517578155,24,12,24
"394",0.691522045221264,12,4,24
"395",0.682733291968699,24,20,24
"396",0.671657259334201,16,16,24
"397",0.827172576943156,24,12,24
"398",0.648991399230644,12,20,24
"399",1,4,12,24
"400",0.681100372591112,12,20,24
"401",0.613572029741384,16,4,24
"402",0.711902939289472,16,20,24
"403",0.79353964610167,12,8,24
"404",0.957355920337166,12,8,24
"405",0.0531069517578155,24,12,24
"406",0.695347927747118,16,16,24
"407",0.767510465446192,16,16,24
"408",0.865399738319505,12,12,24
"409",0.693555324380996,24,20,24
"410",0.656875822437875,4,4,24
"411",0.67392775782838,12,20,24
"412",0.65982789134987,24,20,24
"413",0.194613050187834,24,12,24
"414",0.783885944041578,24,8,24
"415",0.862944908290166,12,8,24
"416",0.838014180663574,20,16,24
"417",0.718428559124073,4,8,24
"418",0.877239592896302,4,12,24
"419",0.754799088767786,12,12,24
"420",0.713703447306458,4,8,24
"421",0.906737300101171,24,8,24
"422",0.692659397906666,12,16,24
"423",0.675672741653527,4,4,24
"424",0.789284440950907,12,20,24
"425",0.683609523961839,12,16,24
"426",0.785103083484401,12,20,24
"427",0.804639986218962,12,20,24
"428",0.865768432630317,4,8,24
"429",0.907306804382208,4,4,24
"430",0.838441926095992,20,20,24
"431",0.87752150192339,12,8,24
"432",0.733636685333993,12,4,24
"433",0.855304748860668,20,16,24
"434",0.729750399204763,12,8,24
"435",0.857391619363447,4,12,24
"436",0.566287188262907,4,12,24
"437",0.682733291968699,20,12,24
"438",0.787715495326363,8,16,24
"439",0.172093000758782,20,16,24
"440",0.791003265877191,20,8,24
"441",0.901170678246062,16,8,24
"442",0.685012692736055,16,20,24
"443",0.898545485865995,8,20,24
"444",0.0514499503525227,24,12,24
"445",0.648957168966331,4,8,24
"446",0.14876189184208,4,8,24
"447",0.738927865957454,24,20,24
"448",0.830874716791619,24,12,24
"449",0.656875822437875,4,4,24
"450",0.836963439137221,12,20,24
"451",0.877974241658552,20,4,24
"452",0.50199693462941,4,4,24
"453",0.839690756769834,4,4,24
"454",0.858687544471709,20,16,24
"455",0.731626881105473,12,20,24
"456",0.744628762190735,12,16,24
"457",0.775377775839209,12,16,24
"458",0.816362256610177,12,20,24
"459",0.695347927747118,12,4,24
"460",0.47816336937823,12,12,24
"461",0.502075720936493,4,8,24
"462",0.816423446471092,12,12,24
"463",0.750650573521082,12,20,24
"464",0.778789679076772,12,16,24
"465",0.703115715035367,24,4,24
"466",0.682580577258486,12,12,24
"467",0.857391619363447,12,12,24
"468",0.000142262075849849,4,8,24
"469",0.853358453270227,12,4,24
"470",0.696685816213812,4,12,24
"471",0.822328078770464,4,8,24
"472",0.475721995424758,4,8,24
"473",8.59845491795852e-06,4,8,24
"474",0.630337260094613,12,20,24
"475",0.778510994593313,24,8,24
"476",0.681100372591112,12,20,24
"477",0.81376074249999,8,4,24
"478",0.636327712366153,12,20,24
"479",0.176638881714896,4,8,24
"480",0.656241334033009,8,8,24
"481",0.786090980955608,24,12,24
"482",0.71739723354619,12,20,24
"483",0.745037024276817,12,12,24
"484",0.297957963498301,20,16,24
"485",0.837599049018908,12,12,24
"486",0.693655160533588,12,16,24
"487",0.761938106169499,12,20,24
"488",0.750650573521082,24,4,24
"489",0.857470573164632,16,12,24
"490",0.819178779502745,4,4,24
"491",0.867704847029739,20,8,24
"492",0.670533321849135,4,4,24
"493",0.768936779516432,12,20,24
"494",0.556555397058425,12,8,24
"495",0.640857397683628,12,12,24
"496",0.830583770275075,20,8,24
"497",0.837599049018908,20,16,24
"498",0.488277144874818,20,12,24
"499",0.846897754932116,8,8,24
"500",0.222288792542166,4,8,24
"501",0.77369229444131,4,12,24
"502",0.838166652311419,12,8,24
"503",0.835642791140472,12,8,24
"504",0.859396664917478,12,12,24
"505",0.837599049018908,12,20,24
"506",0.380017748256543,12,16,24
"507",0.817184029667098,8,20,24
"508",0.847699267808258,16,20,24
"509",0.882505671691451,12,12,24
"510",0.75346589206877,12,12,24
"511",0.749531849977902,8,12,24
"512",0.0293470709052427,20,16,24
"513",0.115065062141934,20,16,24
"514",0.682686762616181,12,8,24
"515",0.751351601412746,12,12,24
"516",0.923659832446817,4,16,24
"517",0.759887948257087,12,20,24
"518",0.732647750736019,12,16,24
"519",0.786249050799777,12,8,24
"520",0.340262785830946,4,8,24
"521",0.254556496772685,12,8,24
"522",0.86630319572236,12,12,24
"523",0.803178892898564,12,20,24
"524",0.803868249477475,12,20,24
"525",0.726903262988228,4,8,24
"526",0.57043352254621,12,12,24
"527",0.720336155228737,12,12,24
"528",0.858856466949782,4,8,24
"529",0.797249068522219,24,16,24
"530",0.0574501837532274,24,12,24
"531",0.692659397906666,12,20,24
"532",0.164460346484957,24,12,24
"533",1.29857864665808e-05,24,12,24
"534",0.816423446471092,20,12,24
"535",0.00571854114504288,20,16,24
"536",0.102078835749284,4,8,24
"537",0.892420992109516,24,12,24
"538",0.695347927747118,24,8,24
"539",0.844184862814007,8,16,24
"540",0.428471270777818,4,8,24
"541",0.660790529306283,4,8,24
"542",0.822328078770464,24,12,24
"543",0.656241334033009,12,8,24
"544",0.190959294797237,4,8,24
"545",0.253324948288314,24,12,24
"546",0.758030563364249,4,4,24
"547",0.206511600910538,20,4,24
"548",0.797249068522219,4,8,24
"549",0.882894913916255,12,20,24
"550",0.729157037814454,12,20,24
"551",0.508977186782701,4,8,24
"552",0.888094522206226,20,4,24
"553",0.77409535134868,12,20,24
"554",0.64972739679177,12,16,24
"555",0.892041116063261,4,8,24
"556",0.717840346098498,12,8,24
"557",0.198413876584547,4,8,24
"558",0.76275314923872,4,16,24
"559",0.621313071844678,4,20,24
"560",0.754799088767786,20,12,24
"561",0.219490789589105,20,16,24
"562",0.706227685465015,20,12,24
"563",0.00105758293236204,24,12,24
"564",0.00195085513942465,24,12,24
"565",0.520278077963839,4,8,24
"566",0.706227685465015,12,20,24
"567",0.74868535128426,24,8,24
"568",0.866219850006529,12,8,24
"569",0.323516544376137,4,4,24
"570",0.786454471041684,24,20,24
"571",0.877974241658552,4,8,24
"572",0.758813741833734,16,12,24
"573",0.0451398395669107,4,8,24
"574",0.810019847929283,12,12,24
"575",0.758813741833734,8,12,24
"576",0.710383533207761,24,20,24
"577",0.047904889866171,20,16,24
"578",0.691522045221264,12,20,24
"579",0.719561448134471,12,12,24
"580",0.121971271398077,12,16,24
"581",0.901363091562047,20,12,24
"582",0.783695017848067,16,16,24
"583",0.854940019470618,24,20,24
"584",0.278735351885218,4,8,24
"585",0.857391619363447,12,12,24
"586",0.855304748860668,12,8,24
"587",0.54583142059644,16,12,24
"588",0.711818429861054,20,12,24
"589",0.345698478256336,4,8,24
"590",0.809759624211971,16,16,24
"591",0.744628762190735,8,8,24
"592",0.371036931372284,4,8,24
"593",0.289406739043849,4,8,24
"594",0.756213994154699,8,8,24
"595",0.506690331008723,24,8,24
"596",0.731450102803052,16,12,24
"597",0.773410580362972,12,12,24
"598",0.357037490323619,24,12,24
"599",0.000552827441916518,24,16,24
"600",0.0524170122974724,4,8,24
"601",0.838781352128748,12,12,24
"602",0.413023201821076,4,8,24
"603",0.592006761815502,12,16,24
"604",0.461045314608175,4,8,24
"605",0.273874380816236,20,16,24
"606",0.827365291323039,24,12,24
"607",0.86257090000523,24,12,24
"608",0.802055416672712,24,20,24
"609",0.0088376043284726,4,8,24
"610",1,12,20,24
"611",0.615773221631211,12,20,24
"612",0.746893208471125,12,20,24
"613",0.725389840080937,12,20,24
"614",0.732762877918774,12,8,24
"615",0.852789406051324,20,4,24
"616",0.152798065292525,16,12,24
"617",0.062349167590384,16,8,24
"618",0.849871390853782,12,16,24
"619",0.393942945564079,4,8,24
"620",0.818025894992184,12,12,24
"621",0.800690599341061,12,20,24
"622",0.857495332861106,12,16,24
"623",0.204430710723342,4,8,24
"624",0.748836229881512,12,16,24
"625",0.708226159044818,12,16,24
"626",0.393739267451957,4,8,24
"627",0.768936779516432,12,4,24
"628",0.227137044934945,16,20,24
"629",0.733142101499855,20,8,24
"630",0.827365291323039,20,12,24
"631",0.687141751793435,12,16,24
"632",0.828888220725811,20,16,24
"633",0.0134500471811693,20,16,24
"634",0.665660723315282,16,20,24
"635",0.14876189184208,4,8,24
"636",0.498631754572081,16,8,24
"637",0.698888045155358,8,12,24
"638",0.882505671691451,24,12,24
"639",0.051423863846645,24,12,24
"640",0.840237771282999,8,20,24
"641",0.647669500072265,8,12,24
"642",0.706275819277965,12,20,24
"643",0.766788341377687,24,8,24
"644",0.731626881105473,12,20,24
"645",0.716265249548976,12,20,24
"646",0.632372005233833,4,4,24
"647",0.885626286809792,12,20,24
"648",0.855304748860668,20,8,24
"649",0.216716539577225,12,16,24
"650",0.752161287362906,12,16,24
"651",0.263512865619673,20,16,24
"652",0.737705976792675,12,16,24
"653",0.914197521919879,12,16,24
"654",0.00433752323228725,4,8,24
"655",0.180884588728315,4,8,24
"656",0.833350054267154,12,12,24
"657",0.876020362851788,12,12,24
"658",0.71739723354619,4,4,24
"659",0.227823331456758,24,12,24
"660",0.668624785213955,12,12,24
"661",0.712857258974024,24,8,24
"662",0.0582699530193421,24,12,24
"663",0.234447007318644,24,12,24
"664",0.729750399204763,24,16,24
"665",0.759887948257087,12,20,24
"666",0.773410580362972,16,12,24
"667",0.242722524326492,4,8,24
"668",0.696685816213812,12,16,24
"669",0.639345179886985,24,12,24
"670",0.684192468479124,16,12,24
"671",0.0365364441798053,4,8,24
"672",0.716265249548976,20,16,24
"673",0.792934572308793,24,12,24
"674",0.859396664917478,4,8,24
"675",0.803390714264893,4,12,24
"676",0.789209331588722,16,16,24
"677",0.809679080718278,24,16,24
"678",0.851237459364216,4,8,24
"679",0.805356201303428,12,8,24
"680",0.768895985775768,12,8,24
"681",0.639661194942516,12,12,24
"682",0.165912681901357,24,12,24
"683",0.884988271678151,16,12,24
"684",0.726717273442397,12,16,24
"685",0.778510994593313,16,20,24
"686",0.719561448134471,12,20,24
"687",0.819442625547982,20,16,24
"688",0.856714454691126,4,12,24
"689",0.276430568651198,4,8,24
"690",0.130711806215018,4,8,24
"691",0.00143918860928848,24,12,24
"692",0.151264130419089,24,8,24
"693",0.753205404205423,12,12,24
"694",7.64179612789263e-05,24,12,24
"695",0.409521874422863,20,16,24
"696",0.762529035438976,24,12,24
"697",0.819178779502745,24,12,24
"698",0.0611825162497404,24,12,24
"699",0.29279444592164,24,12,24
"700",0.72576835458441,12,12,24
"701",0.732647750736019,24,20,24
"702",0.809759624211971,16,8,24
"703",0.538237929662692,24,12,24
"704",0.786917954494242,20,16,24
"705",0.156859420726302,4,8,24
"706",0.785012558423378,4,4,24
"707",0.146935596872538,4,4,24
"708",0.678870345551388,20,12,24
"709",0.778510994593313,24,8,24
"710",0.756855394247041,4,8,24
"711",0.761059833675028,20,8,24
"712",0.741591428552209,12,20,24
"713",0.227260389829526,4,8,24
"714",0.481576146507201,12,8,24
"715",0.845581426702202,4,4,24
"716",0.829826454265517,12,20,24
"717",0.78571181948404,12,12,24
"718",0.290707374741935,4,8,24
"719",0.892045799826974,12,20,24
"720",0.758030563364249,24,20,24
"721",0.888391790336234,12,16,24
"722",0.114055932488185,24,16,24
"723",0.725991387224526,24,8,24
"724",0.0688712462231853,24,12,24
"725",0.816423446471092,20,12,24
"726",0.0207493436537542,24,12,24
"727",0.682686762616181,24,8,24
"728",0.797816530918645,24,8,24
"729",0.857470573164632,12,20,24
"730",0.112588865905917,4,8,24
"731",0.682580577258486,24,20,24
"732",0.804143525453464,16,8,24
"733",0.542725368680691,12,12,24
"734",0.708226159044818,4,16,24
"735",0.720336155228737,12,12,24
"736",0.776535076056291,8,12,24
"737",0.812805330500731,8,4,24
"738",0.732647750736019,12,20,24
"739",0.677028908990511,12,20,24
"740",0.872554608640037,12,12,24
"741",0.731499955680749,12,20,24
"742",0.129039448689341,12,16,24
"743",0.878849456168629,16,8,24
"744",0.720625367188985,4,8,24
"745",0.717245054067346,12,12,24
"746",0.465794864437937,12,16,24
"747",0.877694620445741,4,8,24
"748",0.677028908990511,12,20,24
"749",0.703115715035367,4,20,24
"750",0.770305616059381,20,12,24
"751",0.824784864187337,4,8,24
"752",0.123889730757606,24,16,24
"753",0.786917954494242,4,4,24
"754",0.749531849977902,24,12,24
"755",1,16,20,24
"756",0.843519030434723,16,4,24
"757",0.65982789134987,12,20,24
"758",0.03328813443421,4,8,24
"759",0.789209331588722,20,16,24
"760",1,12,20,24
"761",0.624432059878882,4,12,24
"762",0.604491533400781,8,20,24
"763",0.89741949291594,16,12,24
"764",0.509535235716045,4,8,24
"765",0.876899257320802,16,8,24
"766",0.678870345551388,8,12,24
"767",0.76935380313045,4,8,24
"768",0.642712571411914,12,16,24
"769",0.864214871091864,24,12,24
"770",0.774000912696359,12,20,24
"771",0.774000912696359,12,12,24
"772",0.0598552008867686,4,8,24
"773",0.692659397906666,12,20,24
"774",0.869470083162486,12,8,24
"775",0.838320745319888,12,16,24
"776",0.837828814562809,4,4,24
"777",0.799600157711718,16,16,24
"778",0.789419864032733,16,16,24
"779",0.786249050799777,16,4,24
"780",0.299386281769499,24,12,24
"781",0.0490486754072203,4,8,24
"782",0.83411892277855,12,12,24
"783",0.844319942507875,4,8,24
"784",0.664875073874394,12,20,24
"785",0.830247091281848,4,8,24
"786",0.720336155228737,12,12,24
"787",0.692659397906666,12,20,24
"788",0.287847537724132,20,12,24
"789",0.670533321849135,24,20,24
"790",0.845495628367816,12,12,24
"791",0.711902939289472,12,20,24
"792",0.741591428552209,12,4,24
"793",0.758030563364249,24,8,24
"794",0.805119356683581,24,12,24
"795",0.820301667541261,4,8,24
"796",0.174535535098948,4,8,24
"797",0.0055380134665201,24,12,24
"798",0.837599049018908,24,12,24
"799",0.817184029667098,16,20,24
"800",0.830247091281848,24,12,24
"801",0.00126235924954941,4,8,24
"802",0.695576066529989,20,4,24
"803",0.484752969280118,4,8,24
"804",0.520463792097732,16,8,24
"805",0.86440255652658,16,20,24
"806",0.770210734945228,12,8,24
"807",0.582927247842224,4,8,24
"808",0.917627437754266,4,8,24
"809",0.462348564049087,12,12,24
"810",0.882505671691451,4,12,24
"811",0.869183147048962,4,12,24
"812",0.869726256569693,4,8,24
"813",0.723476255696659,12,4,24
"814",0.888094522206226,4,12,24
"815",0.826073121725557,12,8,24
"816",0.484602175325485,8,20,24
"817",0.923065130636381,8,8,24
"818",0.819442625547982,8,8,24
