"","data...1.","fdr.out.pval","fdr"
"151","VNG0186G",0.152958790448109,0.525932803833039
"152","VNG0187H",0.280883982904101,0.682309270212391
"153","VNG0188H",0.499656447942645,0.857557078966349
"154","VNG0189C",0.86584184138209,0.992168773175351
"155","VNG0190C",0.620505841294763,0.910219692568449
"156","VNG0192G",0.703412015027487,0.943846350766277
"157","VNG0194H",0.685378220479476,0.939947273800424
"158","VNG0195H",0.853740091579375,0.986507568507704
"159","VNG0196H",0.2941040368733,0.694733945370001
"160","VNG0197C",0.00614426419519575,0.112566672278395
"161","VNG0198H",0.892747885213419,0.99645572197111
"162","VNG0199H",0.405200812278521,0.79192341161926
"163","VNG0200C",0.451729839355667,0.828485719114485
"164","VNG0203C",0.0480816710935836,0.314430546661037
"165","VNG0204H",0.692107101720181,0.942677962183367
"166","VNG0205H",0.17174802995149,0.556268922919806
"167","VNG0207H",0.0368922411784525,0.281978913465879
"168","VNG0208H",0.409311908873088,0.795066013147127
"169","VNG0209H",0.0592954305711475,0.346250689466555
"170","VNG0212H",0.120192381704875,0.469807355198207
"171","VNG0213H",0.0304720832615511,0.266405023865311
"172","VNG0214C",0.123004154073643,0.473852278935383
"173","VNG0215C",0.539948552303616,0.878773211849799
"174","VNG0216H",0.697960180250586,0.943730840518997
"175","VNG0217H",0.671704596170662,0.931844526479531
"176","VNG0218G",0.939678644278768,0.99999011199382
"177","VNG0219H",0.184637739894166,0.576992937169268
"178","VNG0220H",0.592531395518181,0.898713105241788
"179","VNG0222C",0.171224349351545,0.555322214113117
"180","VNG0223G",0.85106569909052,0.986001798217119
"181","VNG0226G",0.0314490939125301,0.266856378239617
"182","VNG0227H",0.77025636060374,0.964327212023462
"183","VNG0228G",0.187076393069152,0.578634565012993
"184","VNG0230C",0.103440886128502,0.440955820085976
"185","VNG0231C",0.0458056300948489,0.31054664471084
"186","VNG0233H",0.00859774912468486,0.13462321774332
"187","VNG0234C",0.0890459103485109,0.407843864191653
"188","VNG0237H",0.440968599091015,0.81907627535218
"189","VNG0238H",0.441277343345987,0.81907627535218
"190","VNG0239C",0.328992824247893,0.727055965188715
"191","VNG0240C",0.454408431389681,0.828708385513096
"192","VNG0243C",0.357447195658092,0.758508638001256
"193","VNG0244H",0.00478152625342647,0.0948401901506078
"194","VNG0245G",0.703059834358187,0.943846350766277
"195","VNG0247C",0.748764544795426,0.957073532767553
"196","VNG0248C",0.0382008441218176,0.28656483103609
"197","VNG0249G",0.390002452172486,0.78148078255716
"198","VNG0250C",0.416593238940411,0.799608938194145
"199","VNG0251C",0.816399964122419,0.974806683334952
"200","VNG0252C",0.219312827373177,0.620696681244841
"201","VNG0254G",0.797233724509195,0.972190745339491
"202","VNG0255C",0.0426132878439783,0.296440263262458
"203","VNG0256H",0.679585253036054,0.936503855297775
"204","VNG0258H",5.53764434572459e-06,0.00664517321486951
"205","VNG0259G",0.557372266709065,0.889996059294426
"206","VNG0261H",0.200452996951694,0.594668964998845
"207","VNG0262C",0.0751064636521127,0.378438263636375
"208","VNG0264H",0.527638886193318,0.874539590375665
"209","VNG0265G",0.947926223843965,0.99999011199382
"210","VNG0266H",0.145501646490556,0.512934490407573
"211","VNG0267H",0.030920215222037,0.266405023865311
"212","VNG0268C",0.3210182794845,0.71936869352269
"213","VNG0270C",0.189523429585571,0.580068196671897
"214","VNG0271C",0.213132315118536,0.613541138839363
"215","VNG0272H",0.273988631941668,0.674433555548722
"216","VNG0274C",0.474278044276411,0.83769778868347
"217","VNG0277G",0.617304080983388,0.909736078757561
"218","VNG0280H",0.497634808385077,0.856760071825097
"219","VNG0281G",0.0438382245933513,0.300604968640123
"220","VNG0282H",0.612983172028215,0.906444616677582
"221","VNG0283C",0.846978338210637,0.984515881578892
"222","VNG0284C",0.350942936264104,0.752590916571725
"223","VNG0285C",0.0283401104067764,0.256665150853824
"224","VNG0286C",0.00183684139644322,0.0602160673415322
"225","VNG0287H",0.0296372949747433,0.263442621997718
"226","VNG0289H",0.621938304820963,0.910219692568449
"227","VNG0291H",0.0118098407482773,0.160133433874947
"228","VNG0293H",0.623027122138282,0.910219692568449
"229","VNG0294G",0.742388990483584,0.956004514816267
"230","VNG0296H",0.730744639167583,0.953448562140981
"231","VNG0297H",0.693421874187277,0.942677962183367
"232","VNG0298H",0.550567591491312,0.887326186479748
"233","VNG0300C",0.563421672515005,0.894656662371608
"234","VNG0301C",0.864063184621888,0.992140172976539
"235","VNG0303G",0.218239102766014,0.620696681244841
"236","VNG0305G",0.761385868651539,0.960375748005102
"237","VNG0306C",0.65500736642119,0.920349946938915
"238","VNG0307G",0.783538703347995,0.96709917443107
"239","VNG0308G",0.704827653459437,0.943846350766277
"240","VNG0309C",0.902058215370151,0.99645572197111
"241","VNG0310C",0.309732979901315,0.709110041691984
"242","VNG0311H",0.914710653073094,0.996879933252226
"243","VNG0312H",0.97683118298917,0.99999011199382
"244","VNG0314G",0.570857567348973,0.896048503360061
"245","VNG0315G",0.377416417095249,0.777510215475191
"246","VNG0316C",0.634734352417252,0.910219692568449
"247","VNG0318G",0.812943413675166,0.973099348040099
"248","VNG0319H",0.000984166754327918,0.0455058873931925
"249","VNG0320H",0.573247766521679,0.896283152867772
"250","VNG0321G",0.446188111094872,0.82307213593088
"251","VNG0322H",0.955638947831513,0.99999011199382
"252","VNG0323H",0.946763095911189,0.99999011199382
"253","VNG0324G",0.940916198588584,0.99999011199382
"254","VNG0326G",0.736911756679568,0.953448562140981
"255","VNG0327G",0.721172644059884,0.950401435087565
"256","VNG0329G",0.0688050387921493,0.364530006845824
"257","VNG0330G",0.557823983873365,0.889996059294426
"258","VNG0331H",0.859482948752997,0.989854618193726
"259","VNG0332C",0.4979966470738,0.856768425073204
"260","VNG0335G",0.190143053643404,0.580068196671897
"261","VNG0339H",0.875966587185121,0.995467793455688
"262","VNG0340C",0.515782546475342,0.86543889780225
"263","VNG0342G",0.703551900799117,0.943846350766277
"264","VNG0343H",0.101700856431461,0.436640528507167
"265","VNG0345G",0.97190142219253,0.99999011199382
"266","VNG0346H",0.881360708512849,0.995467793455688
"267","VNG0347H",0.909986334117844,0.996879933252226
"268","VNG0349G",0.0224357453020713,0.225040623204146
"269","VNG0351C",0.786056516176728,0.968447453195147
"270","VNG0352H",0.0183940089411176,0.203918468361825
"271","VNG0354C",0.0519965617535512,0.323694668565839
"272","VNG0355G",0.21912713008515,0.620696681244841
"273","VNG0357H",0.898783735581427,0.99645572197111
"274","VNG0359C",0.12539795832114,0.479227866195438
"275","VNG0360C",0.951405095639764,0.99999011199382
"276","VNG0361C",0.000361033220251257,0.0362600412203814
"277","VNG0363G",0.708981874835974,0.944784286288916
"278","VNG0364G",0.692834304202453,0.942677962183367
"279","VNG0365G",0.388293372174766,0.78148078255716
"280","VNG0367H",0.890530127428373,0.99645572197111
"281","VNG0368C",0.00662228706835973,0.117010855827506
"282","VNG0370H",0.000578465824876338,0.0371778988296685
"283","VNG0371G",0.207789323758466,0.607423114519268
"284","VNG0373H",0.11399412172516,0.458320516657709
"285","VNG0374G",0.0268595698716121,0.249452867335541
"286","VNG0375G",0.042999719435978,0.29824670556466
"287","VNG0376G",0.987768230457067,0.99999011199382
"288","VNG0378C",0.478343891988999,0.838627084180434
"289","VNG0380G",0.342076841002656,0.742972324349661
"290","VNG0382G",0.902508563657556,0.99645572197111
"291","VNG0383H",0.296767718538279,0.697781642180073
"292","VNG0384G",0.979525884323734,0.99999011199382
"293","VNG0386G",0.300440863101896,0.700056380043252
"294","VNG0387G",0.421934182034321,0.803046817511792
"295","VNG0388C",0.328020964061103,0.726916263847319
"296","VNG0389C",0.318259405419001,0.715699737736261
"297","VNG0390G",0.347575802147225,0.749784918577976
"298","VNG0391C",0.971916244895704,0.99999011199382
"299","VNG0393C",0.200061647127548,0.594242516220439
"300","VNG0394C",0.858306980951165,0.98940285988607
"301","VNG0396C",0.134071464196688,0.496504158512313
"302","VNG0398G",0.249579532511959,0.656788243452523
"303","VNG0399H",0.686338551401491,0.940189796440399
"304","VNG0401G",0.0627127741852528,0.351895925765346
"305","VNG0402H",0.160205748691275,0.535851645513634
"306","VNG0403G",0.698428115987842,0.943730840518997
"307","VNG0404H",0.00421053615818061,0.089406163718181
"308","VNG0405C",0.949654862029701,0.99999011199382
"309","VNG0406C",0.822493139063866,0.974806683334952
"310","VNG0407H",0.905135027819738,0.996879933252226
"311","VNG0408H",0.102949346058811,0.440425009877264
"312","VNG0409C",0.796306849087428,0.972190745339491
"313","VNG0410G",0.963884268344408,0.99999011199382
"314","VNG0412G",0.156135084810467,0.532278698217501
"315","VNG0414G",0.825736509448478,0.977202969761513
"316","VNG0415G",0.474572797071535,0.83769778868347
"317","VNG0417H",0.706927444827483,0.943846350766277
"318","VNG0419C",0.333103665240837,0.734112760861349
"319","VNG0420H",0.0212111959138935,0.220376061443049
"320","VNG0421C",0.731533510223169,0.953448562140981
"321","VNG0422G",0.0487369474972095,0.314802151240853
"322","VNG0424C",0.335594682936262,0.736194501223749
"323","VNG0425G",0.503649350875324,0.86093906132534
"324","VNG0426G",0.973757419957772,0.99999011199382
"325","VNG0427G",0.268943798072925,0.670701911006756
"326","VNG0428G",0.472156977167745,0.83769778868347
"327","VNG0429H",0.107067168036017,0.445153473522642
"328","VNG0430H",0.356493423945818,0.758508638001256
"329","VNG0431G",0.968330253115435,0.99999011199382
"330","VNG0433C",0.551902354344906,0.887778586077597
"331","VNG0435H",0.774967958463895,0.965693677467287
"332","VNG0436G",0.643568841632582,0.912400643513897
"333","VNG0437C",0.00338069505181125,0.08113668124347
"334","VNG0438G",0.89762917096784,0.99645572197111
"335","VNG0439C",0.635289086464579,0.910219692568449
"336","VNG0440C",0.719279210697326,0.950401435087565
"337","VNG0441H",0.723124432650304,0.950562460028068
"338","VNG0442G",0.135919991339172,0.498008907879183
"339","VNG0444G",0.638538648430554,0.910572047672804
"340","VNG0446G",0.219086961153147,0.620696681244841
"341","VNG0447H",0.462699941028615,0.834947262006524
"342","VNG0448G",0.412016376842246,0.796291216196654
"343","VNG0450C",0.399393822325549,0.788153025581416
"344","VNG0451G",0.271398498035945,0.671849327046744
"345","VNG0452G",0.0184279212314949,0.203918468361825
"346","VNG0453G",0.554351233078895,0.888671737232695
"347","VNG0455G",0.000443649609479358,0.0369957223220291
"348","VNG0457G",0.450352118852859,0.826966400341899
"349","VNG0458G",0.0614727802383439,0.349521262971174
"350","VNG0459G",0.962702892817931,0.99999011199382
"351","VNG0461G",0.971565033693062,0.99999011199382
"352","VNG0462C",0.372931010767656,0.770916818124354
"353","VNG0463C",0.355303869350123,0.758508638001256
"354","VNG0465G",0.0727049618737019,0.372050977605298
"355","VNG0466C",0.95834641455536,0.99999011199382
"356","VNG0467G",0.472753248510902,0.83769778868347
"357","VNG0468C",0.243324919982377,0.646405768301758
"358","VNG0469H",0.52621061031075,0.873983020585328
"359","VNG0470G",0.730398101845559,0.953448562140981
"360","VNG0471C",0.474920509939885,0.83769778868347
"361","VNG0472H",0.993925970216524,0.99999011199382
"362","VNG0473G",0.0997644033391905,0.43292399935042
"363","VNG0474G",0.178984213401529,0.565800150301413
"364","VNG0475C",0.311377527118006,0.709110041691984
"365","VNG0478C",0.0472816012493732,0.311746821424439
"366","VNG0479G",0.0901780971966263,0.408353647682836
"367","VNG0481G",0.602509830415534,0.902587256425804
"368","VNG0482H",0.0341040423198144,0.274711783456605
"369","VNG0483C",0.881690399741749,0.995467793455688
"370","VNG0484G",0.585707015138041,0.897571613019043
"371","VNG0485H",0.950571518352543,0.99999011199382
"372","VNG0486G",0.438132515896772,0.817665659527413
"373","VNG0487H",0.792179730698402,0.971502991147759
"374","VNG0488H",0.0642018016987903,0.353404413020864
"375","VNG0489G",0.36243368544811,0.759945855317917
"376","VNG0491G",0.0215869846844769,0.221750199363364
"377","VNG0492H",0.878503266571045,0.995467793455688
"378","VNG0494G",0.681969355047776,0.93795212155568
"379","VNG0496H",0.605875174036513,0.904854024696721
"380","VNG0498C",0.116316084474803,0.460132896545451
"381","VNG0499G",0.699073413059762,0.943730840518997
"382","VNG0500G",0.0753722875075779,0.378438263636375
"383","VNG0501G",0.575819432100613,0.896798596392907
"384","VNG0502G",0.796893925481231,0.972190745339491
"385","VNG0503C",0.410966532638687,0.796291216196654
"386","VNG0504G",0.529188963137199,0.876503458612338
"387","VNG0505C",0.591423748072962,0.898713105241788
"388","VNG0506H",0.524565703476114,0.87245246928086
"389","VNG0507C",0.499362141715677,0.857557078966349
"390","VNG0508H",0.429517140766848,0.806713194183194
"391","VNG0509H",0.0387248378516914,0.28685065075327
"392","VNG0510G",0.0178657141237738,0.200902061289281
"393","VNG0511H",0.572686784814542,0.896283152867772
"394","VNG0512G",0.900654419692125,0.99645572197111
"395","VNG0514C",0.0596104644928756,0.346618448742938
"396","VNG0516H",0.596895287398088,0.898713105241788
"397","VNG0518H",0.0898778806297723,0.408353647682836
"398","VNG0520H",0.384826970235426,0.780714056267982
"399","VNG0521G",0.775128130461773,0.965693677467287
"400","VNG0523G",0.281609324261233,0.683379553313406
"401","VNG0524G",0.00215086441887397,0.0621936699433436
"402","VNG0525C",0.0286787271225294,0.257786311213748
"403","VNG0527C",0.00454898893101313,0.0919923982564514
"404","VNG0529H",0.798006570132832,0.972190745339491
"405","VNG0530G",0.657995706464144,0.921885403102128
"406","VNG0532H",0.291031193169468,0.690875236010606
"407","VNG0533H",0.265129508047463,0.670390548928174
"408","VNG0534C",0.958225663883705,0.99999011199382
"409","VNG0535C",0.193147870932613,0.581669840209272
"410","VNG0536G",0.30759375053524,0.708469291060053
"411","VNG0537C",0.990703347137854,0.99999011199382
"412","VNG0539C",0.669949820355486,0.93131003938012
"413","VNG0540G",0.989283309171457,0.99999011199382
"414","VNG0541G",0.830946293016086,0.980724400568018
"415","VNG0542C",0.146718396692194,0.513300513208842
"416","VNG0543H",0.116337985878845,0.460132896545451
"417","VNG0544H",0.239162785183955,0.646347990518552
"418","VNG0546C",0.64361928963339,0.912400643513897
"419","VNG0548C",0.420088220510569,0.802716344924654
"420","VNG0549G",0.560328527311462,0.891769539487738
"421","VNG0550G",0.10056246166386,0.43330324594841
"422","VNG0551G",0.306198269452571,0.705932609688926
"423","VNG0553C",0.00739561134374113,0.124122148426425
"424","VNG0555C",0.567171355496658,0.894828152219426
"425","VNG0556G",0.391888097986142,0.781821641867615
"426","VNG0557H",0.139441922968056,0.504006950486951
"427","VNG0559G",0.379954898199824,0.78035599837766
"428","VNG0560C",0.591100075734315,0.898713105241788
"429","VNG0562C",0.918755287409826,0.996879933252226
"430","VNG0563G",0.628321022759239,0.910219692568449
"431","VNG0564H",0.595822954847354,0.898713105241788
"432","VNG0565C",0.967797719782141,0.99999011199382
"433","VNG0566C",0.00168475660037687,0.0594619976603602
"434","VNG0568C",0.0737045441600543,0.375564556229576
"435","VNG0570H",0.340236896330643,0.7409877960014
"436","VNG0571C",0.586326900367726,0.897571613019043
"437","VNG0572G",0.867734272872942,0.992168773175351
"438","VNG0573C",0.568911019631955,0.894828152219426
"439","VNG0574C",0.0232204412455161,0.229254676907296
"440","VNG0575G",0.0495806992767097,0.316472548574743
"441","VNG0576C",0.946246299199734,0.99999011199382
"442","VNG0578H",0.881129673673548,0.995467793455688
"443","VNG0579H",0.759637279121504,0.960375748005102
"444","VNG0581H",0.423323182811073,0.803142797428122
"445","VNG0582C",0.510327100363559,0.862676647997095
"446","VNG0583G",0.286323900648676,0.687353386466406
"447","VNG0584H",0.78832830809221,0.969256116506816
"448","VNG0585H",0.259258916038286,0.662642596902968
"449","VNG0586C",0.0272319380174633,0.249452867335541
"450","VNG0587H",0.149023997378851,0.517790137590102
"451","VNG0590H",0.174468593781512,0.56054166676791
"452","VNG0591C",0.884842489438197,0.99645572197111
"453","VNG0592G",0.637267214889954,0.910219692568449
"454","VNG0593G",0.96059469617227,0.99999011199382
"455","VNG0594H",0.287956013821822,0.68971500316604
"456","VNG0595H",0.302305630269289,0.700608053395102
"457","VNG0596H",0.149082819571131,0.517790137590102
"458","VNG0597H",0.553041612644223,0.888420261275861
"459","VNG0598C",0.413662977913392,0.797825613677098
"460","VNG0599C",0.311833645348662,0.709110041691984
"461","VNG0600C",0.0394398301619134,0.288584123135952
"462","VNG0601H",0.258020914176174,0.662642596902968
"463","VNG0602C",0.603229149711246,0.902587256425804
"464","VNG0604H",0.267699756805832,0.670701911006756
"465","VNG0606G",0.284592927062742,0.68645530145787
"466","VNG0608C",0.12806665881503,0.485165098340823
"467","VNG0609C",0.0734529448534455,0.375078867336743
"468","VNG0610G",0.746198653326189,0.95666494016178
"469","VNG0611H",5.41790296946355e-06,0.00664517321486951
"470","VNG0612H",0.931969317616928,0.999705669669196
"471","VNG0613H",0.383555511667445,0.780714056267982
"472","VNG0614G",0.380231094318556,0.78035599837766
"473","VNG0615C",0.0833297764084186,0.395242497571582
"474","VNG0617H",0.573984831386646,0.896798596392907
"475","VNG0620G",0.000557836996665241,0.0371778988296685
"476","VNG0622H",0.817762568227337,0.974806683334952
"477","VNG0623G",0.140763832155374,0.506496547485603
"478","VNG0624H",0.617103059398389,0.909736078757561
"479","VNG0626G",0.40006654909025,0.788153025581416
"480","VNG0627G",0.0105242674620514,0.148577893581903
"481","VNG0628G",0.967201045382874,0.99999011199382
"482","VNG0629G",0.917487982635088,0.996879933252226
"483","VNG0630G",0.148081669761087,0.517315876894627
"484","VNG0631C",0.758412405452261,0.960015703104128
"485","VNG0632G",0.0373666660620979,0.284425235771007
"486","VNG0633G",0.108533928969596,0.447317456920545
"487","VNG0635G",0.885353836005417,0.99645572197111
"488","VNG0636G",0.593930006072163,0.898713105241788
"489","VNG0637G",0.402084707512768,0.788949524244688
"490","VNG0639G",0.0525035718444934,0.324916566876168
"491","VNG0640G",0.684145912859725,0.939330772805114
"492","VNG0641C",0.598051890905184,0.899326151737118
"493","VNG0642C",0.851605823967729,0.986001798217119
"494","VNG0643G",0.53692578178878,0.878617336662718
"495","VNG0646G",0.81455572424126,0.974233593713157
"496","VNG0647G",0.400316057576561,0.788153025581416
"497","VNG0648G",0.349809318782599,0.752590916571725
"498","VNG0650C",0.00807437113232102,0.129189938117136
"499","VNG0651G",0.855457900000889,0.987881710633603
"500","VNG0652H",0.895801875127661,0.99645572197111
"501","VNG0653G",0.0773336569675807,0.385063852120734
"502","VNG0654C",0.107670188084631,0.445531812763992
"503","VNG0656H",0.794735013076335,0.972190745339491
"504","VNG0657G",0.0503776397167473,0.317694084326938
"505","VNG0659H",0.993351909770869,0.99999011199382
"506","VNG0660H",0.302429143048886,0.700608053395102
"507","VNG0662G",0.637533043003151,0.910219692568449
"508","VNG0664G",0.649681359795945,0.916658003239428
"509","VNG0665G",0.968545710620951,0.99999011199382
"510","VNG0666G",0.636767062033517,0.910219692568449
"511","VNG0667G",0.846238418178574,0.984515881578892
"512","VNG0668C",0.42599957463549,0.804203746391233
"513","VNG0669H",0.45744585673879,0.831648863415851
"514","VNG0670H",0.896057203503993,0.99645572197111
"515","VNG0671H",0.0187947077359013,0.205919209796588
"516","VNG0673G",0.0838350070923188,0.395360665917115
"517","VNG0674C",0.000357837426348,0.0362600412203814
"518","VNG0675C",0.745045997042785,0.95666494016178
"519","VNG0676C",0.459812712312504,0.831648863415851
"520","VNG0677H",0.988343760735455,0.99999011199382
"521","VNG0678G",0.0800574005229502,0.386595093068572
"522","VNG0679G",0.114266249800982,0.458593644686214
"523","VNG0680G",0.0410186062722968,0.295413049201619
"524","VNG0681G",0.444388974468388,0.821674529063274
"525","VNG0682C",0.909415125903236,0.996879933252226
"526","VNG0683C",0.741091643276335,0.955733446460615
"527","VNG0684G",0.820921443100927,0.974806683334952
"528","VNG0686C",0.794938775189079,0.972190745339491
"529","VNG0688H",0.624626852760965,0.910219692568449
"530","VNG0689G",0.0303310976744152,0.266405023865311
"531","VNG0690C",0.259149794811958,0.662642596902968
"532","VNG0692C",0.240141452958564,0.646347990518552
"533","VNG0694G",0.579515650944965,0.897571613019043
"534","VNG0697H",0.0221021911540387,0.224768045634291
"535","VNG0698H",0.0115038474593441,0.156870647172874
"536","VNG0700G",0.0403566680254415,0.29261632405154
"537","VNG0702H",0.0348960750653543,0.274711783456605
"538","VNG0703H",0.446859580465807,0.82307213593088
"539","VNG0704C",0.0267412120643998,0.249452867335541
"540","VNG0705C",0.246445636995813,0.650759429829871
"541","VNG0707C",0.540846744692547,0.878773211849799
"542","VNG0708H",0.000487217966468951,0.0369957223220291
"543","VNG0709C",0.000442242033465675,0.0369957223220291
"544","VNG0711C",0.0307885274391561,0.266405023865311
"545","VNG0713C",0.0452045238273765,0.308212662459385
"546","VNG0715G",0.149974067260266,0.519390709126464
"547","VNG0716G",0.759756803958715,0.960375748005102
"548","VNG0717H",0.818475499659005,0.974806683334952
"549","VNG0718C",0.797770487067737,0.972190745339491
"550","VNG0719G",0.585321346031734,0.897571613019043
"551","VNG0720G",0.536972942987881,0.878617336662718
"552","VNG0723G",0.192951958293921,0.581669840209272
"553","VNG0724H",0.0986920167038946,0.430656072889722
"554","VNG0725H",0.00327288481449374,0.0801522811712752
"555","VNG0726C",0.517553739317144,0.86543889780225
"556","VNG0727C",0.0649291113624366,0.354892972067364
"557","VNG0729H",0.425221084812588,0.803567404370245
"558","VNG0730C",0.881337278935242,0.995467793455688
"559","VNG0731H",0.903139718411998,0.996567965144274
"560","VNG0732G",0.580190927997881,0.897571613019043
"561","VNG0733H",0.49036130154606,0.850671339715097
"562","VNG0734G",0.376139528235358,0.775545419041975
"563","VNG0735G",0.115857520980146,0.460132896545451
"564","VNG0736G",0.263909266724803,0.670245756761403
"565","VNG0737H",0.636097350585275,0.910219692568449
"566","VNG0738H",0.538048610481535,0.878617336662718
"567","VNG0740C",0.801360243495791,0.973099348040099
"568","VNG0741H",0.676156943420929,0.934241027179177
"569","VNG0742H",0.655439229435502,0.920349946938915
"570","VNG0743H",0.0844120047696828,0.396112713606134
"571","VNG0745G",0.971354679274568,0.99999011199382
"572","VNG0746C",0.999928492296381,0.99999011199382
"573","VNG0748G",0.999953019651778,0.99999011199382
"574","VNG0749G",0.949916117643412,0.99999011199382
"575","VNG0750C",0.0165248232005838,0.193898093255484
"576","VNG0751C",0.846054735553507,0.984515881578892
"577","VNG0752G",0.789692212543468,0.969939257985836
"578","VNG0753G",0.866599255252402,0.992168773175351
"579","VNG0754C",0.987368775666619,0.99999011199382
"580","VNG0755C",0.933891713082641,0.999705669669196
"581","VNG0757G",0.344244763717302,0.745656527907513
"582","VNG0758C",0.974700569607947,0.99999011199382
"583","VNG0759H",0.560022841097835,0.891769539487738
"584","VNG0761G",0.433721061851352,0.811958306117976
"585","VNG0762H",0.787749492935783,0.969040893411522
"586","VNG0763G",0.106192040555042,0.444783415937348
"587","VNG0764C",0.01706937284616,0.197905772129391
"588","VNG0765H",0.142217919141844,0.507166427846102
"589","VNG0766G",0.0269191692040124,0.249452867335541
"590","VNG0767H",0.131865708122931,0.492955918216566
"591","VNG0768H",0.91190005294963,0.996879933252226
"592","VNG0769H",0.475381160234813,0.83769778868347
"593","VNG0771G",0.00925534621985324,0.13462321774332
"594","VNG0772H",0.967825169801975,0.99999011199382
"595","VNG0775G",0.0724654179391405,0.371617527893028
"596","VNG0777G",0.143157712054578,0.509005198416278
"597","VNG0778C",0.721909090068596,0.950401435087565
"598","VNG0779C",0.724953847991692,0.951603000181619
"599","VNG0780H",0.997380910209428,0.99999011199382
"600","VNG0782H",0.159723991694858,0.535851645513634
"601","VNG0784G",0.342973320093319,0.743573593698252
"602","VNG0786G",0.0063068406268066,0.112958339584596
"603","VNG0787G",0.00805744141785308,0.129189938117136
"604","VNG0788H",0.0189617272354358,0.205919209796588
"605","VNG0789C",0.00234676862931838,0.0670505322662394
"606","VNG0790G",0.0334834345845215,0.274711783456605
"607","VNG0793G",0.907546888747298,0.996879933252226
"608","VNG0794G",0.0632834746435053,0.352324285279351
"609","VNG0795G",0.256813313633435,0.662642596902968
"610","VNG0796G",0.143883655398427,0.509322673976732
"611","VNG0798H",0.383538659107433,0.780714056267982
"612","VNG0799C",0.136643672831016,0.498396375067536
"613","VNG0800H",0.424323749204169,0.803420085307213
"614","VNG0801C",0.0826932228890523,0.394914294070879
"615","VNG0804C",0.311571272727266,0.709110041691984
"616","VNG0806G",0.0363137938387275,0.278728492428253
"617","VNG0808G",0.0796066806957033,0.385971785191289
"618","VNG0810H",0.117262511015304,0.460607615127398
"619","VNG0811H",0.635411600930929,0.910219692568449
"620","VNG0812G",0.0875178468208521,0.404706806107986
"621","VNG0813G",0.96075224061489,0.99999011199382
"622","VNG0814C",0.558101695515879,0.889996059294426
"623","VNG0815G",0.0165621287989059,0.193898093255484
"624","VNG0816G",0.505986440647166,0.861012001612634
"625","VNG0818C",0.168467645836799,0.551484028286437
"626","VNG0819C",0.17798936638972,0.565800150301413
"627","VNG0821C",0.381647627142558,0.780714056267982
"628","VNG0822C",0.239665304597292,0.646347990518552
"629","VNG0823G",0.0790979595359654,0.385971785191289
"630","VNG0824G",0.687255816854986,0.940372839482306
"631","VNG0825C",0.469253089263449,0.836872137687124
"632","VNG0826C",0.270979581143263,0.671849327046744
"633","VNG0828H",0.475206119361784,0.83769778868347
"634","VNG0829G",0.928728962860527,0.999705669669196
"635","VNG0830G",0.390895040550337,0.78148078255716
"636","VNG0831G",0.567698828700229,0.894828152219426
"637","VNG0832C",0.550209189322979,0.887326186479748
"638","VNG0834C",0.0211342050938067,0.220376061443049
"639","VNG0835G",0.0417343766560571,0.295615479133212
"640","VNG0836H",0.0577497118097766,0.34533555790283
"641","VNG0837H",0.771955788926351,0.964465060316623
"642","VNG0838G",0.265642255012789,0.670390548928174
"643","VNG0840H",0.0244978181464924,0.238035479965918
"644","VNG0841G",0.0865979543661278,0.40149348088526
"645","VNG0845C",0.585091896197258,0.897571613019043
"646","VNG0846C",0.00494708142405711,0.0973196345716154
"647","VNG0847H",0.742153897454133,0.956004514816267
"648","VNG0849C",0.0848341394973138,0.396112713606134
"649","VNG0851C",0.421230506810033,0.802981109089818
"650","VNG0852C",0.415640094772327,0.799307874562167
"651","VNG0853C",0.885600322280831,0.99645572197111
"652","VNG0854C",0.166730072369955,0.548153662586153
"653","VNG0857C",0.812915047934313,0.973099348040099
"654","VNG0858C",0.804120265594555,0.973099348040099
"655","VNG0860G",0.1934551458085,0.581819987393986
"656","VNG0861H",0.338984752136622,0.739603095570811
"657","VNG0862G",0.363116340142908,0.759945855317917
"658","VNG0863H",0.626549405988829,0.910219692568449
"659","VNG0864G",0.803972243548281,0.973099348040099
"660","VNG0865C",0.470261770429272,0.836872137687124
"661","VNG0867G",0.904757256183755,0.996879933252226
"662","VNG0868H",0.243462171706883,0.646405768301758
"663","VNG0869G",0.546390929293262,0.883045127097774
"664","VNG0870G",0.412080704381768,0.796291216196654
"665","VNG0872G",0.458716830725637,0.831648863415851
"666","VNG0873G",0.105039549443247,0.442442867417034
"667","VNG0874G",0.920877338173542,0.99734007744427
"668","VNG0875C",0.0845786277339672,0.396112713606134
"669","VNG0876G",0.0421252057764828,0.295615479133212
"670","VNG0878G",0.00686145080483291,0.120160237136316
"671","VNG0879C",0.973623596490583,0.99999011199382
"672","VNG0880G",0.802365669531197,0.973099348040099
"673","VNG0881G",0.777659607652435,0.965693677467287
"674","VNG0882G",0.255475560939988,0.662642596902968
"675","VNG0883H",0.385746716519357,0.781286745711048
"676","VNG0884G",0.0569951581352416,0.342828018858596
"677","VNG0885G",0.39731478016071,0.788153025581416
"678","VNG0887G",0.0192341381350392,0.20793662848691
"679","VNG0889G",0.39506978092897,0.786208519261631
"680","VNG0890G",0.31823226548269,0.715699737736261
"681","VNG0891G",0.490553805902373,0.850671339715097
"682","VNG0892H",0.356333198895223,0.758508638001256
