ID	P_VALUE	Q_VALUE	PERIOD	LAG	AMPLITUDE	AVG_REPS_PERIODICITY	REPS_SCATTER	TP_0_REP_1	TP_3_REP_1	TP_6_REP_1	TP_9_REP_1	TP_12_REP_1	TP_15_REP_1	TP_18_REP_1	TP_21_REP_1	TP_24_REP_1	TP_27_REP_1	TP_30_REP_1	TP_33_REP_1	TP_36_REP_1	TP_39_REP_1	TP_42_REP_1	TP_45_REP_1	TP_48_REP_1	TP_51_REP_1	TP_54_REP_1
VNG0001H	0.0064	0.414545454545455	20.7971968125186	19.8629720612213	0.337038103290438	0.948746766563878	0	0.769663	0.614680	0.288171	0.259592	0.276447	0.576740	0.543301	0.600268	0.552492	0.464218	0.662775	0.596982	0.926237	1.099669	1.083063	0.873928	0.543716	0.608949	0.912302
VNG0002G	0.9544	1	24.8751653617488	3.57476139776299	0.407597590783958	0.000220773016525239	0	0.755253	0.625811	0.382327	0.273515	0.521552	0.599126	0.600716	0.508805	0.390216	0.529212	0.866451	1.106562	1.019545	0.914553	1.493007	1.057096	0.727368	0.915875	0.821096
VNG0003C	0.1127	0.518326996197719	21.7550593969097	0.114060008022766	0.328309310035034	0.12006723583085	0	0.524084	0.358777	0.249278	0.213093	0.318329	0.354239	0.427565	0.515578	0.586520	0.563100	0.514178	0.636809	0.759236	0.824858	1.157677	0.937740	0.727368	0.623458	0.788496
VNG0005H	0.465	0.825564575645756	23.9111548021538	22.9281670481986	0.343022466715553	0.00612086110107912	0	1.539103	0.766968	0.905904	0.843518	0.910517	0.713826	0.728737	0.922593	0.744919	0.991257	0.836433	1.067563	0.895025	0.800886	0.860401	1.579697	1.208129	0.894561	1.055548
VNG0006G	0.0911	0.499039665970772	25.5664235605323	21.3485014755036	0.353844022003628	0.175824551858122	0	0.918143	1.370215	0.880013	0.445412	0.990937	1.118764	1.213587	1.399365	1.208154	1.244588	0.872583	0.751082	0.759236	0.941927	0.643345	1.072101	1.072172	0.807785	0.912302
VNG0008G	0.9394	1	23.689546516887	23.2606830342227	0.321235014733507	0.000289127346404102	0	0.856670	1.282951	0.766781	0.777674	0.701376	1.427514	0.918867	1.067060	1.009840	1.005024	1.439626	1.044826	1.210158	1.044353	1.529619	1.064572	0.944440	1.071547	1.153946
VNG0009G	0.8668	1	23.9325821324115	1.8969003819225	0.153532105870299	0.000626249007886348	0	0.935661	0.709582	0.594950	0.612955	0.635428	0.724782	0.451330	0.667258	0.653848	0.607480	0.536400	0.543810	0.469847	0.578999	0.624155	0.438054	0.640715	0.562980	0.556530
VNG0011C	0.7922	0.992960835509138	23.9447903346291	22.0765248119403	0.385218785536116	0.00106271709906616	0	1.491376	1.078615	0.692779	1.045631	1.241845	0.559436	0.763321	1.258876	0.808174	0.977678	0.963125	1.098650	1.084434	0.738495	1.405265	1.461861	1.434322	1.071547	1.153946
VNG0013C	0.0765	0.499039665970772	25.1306638164274	1.88282680237074	0.318365040219115	0.237619002192529	0	0.824892	1.378436	0.677876	0.612955	0.686691	0.806331	0.634105	0.813666	0.675515	0.741977	0.836433	1.197448	1.137746	0.907835	0.886854	0.408245	0.539674	0.585513	0.692625
VNG0014C	0.1105	0.518326996197719	22.0924743478857	6.48829132894777	1.25965728219175	0.124836856825421	0	1.306562	1.629792	3.917768	2.185601	1.843337	0.794142	2.183392	1.545281	3.392071	2.585291	2.715698	1.572829	0.939025	1.351828	0.717448	0.873928	1.351208	2.188812	0.855043
VNG0015H	3e-04	0.144	25.437372360736	25.3080013528872	0.302965161923173	0.999442132396988	0	0.862084	0.507588	0.522169	0.721144	0.696446	0.458937	0.424274	0.667258	0.940971	0.931601	0.757801	0.641395	0.492945	0.485095	0.566509	0.556662	1.010043	1.097078	1.117146
VNG0016H	0.0558	0.499039665970772	22.1410212084256	7.64465806275302	0.276709345480708	0.355760317646129	0	0.691493	1.353919	1.282923	1.524953	1.370729	0.883495	0.918867	1.194012	1.095589	1.261873	1.286022	1.082995	0.998790	1.265034	1.298865	1.027713	1.138122	1.224504	1.030200
VNG0017H	0.1245	0.519317406143345	22.3629153441899	12.9439417416985	0.877562304725362	0.100853638479975	0	0.745796	0.356637	0.653745	1.288670	1.215844	1.005617	1.223001	1.353855	1.453289	1.219102	1.842637	3.270085	0.759236	0.800886	0.785680	0.497302	1.181386	1.054857	0.733044
VNG0018H	0.3195	0.741586073500967	24.1236356600934	11.140809135523	0.855343718732097	0.0152463257068021	0	0.722670	0.809394	0.939342	1.794114	1.523699	0.938997	2.166584	1.117612	3.301159	1.448500	1.778799	2.065887	1.602939	1.283827	0.870886	1.461861	1.263447	1.443923	1.021886
VNG0019H	0.1176	0.519317406143345	22.9590139026165	5.98981693314225	0.502260206218702	0.111676638985366	0	0.840631	2.095321	1.665480	1.237352	1.012128	1.244641	1.047866	1.088439	1.228009	1.054733	1.124759	0.724612	0.648479	0.749466	0.651186	0.650020	0.857131	1.046610	1.099189
VNG0020H	0.2705	0.68990435706695	24.3590099399114	11.310187579496	0.808030562306702	0.0218327776213379	0	0.568813	0.565297	0.981100	2.398336	2.092868	1.494258	0.781223	0.685142	2.293859	1.253201	0.706203	1.232317	1.040731	1.842513	1.157677	0.803059	1.341163	1.399294	0.618349
VNG0021H	0.251	0.673072625698324	25.0080503348753	21.0403594275761	0.904280633798782	0.0252572954519245	0	1.548830	0.561925	0.582151	0.777674	1.670015	0.594580	0.985047	0.857868	2.256772	0.536562	0.371737	0.488316	0.288774	0.495944	0.196290	2.377354	1.301725	1.186657	1.005460
VNG0022H	0.5767	0.898094620868438	24.1411339583436	14.5132361783779	0.573093587455209	0.00356727727615843	0	0.918143	1.215703	0.812564	1.464226	1.950339	1.494258	1.483640	0.727154	1.664733	1.306145	1.224082	0.714286	0.830010	1.661808	0.408478	0.673333	1.104655	1.561823	0.861999
VNG0023H	0.549	0.87686170212766	24.57991115105	14.1995395545732	0.497744927256177	0.00404982843318315	0	0.709140	1.118033	0.529795	1.644493	1.198813	1.343135	1.321258	0.813666	0.740883	1.076782	0.506977	0.699074	0.569278	0.894546	0.322541	0.486898	1.217178	0.469993	0.608410
VNG0024H	0.5464	0.87686170212766	23.4227256816741	13.2100579465554	0.734250917325187	0.00411116107364013	0	1.181280	1.201245	0.766781	2.398336	1.556284	2.089096	1.140834	0.654151	1.845775	0.998117	0.757801	1.241192	2.065770	0.632562	1.116363	1.079684	0.883099	1.729600	0.775821
VNG0025H	0.5319	0.869308005427408	21.3800187008087	7.57660044414735	1.0883673163339	0.00435957347683333	0	0.794293	0.266024	0.577946	1.009837	0.596345	0.666537	0.751614	1.081265	1.806093	2.347348	1.250254	2.471824	0.738698	0.675962	0.655142	2.937072	1.991737	0.562980	0.570224
VNG0026C	0.3621	0.766349206349206	22.355828432554	18.1333073416717	0.779576924521543	0.01133650964725	0	0.923946	0.880101	0.692779	0.620113	0.716375	1.127317	1.640428	1.417995	1.234699	1.409087	1.717173	2.350729	2.065770	2.119585	2.559542	1.514292	1.138122	1.466769	1.379114
VNG0027H	0.3311	0.752377358490566	24.7616293518263	20.250310734989	0.925542314055047	0.0140757835222279	0	2.122300	0.776200	0.873656	1.414103	1.754538	0.975444	2.528698	1.706412	2.184386	1.744966	0.891240	2.894539	0.813113	0.921321	0.886854	1.251904	0.680126	1.784763	1.345995
VNG0028C	0.9304	1	22.4359431706066	15.2561489127847	1.36796828881719	0.000324341178513961	0	1.314819	1.629792	1.981977	1.663698	2.586050	2.237312	2.451730	4.221975	2.585116	3.029685	4.417729	4.817782	2.793116	3.823142	2.409122	2.815467	2.312296	3.477965	2.373357
VNG0029H	0.3806	0.786770025839793	21.9705507382597	9.42944511556412	0.737182603863859	0.0101696283641483	0	0.482872	0.197251	1.047245	2.185601	0.706340	0.917787	0.701117	0.667258	1.325065	1.806186	0.551746	1.171945	0.907381	0.749466	0.193926	1.937911	0.903090	0.695872	1.182339
VNG0030H	0.9865	1	24.9736227427447	11.9965719767748	0.549416414103484	9.11316737581961e-05	0	0.377681	0.680481	0.553347	1.140766	0.472512	0.599126	0.947713	0.654151	1.175774	1.270606	0.736724	1.138784	1.047891	1.940105	1.019413	0.438054	0.493452	1.132068	0.405746
VNG0031H	0.8241	1	26.2170225318073	18.6430097569343	0.406939013369587	0.000867199907333004	0	1.021935	0.472427	0.800868	1.188078	0.872788	1.292951	0.933178	0.802977	1.437582	1.177781	0.472458	0.745712	0.593183	0.495944	0.995013	0.627514	0.749405	0.782818	0.500892
VNG0032H	0.9512	1	24.7330290647113	10.4972535148071	0.442958923543636	0.000231848447138527	0	0.867533	0.611014	0.861081	1.430617	1.063353	0.603706	0.701117	0.756584	1.568151	0.811573	0.437194	1.122557	1.084434	1.075612	1.548260	0.808739	0.813510	0.901610	0.687035
VNG0033H	0.8869	1	24.1990505653052	16.725389436277	1.07703364607799	0.000515997158746489	0	1.116165	1.535153	0.697820	1.804560	0.923452	2.508072	1.123337	1.132491	2.448404	1.428658	0.339173	0.543810	1.728497	2.199183	0.478143	0.678096	0.766370	3.067503	0.608410
VNG0034H	0.377	0.783376623376623	23.3232348921634	6.66575632708427	0.898927284205836	0.0103765492481235	0	0.637116	1.689354	1.101758	2.725062	1.567299	0.724782	0.605376	1.025553	2.670781	1.106900	0.897547	1.964678	1.012579	0.450615	1.001058	0.743156	0.777892	1.114436	1.038581
VNG0035C	0.2361	0.653364055299539	27.2298296576748	21.9634794581166	0.334184937344678	0.0290665769760066	0	1.356895	1.028211	0.795084	1.273794	1.117171	1.144619	1.300994	1.217935	1.453289	1.253201	1.206939	0.543810	0.882836	0.984533	0.616640	1.118407	1.056290	1.022254	1.201655
VNG0037H	0.1126	0.518326996197719	27.2171582921401	7.84656433062732	0.427352250337417	0.120496389793506	0	0.299151	1.403398	0.824431	0.712819	0.540273	0.863537	0.586950	0.565587	0.498301	0.669058	0.936338	1.130642	1.161388	0.999159	1.363348	0.636421	0.489783	0.658670	0.715440
VNG0038H	0.9847	1	22.9875988301801	21.8007787472879	0.203595543839141	0.000102033039709784	0	0.520792	0.618369	0.382327	0.466586	0.382400	0.612972	0.469110	0.428435	0.514813	0.461027	0.592059	0.454503	0.796560	0.722339	0.930883	0.507928	0.508402	0.623458	0.739007
VNG0039H	0.2196	0.631942446043165	25.3751394764009	8.62369451283311	0.72399663626417	0.0337722762792023	0	0.799313	0.718123	0.603639	1.027578	0.872788	0.883495	0.643982	0.662860	0.418776	0.599158	1.173370	2.694108	1.341231	1.006553	1.654922	0.971373	0.795502	1.214931	0.827775
VNG0040C	0.744	0.978692810457516	24.5567768389205	3.6481020378344	0.393347520593997	0.00143833195570124	0	0.990246	1.870198	1.292257	0.755425	0.860563	1.244641	0.918867	1.267228	0.721026	1.018982	1.241468	1.098650	1.235306	1.157915	1.705805	1.006212	1.138122	1.177379	1.447815
VNG0041C	0.0884	0.499039665970772	26.2518822407392	9.1501995976242	0.644126864286229	0.185135734223425	0	1.054639	2.058052	1.665480	1.634974	1.545346	1.793937	1.495149	1.012080	0.573910	1.062032	1.439626	2.580574	1.863891	1.509917	2.226714	1.391494	1.413076	1.432634	1.570007
VNG0042G	1	1	25.6188820195798	0.874695588130154	1.60878629761501	3.28276523297834e-08	0	5.290977	3.442620	3.974983	2.972996	4.090185	2.546567	2.568083	3.283890	2.114323	2.131306	1.829689	1.539332	1.185523	1.029065	0.795255	1.472200	1.677640	1.561823	1.483439
VNG0043H	0.8395	1	26.1192717569174	4.1497823041093	0.554846670630876	0.000771627900301336	0	2.303433	1.997405	1.803726	1.160807	1.681836	1.135935	1.300994	1.353855	0.622643	1.185931	1.232744	1.286533	1.201890	1.075612	1.567128	0.951052	0.916668	1.114436	1.064135
VNG0045C	0.8613	1	25.0281899007708	0.771942091216329	0.356214402497877	0.000660957773408877	0	0.965604	0.399567	0.300982	1.114581	0.653610	0.281883	0.701117	0.658491	1.113594	1.185931	0.824719	0.689113	0.597264	0.999159	0.472386	0.682891	0.838157	0.679678	0.814470
VNG0046G	0.7074	0.970142775556825	26.1605284573084	3.98745894967134	0.447963790562069	0.00179295174596129	0	1.588356	1.639571	1.537829	0.853368	1.250635	1.198137	0.811999	0.824499	0.653848	0.773324	1.011861	0.879527	0.796560	0.533893	0.903116	0.797419	0.631224	0.770626	0.950021
VNG0047G	0.005	0.414545454545455	26.2749932627262	24.7331820552772	0.403315910398127	0.965410890384989	0	1.445130	0.713840	0.347942	0.214334	0.472512	0.518411	0.437593	0.543587	0.679195	0.857607	0.540196	0.319765	0.412463	0.518377	0.406011	0.601533	0.626532	0.679678	1.191958
VNG0049H	0.0839	0.499039665970772	24.7363749236498	3.90270882931154	2.01570908027896	0.20530088042903	0	7.025201	1.151980	1.085899	1.815066	1.323232	0.550979	0.530850	1.117612	1.282564	1.011979	0.842353	0.160565	0.231889	0.427948	0.120182	0.820218	0.795502	1.140989	0.827775
VNG0050C	0.0595	0.499039665970772	25.7056955039488	23.0831318647234	0.45565112619415	0.329648935282105	0	1.578381	1.009922	0.573772	0.952883	0.691551	0.990415	1.008150	0.641302	1.325065	0.991257	0.469138	0.699074	0.473079	0.283186	0.320594	0.849636	0.665070	0.718066	0.703940
VNG0051G	0.8875	1	24.3915143333294	4.35468863073335	0.550888952135598	0.000513594359875241	0	1.628891	1.059430	0.499944	1.815066	0.596345	0.599126	0.518685	0.417252	0.456811	0.615917	0.630853	0.291284	0.362088	0.488685	0.489868	0.466739	0.535662	0.643342	0.584254
VNG0053H	0.2509	0.673072625698324	22.8652632800022	16.2855003184671	1.4647801372595	0.0252889137916023	0	0.691493	0.722432	0.630474	0.533236	1.323232	2.359823	2.974228	2.343844	1.970131	2.190919	3.677665	3.856890	3.550579	2.975420	3.051000	1.579697	1.862373	1.856199	1.969833
VNG0054H	0.0493	0.493953488372093	23.4819307757593	13.7630545674166	0.758205119930462	0.414164123819965	0	0.745796	0.726766	0.734144	2.147866	2.214355	1.363751	1.929455	0.904471	1.175774	0.578850	0.496365	1.180385	0.764459	1.897662	0.824685	0.522451	0.870018	1.159041	1.324359
VNG0055H	0.598	0.907239418825016	23.4327165390063	13.699565821341	0.614372956041971	0.00319488489812366	0	1.258095	1.535153	1.255323	1.251802	1.215844	1.235198	2.358806	0.979165	1.144262	0.805995	0.311653	0.905139	1.033621	0.921321	0.785680	0.335137	1.301725	0.901610	0.733044
VNG0057H	0.6199	0.91893761581223	23.1885227255069	8.57894296398195	0.820759298067453	0.00285140277512067	0	1.250194	1.145110	1.101758	1.957348	2.293840	0.546799	1.281042	0.966301	3.092788	1.697487	1.577841	1.572829	1.084434	1.351828	0.696047	1.461861	0.825742	1.756965	1.471468
VNG0058H	0.0103	0.414545454545455	27.5108585038307	22.3679694410689	0.708191262332025	0.89006182734205	0	1.463454	0.762394	0.687775	0.150417	0.929988	1.416683	1.990027	1.555533	1.534437	1.551921	0.963125	0.411061	0.666508	0.583283	0.559688	0.944373	0.766370	0.975228	1.816523
VNG0060G	0.3887	0.789238578680203	25.5948560121555	3.42218906110792	0.241709182826074	0.00956389115566122	0	1.409168	0.804566	0.812564	1.021630	0.929988	0.741532	0.619574	0.835475	0.905854	0.925198	0.848314	0.517169	0.807558	0.855835	0.780936	0.743156	0.743834	0.827032	0.919724
VNG0061C	0.0088	0.414545454545455	26.5887031776281	24.2738549270433	0.701810921631592	0.910003074298014	0	2.596335	0.917739	0.905904	0.920263	0.956599	0.741532	0.904775	1.217935	1.361557	1.674234	0.910295	0.317478	0.622345	0.394609	0.721806	0.545016	0.590226	1.140989	0.834510
VNG0062G	0.8875	1	22.2993687367186	19.1529862538058	1.03804932645761	0.000513311984695193	0	1.539103	1.420290	1.526721	1.251802	1.896084	1.540480	1.785969	2.934733	1.664733	1.895521	3.355511	2.978827	4.157001	2.199183	2.160293	1.993318	2.211057	1.885567	1.532305
VNG0063G	0.0194	0.450285714285714	25.7823533110903	23.8443583216479	0.507653414484874	0.753978726856841	0	1.980205	0.542113	0.514653	0.509038	0.587992	0.462446	0.499026	0.766656	0.821455	0.778676	0.536400	0.402306	0.423931	0.345564	0.238269	0.697483	0.556024	0.643342	0.957749
VNG0064G	0.9314	1	24.2687181953113	14.5167895038092	0.562299681319187	0.000318527909590714	0	1.021935	0.956986	1.054864	1.489950	1.233117	1.494258	1.000390	0.645557	2.196287	0.518375	0.510565	1.214757	0.479610	1.237360	0.667154	0.957778	1.056290	1.283550	0.957749
VNG0065G	0.4552	0.818337078651685	24.2429155096736	4.62759801936879	0.316729961715263	0.00646975017422295	0	1.290202	1.463414	0.925821	1.181201	1.141062	0.741532	0.757445	0.766656	1.048987	0.741977	0.608997	1.067563	0.652940	0.701346	0.860401	0.867791	1.129661	0.937697	0.965541
VNG0066H	0.0094	0.414545454545455	27.3082003224883	9.47484252804049	0.681413172194003	0.904949960480922	0	0.629139	1.689354	1.255323	1.311310	1.133042	1.471670	1.213587	0.829969	0.668214	0.687772	1.389750	2.333920	1.851156	1.762778	2.108586	1.251904	0.973054	0.908714	0.855043
VNG0067H	0.9341	1	24.4334400160999	4.4202641575985	0.14692097144711	0.000308573646795539	0	0.621262	0.625811	0.522169	0.661004	0.626527	0.612972	0.634105	0.505451	0.682895	0.646380	0.696313	0.601281	0.791118	0.837112	0.800086	0.507928	0.660126	0.758623	0.890394
VNG0068H	0.4408	0.813689839572192	22.6075474663398	14.0997625832358	0.247089101427717	0.00700593774878314	0	1.041434	0.722432	0.899361	1.051719	0.860563	0.824966	0.818298	0.813666	0.761286	0.566997	1.109007	0.704108	1.084434	0.862168	0.655142	0.466739	0.695522	0.915875	0.997347
VNG0069H	0.3311	0.752377358490566	22.871634941571	17.7744063351844	0.373714518844472	0.01409740224055	0	0.779422	1.489915	1.142425	0.755425	1.033772	1.189046	1.483640	1.640036	0.988129	1.227539	1.198458	1.528325	1.456240	1.382063	1.529619	1.006212	0.896377	1.079991	1.030200
VNG0070H	0.7481	0.978692810457516	25.6041478242872	4.80642222968005	0.324425759448682	0.00140587565376293	0	0.779422	1.158892	1.054864	0.680471	0.842545	0.870139	1.055994	1.178325	0.713233	1.099292	1.093476	1.642027	1.226866	1.175117	1.338800	1.079684	0.916668	0.860134	0.904940
VNG0072H	0.9573	1	24.7550002018953	17.953381740936	0.305645182730395	0.000210911689655196	0	1.226787	0.644813	1.409706	1.230190	1.086093	1.263745	0.793391	1.234149	1.275614	1.342678	0.790553	1.130642	0.835720	0.970121	0.953710	0.791819	0.937419	1.168174	1.013640
VNG0073C	0.4945	0.848663330950679	24.4126757369654	8.10635561199065	0.806760138401035	0.00529267172999131	0	0.895295	1.709687	0.953060	2.709288	1.259487	0.824966	0.811999	1.162845	2.160777	1.253201	0.768565	2.095749	1.636248	1.674106	0.659122	0.702416	0.987684	1.466769	1.038581
VNG0075H	0.2298	0.646565064478312	27.4500874971867	22.0584168671194	0.62745226373387	0.0307591511851454	0	0.617360	0.934358	0.939342	0.746705	0.785166	1.395268	1.097595	1.740601	1.786572	1.520143	1.085792	0.709179	1.177423	1.228270	1.096262	1.333881	1.104655	1.930493	2.297670
VNG0076H	0.0848	0.499039665970772	23.6431034148999	9.65493859046139	0.760403164120556	0.202740751765988	0	0.579666	0.859291	0.800868	2.302829	2.245813	0.572365	0.639024	0.787205	1.738690	0.547778	1.589007	1.171945	1.252360	1.509917	0.730603	0.999146	0.987684	1.105723	0.643915
VNG0077H	0.0266	0.472888888888889	25.6621428224922	21.8522396343598	0.467741423064683	0.651573504432157	0	1.702333	0.492630	0.390732	0.477548	0.686691	0.581150	0.629224	0.680626	0.930801	0.650853	0.579665	0.361252	0.395841	0.529971	0.353216	0.791819	0.760673	0.908714	1.201655
VNG0079H	0.4238	0.812205533596838	23.4127266364096	10.8574071741549	1.00989593115577	0.00777504314465247	0	1.081554	0.644813	0.713162	2.211125	1.717802	1.363751	0.818298	0.353675	3.447816	1.541255	0.731547	0.842463	1.201890	1.192574	0.556309	0.727609	0.577161	1.432634	0.827775
VNG0080H	0.3876	0.789238578680203	24.0700446344498	15.9615622405291	0.216541829306093	0.0096700318246005	0	1.188746	0.928785	0.939342	1.349930	1.295527	1.093492	1.251685	1.309825	1.125761	0.991257	1.004751	1.130642	1.040731	0.881451	0.919675	0.924616	1.088292	1.140989	1.390333
VNG0081G	0.8152	1	24.3607866063324	23.6929960261056	0.770067333213121	0.000921246158828271	0	1.427036	1.015982	0.723577	1.673384	2.152755	0.441790	1.518437	1.032357	2.685332	1.509695	1.286022	1.495775	1.287179	1.014002	0.721806	0.764403	1.129661	2.088122	1.172798
VNG0084G	0.2158	0.627602905569007	26.3055503728925	25.3427232632686	0.389585349622337	0.0350320296291522	0	1.196258	0.607370	0.697820	1.057842	0.836623	0.697701	0.472749	0.756584	1.095589	1.099292	0.514178	0.484824	0.311394	0.522213	0.150370	0.493810	0.581483	0.718066	1.021886
VNG0085G	0.533	0.869308005427408	23.1787854291067	8.27858449637955	0.488101222211174	0.00433993549157372	0	1.282099	1.772169	0.966978	1.533832	1.400043	1.374176	1.031795	0.928713	0.946098	1.253201	0.969941	0.885861	0.675710	0.537844	0.386808	0.797419	0.626532	0.982913	0.950021
VNG0086G	0.7923	0.992960835509138	24.6746424679364	8.1772553431843	0.235721387832893	0.00106074746672607	0	0.657505	0.912265	0.854861	0.893936	0.583859	0.897055	0.582431	0.502120	0.930801	0.726784	0.407426	0.789774	0.550094	0.680964	0.663126	0.434978	0.531680	0.690432	0.570224
VNG0089G	0.0144	0.43746835443038	23.8494794616025	8.89365211920813	0.712380346405933	0.826846288551102	0	0.971706	1.275299	1.617879	2.955787	1.481312	1.207297	1.132052	0.863560	0.732876	0.944540	1.109007	1.506548	0.738698	0.868549	0.870886	0.861697	0.883099	0.967603	1.030200
VNG0090G	0.6535	0.945533453887884	23.7619927655026	17.3930668161857	0.214946314167973	0.00240335180215128	0	0.464960	0.844007	0.919134	0.509038	0.653610	0.764470	0.962474	1.039206	0.848676	0.857607	0.891240	0.931496	0.876804	0.843307	0.819706	0.541189	0.838157	0.706882	0.814470
VNG0091C	0.0318	0.493953488372093	24.3247298533294	4.86372595313977	0.2868931675353	0.594018907516556	0	0.895295	1.034380	0.806695	0.868361	0.567617	0.290603	0.366337	0.604251	0.668214	0.624471	0.396094	0.408122	0.550094	0.460693	0.447326	0.330446	0.475381	0.585513	0.380280
VNG0094C	0.1751	0.584	24.826795796518	4.13887085857332	0.278293234413072	0.0531245859795903	0	1.009140	1.525997	1.093800	0.848429	0.891453	0.806331	0.757445	0.869289	0.632876	0.811573	0.910295	0.580090	0.901182	0.701346	0.762244	0.668605	0.896377	0.807785	0.919724
VNG0095G	0.2547	0.674701986754967	27.9342473553167	7.84100432730313	0.65323784689657	0.024435757996873	0	0.840631	1.719946	1.210637	0.800578	1.361095	1.343135	0.918867	0.592382	0.531873	0.702150	1.351097	2.219581	1.752361	1.255741	1.984668	1.493098	1.244732	0.866912	0.942354
VNG0096C	0.2095	0.625671641791045	24.5758794067244	4.03542387920823	0.549769228428443	0.0373508853619678	0	0.971706	2.211226	1.483087	0.512001	0.731694	0.931873	0.763321	0.620446	0.753058	0.741977	0.860363	0.491833	0.708928	0.722339	0.559688	0.434978	0.680126	0.746807	0.834510
VNG0097G	0.0083	0.414545454545455	27.0147892743199	7.84203275785928	0.356700011893521	0.915560914214823	0	0.755253	1.386707	1.264457	0.986658	1.070880	1.060682	0.775210	0.671684	0.487588	0.800455	1.093476	1.382246	1.129972	0.907835	1.275478	0.861697	0.675070	0.814151	0.869012
VNG0098G	0.1749	0.584	23.5879951590199	2.81659499359289	0.276745916868126	0.0532427366332048	0	1.061304	0.838973	0.499944	0.777674	0.309473	0.651480	0.444409	0.473110	0.834955	0.511274	0.428042	0.333833	0.374715	0.492301	0.353216	0.466739	0.531680	0.421084	0.608410
VNG0099G	0.8269	1	24.7017771356443	4.02768335313877	0.772493529610847	0.000844069875861829	0	2.629256	2.982193	2.572985	1.569866	2.531905	3.249355	2.021022	1.629227	1.054702	1.530663	2.033835	2.021888	1.776554	1.246517	1.685267	2.184568	1.933168	1.756965	1.861219
VNG0101G	0.1287	0.52393220338983	24.8708857915348	0.873006170216135	1.27241916800931	0.0941497714348981	0	4.352291	1.275299	0.806695	0.347017	1.534484	0.563713	0.440988	0.829969	0.181379	0.784064	0.528888	0.221764	0.215045	0.132511	0.235401	0.886333	1.129661	0.801470	1.303071
VNG0102C	0.0956	0.499039665970772	24.9425485746802	6.05936606922565	1.59204746077735	0.16370029206083	0	1.274048	4.533146	5.086013	1.654068	1.936632	2.341919	1.394697	1.194012	0.694118	1.114560	1.646033	1.214757	1.137746	0.914553	1.388346	1.391494	1.557016	1.574130	1.816523
VNG0104G	0.0918	0.499039665970772	23.7266794203239	5.69514869612807	2.41770485956198	0.173252276799533	0	0.819712	6.077212	7.744241	1.794114	2.854443	2.220337	1.394697	2.343844	1.346841	1.709234	1.693124	1.277334	1.177423	1.255741	1.215151	1.225713	2.006654	1.992064	1.969833
VNG0105H	0.4405	0.813689839572192	23.1982313466027	9.95464297247765	0.45308634894694	0.00705886455833465	0	0.511042	1.091598	1.560287	1.311310	1.157273	1.564124	1.039799	1.275635	1.611337	1.530663	1.681227	1.485080	1.122252	1.183813	0.925262	0.737937	0.958640	0.846737	0.973396
VNG0106G	0.0461	0.493953488372093	22.2502545748625	20.2047314357183	0.228558637783825	0.44641051116305	0	0.996504	0.824051	0.635061	0.291551	0.617751	0.938997	0.701117	0.875056	0.653848	0.633144	0.711201	0.709179	0.864864	0.706537	0.886854	0.992129	0.825742	0.690432	0.883209
VNG0107G	0.1903	0.603108808290155	25.1043645615333	24.2947507262929	0.244859669589537	0.0452091536759201	0	1.130318	1.009922	0.522169	0.612955	0.691551	0.730323	0.870483	0.787205	0.773797	0.900025	0.903899	1.044826	0.546336	0.874976	0.655142	0.978243	0.755018	1.046610	0.654434
VNG0108G	0.4056	0.807164179104478	23.5180034761434	15.2992086049439	0.328179878816873	0.00859114937272614	0	0.912377	0.672388	1.032171	0.868361	1.693740	0.924803	0.818298	1.436872	1.048987	0.822844	1.078162	1.029938	0.958538	0.849548	0.925262	1.118407	1.163886	0.860134	1.241238
VNG0110C	0.2335	0.651627906976744	23.1943900417149	10.2059488372114	0.351889834662436	0.0297413868989428	0	1.144650	0.885382	0.663293	1.702783	1.173713	0.708410	0.701117	0.717601	0.744919	0.789490	0.784997	1.250130	0.853086	0.812784	0.942228	0.867791	1.002534	1.088501	0.957749
VNG0112H	0.8589	1	23.5840127232693	6.14888629995959	0.791628624408201	0.000673319055359782	0	1.967769	1.022078	1.330277	2.198326	1.766956	0.747201	1.055994	0.561859	1.361557	1.033135	0.521481	0.374449	0.364579	0.412458	0.322541	0.411133	0.581483	0.776698	0.638718
VNG0113H	0.1969	0.609111969111969	24.4386740157971	1.97050303389505	0.506773382284314	0.0420772625742689	0	1.151884	1.544364	1.032171	0.941883	0.963370	0.636764	1.158602	0.351344	1.551202	1.617486	0.726407	0.524645	0.824339	0.675962	0.639461	0.580705	0.716594	0.441389	0.821096
VNG0115G	0.1237	0.519317406143345	25.467334338592	11.4145743596932	0.253245763864208	0.102190277834207	0	0.856670	1.395028	1.117848	1.134163	0.943200	1.144619	1.097595	0.886705	0.632876	0.794954	0.872583	0.944961	1.099406	0.970121	1.237432	0.786259	0.783719	0.967603	0.912302
VNG0116H	0.0257	0.467272727272727	21.750085659465	9.91080908546397	0.590816590402567	0.662308708323034	0	1.137461	0.945604	1.515694	1.934754	1.909505	1.449424	1.194975	1.456001	2.220284	1.769201	2.292871	2.126044	1.559578	1.466036	0.601881	1.362383	1.677640	1.976490	1.621725
