ID	P_VALUE	Q_VALUE	PERIOD	LAG	AMPLITUDE	AVG_REPS_PERIODICITY	REPS_SCATTER	TP_0_REP_1	TP_3_REP_1	TP_6_REP_1	TP_9_REP_1	TP_12_REP_1	TP_15_REP_1	TP_18_REP_1	TP_21_REP_1	TP_24_REP_1	TP_27_REP_1	TP_30_REP_1	TP_33_REP_1	TP_36_REP_1	TP_39_REP_1	TP_42_REP_1	TP_45_REP_1	TP_48_REP_1	TP_51_REP_1	TP_54_REP_1
VNG1940H	0.0372	0.493953488372093	27.4218530897866	5.63485941475057	0.364255043310107	0.53899011810409	0	0.799313	1.329837	0.783639	0.500249	0.492938	0.506701	0.299656	0.309862	0.351942	0.362157	0.592059	0.848530	0.657432	0.614178	0.850041	0.537388	0.334761	0.354304	0.415729
VNG1941C	0.9981	1	25.3825165777179	0.694548833322951	0.528273694681431	1.81221726163326e-05	0	1.779086	1.314021	1.273656	0.947367	1.578393	1.093492	0.947713	0.776862	0.724955	0.757489	0.790553	0.420006	0.331213	0.348122	0.501880	0.640922	0.711267	0.782818	0.883209
VNG1942H	0.8736	1	26.1651454526629	6.5363972857174	0.606165213450383	0.00058509423611727	0	0.423033	1.158892	0.772359	0.645831	0.677072	0.990415	0.877235	1.074139	0.795107	0.762731	1.399585	1.881883	1.704958	1.649600	1.879381	1.333881	1.181386	1.159041	1.021886
VNG1943H	0.7061	0.970142775556825	23.9205165700717	16.0583199250187	0.599925026758597	0.0018051675632773	0	0.470856	0.849072	0.630474	0.676532	0.644455	1.060682	0.870483	1.067060	0.713233	0.768009	1.215480	1.463919	1.776554	1.255741	2.295176	1.142305	0.944440	1.054857	0.841299
VNG1944C	0.5329	0.869308005427408	27.1901149212627	6.52123120552212	0.270997731736636	0.00434222070751321	0	0.442107	0.399567	0.240405	0.347017	0.261280	0.209447	0.175815	0.185000	0.236708	0.197390	0.302985	0.674436	0.597264	0.467537	0.819706	0.271270	0.149538	0.131787	0.174700
VNG1945G	0.8585	1	25.031905740738	5.41372420618711	0.238874419037586	0.000675483445726137	0	0.530729	0.346127	0.210996	0.347017	0.298750	0.284038	0.273118	0.266145	0.235425	0.228151	0.346425	0.614366	0.718716	0.434305	0.753066	0.275120	0.174906	0.291177	0.219190
VNG1946G	0.119	0.519317406143345	22.9924380697429	9.54081206030426	0.518667386308807	0.109516088379084	0	1.088389	0.917739	1.024715	2.276246	1.429983	0.890249	0.775210	0.916512	1.131895	1.202402	0.600469	0.993640	0.648479	0.795003	0.675285	0.727609	0.883099	0.952533	0.757191
VNG1948H	0.0459	0.493953488372093	27.2925622816465	22.3485461074479	0.696377491581786	0.450173200933396	0	1.348374	1.362042	0.766781	0.828954	2.006148	1.494258	1.114690	2.122522	1.906940	1.921847	1.741563	0.745712	1.313927	0.760599	0.713116	1.897369	1.767595	1.900425	1.891626
VNG1949G	0.5815	0.898618925831202	25.9535503654143	8.98657686166704	0.424161913256893	0.00347586338459465	0	0.565241	1.194080	1.070269	0.969623	0.555733	1.263745	0.850534	0.756584	0.709369	1.161647	1.206939	1.082995	1.153453	1.302899	1.812311	0.855645	0.944440	0.915875	0.751080
VNG1951G	0.8617	1	24.5665761176977	15.6969991823793	0.368755249189478	0.000658368298785831	0	0.996504	0.676423	0.886415	1.266421	0.943200	0.703035	1.185776	0.819065	1.517853	0.726784	0.428042	0.879527	0.733651	0.733070	0.559688	0.431923	0.883099	0.729427	0.675992
VNG1952H	0.8789	1	24.237672032849	20.4181165608902	0.602541650691864	0.000560345773460821	0	1.196258	0.790256	1.039680	1.334347	1.332598	0.681941	1.383961	1.194012	2.013418	0.887696	0.763164	1.382246	0.835720	2.265009	0.870886	1.401335	0.973054	0.860134	0.769561
VNG1953C	0.1747	0.584	22.5497827959614	13.4875471343648	0.788748091688165	0.0535044650871672	0	1.034893	0.739927	0.677876	1.296173	1.804743	1.028857	1.232489	0.766656	1.493312	1.106900	0.716234	2.936381	0.913624	1.444576	0.748519	0.414040	0.665070	0.945086	0.721260
VNG1954H	0.8503	1	23.7811474332096	13.4892193130498	0.517001574867605	0.000719543470998126	0	1.894775	0.684564	1.176037	2.086418	1.830382	1.460505	1.290979	1.267228	1.406676	1.011979	1.313518	1.412326	0.907381	2.104014	1.089642	1.234382	1.341163	1.549612	1.436132
VNG1956H	0.9727	1	23.8630639831631	11.8697519521232	0.554796270435455	0.000145575737788041	0	1.306562	1.719946	0.755744	1.763139	0.848509	1.780326	1.140834	0.536445	1.275614	1.026034	1.048175	1.432741	1.062358	0.881451	1.057139	0.425878	0.801460	0.554211	1.108131
VNG1957G	0.2589	0.679344262295082	22.6231472907325	6.52200379512638	0.599523941215937	0.0238184556597087	0	1.894775	1.072182	1.219446	2.236947	1.729961	0.890249	0.977465	1.147567	1.738690	1.769201	1.198458	1.015262	0.951989	1.021506	0.667154	1.472200	1.331193	1.976490	1.251336
VNG1959G	0.8056	1	23.0601558313026	8.16701752181355	0.408873917808725	0.00097809736791514	0	1.391523	1.353919	0.925821	1.804560	1.589565	1.044649	1.132052	0.736835	1.095589	1.489014	0.897547	1.037356	1.069666	1.006553	0.667154	1.269674	1.112928	1.525476	1.064135
VNG1960H	0.9065	1	24.5433723488662	9.56813834856974	0.31808137157117	0.000425727390548171	0	0.760026	1.179879	0.988238	0.506091	0.731694	1.263745	0.824646	0.841018	0.632876	0.869518	1.268012	0.892241	0.991965	1.402594	1.038105	0.978243	0.987684	0.930366	0.834510
VNG1962C	0.6732	0.955744680851064	23.1029696628535	2.79269120345694	0.244218656593184	0.00216768347230628	0	1.159164	0.945604	0.939342	0.914937	0.813350	1.118764	0.669351	0.746644	1.066226	0.991257	1.033496	0.464393	0.764459	0.955920	1.063562	0.892602	0.863550	1.132068	0.807897
VNG1963H	0.6182	0.91893761581223	23.0807687296782	8.40867750392007	0.725425085908338	0.00288563068324382	0	1.109155	0.684564	1.349704	2.586340	1.390203	0.713826	1.223001	1.125027	1.485220	1.270606	0.416137	1.250130	0.824339	1.210290	0.410959	0.668605	0.813510	1.870825	1.544771
VNG1964H	0.2646	0.682105263157895	24.1633964508229	14.8654994937691	0.465212050850428	0.0228112557000224	0	0.809448	0.637144	0.649023	1.879402	0.752631	1.076962	1.427408	1.067060	1.107560	0.863542	0.658118	1.044826	1.243804	1.532348	0.667154	0.614386	1.040643	0.937697	0.807897
VNG1965H	0.0072	0.414545454545455	25.3339227603054	11.9640519694873	0.433464416407063	0.935086366212817	0	1.166489	1.046830	1.451181	2.014995	1.964144	1.726909	1.472219	1.025553	1.131895	1.153663	1.379984	1.993078	1.591987	1.382063	1.654922	1.806038	1.477777	1.466769	1.201655
VNG1967G	0.052	0.493953488372093	22.7273229775446	12.3872088165105	0.509910691029715	0.37829115670682	0	1.306562	0.956986	1.032171	1.634974	2.549826	1.600272	1.373308	1.125027	1.169403	1.458524	1.449814	1.726614	1.538340	1.036681	1.355116	1.472200	1.048437	1.478327	1.005460
VNG1969G	0.1462	0.548	22.9492040623463	9.57926901119015	1.20993950038356	0.074051837866606	0	1.930927	0.874852	1.571639	2.693606	2.426993	1.405935	1.008150	1.683994	2.557176	2.116658	1.470406	0.986535	1.341231	1.075612	0.804946	2.123845	2.892415	3.532993	3.705952
VNG1971G	0.1716	0.581603375527426	24.2734492830958	15.8426217573725	1.36575828257096	0.0550116382391236	0	1.365471	0.625811	0.734144	1.763139	4.090185	1.662385	1.653154	1.811048	1.637817	1.489014	0.878758	1.155246	1.350458	1.637482	0.298120	1.831675	1.741412	4.366960	1.621725
VNG1972G	0.1413	0.541146496815287	21.0181555186148	11.5310072502809	0.619160478629535	0.0789121361300244	0	1.482010	1.078615	1.451181	2.086418	2.814459	1.675094	1.772221	1.390142	1.493312	2.073315	1.313518	1.895436	1.740388	1.674106	1.371630	2.411100	2.006654	2.294357	2.552893
VNG1973H	0.0995	0.499039665970772	23.1519619002627	15.6970338126099	2.14703298068461	0.149088275395929	0	0.377681	0.424199	0.586387	1.021630	1.342030	2.341919	2.451730	2.223077	1.517853	1.697487	2.513003	5.065966	5.896974	3.156206	4.893379	2.007416	1.933168	1.525476	1.621725
VNG1974H	0.8674	1	25.8280064912127	18.5623490885345	0.813990594592538	0.000623611593106417	0	1.028394	0.753326	1.320668	2.249970	1.390203	1.395268	1.394697	1.909431	2.244543	2.567523	1.070586	0.614366	1.137746	0.887974	1.200520	1.482612	1.263447	1.798827	2.511857
VNG1976H	0.7344	0.977880794701987	24.9068870486329	16.711102761345	1.05829236693804	0.00152506014478295	0	0.830106	0.890694	1.843383	1.732698	1.133042	1.198137	2.528698	1.973617	3.843598	2.567523	1.304288	2.187953	1.378521	1.711549	1.116363	0.623107	1.112928	2.206059	1.345995
VNG1977H	0.7963	0.994838709677419	23.3348006395534	18.6835070955587	0.527795094785517	0.00103594230202975	0	0.524084	0.968504	0.988238	0.455876	0.547949	1.180025	0.940417	1.081265	1.282564	1.351970	1.439626	0.679293	1.114584	1.940105	1.267776	0.500819	0.819603	0.915875	0.733044
VNG1978H	0.6962	0.968055555555555	24.3124965725331	18.9213831333726	0.419179919046183	0.00190570456724789	0	0.700261	0.804566	0.959994	0.512001	0.662896	1.052635	0.857132	1.060027	1.542797	0.991257	1.351097	0.588476	0.951989	1.476886	1.298865	0.618731	0.743834	1.046610	0.855043
VNG1980C	0.1674	0.581603375527426	25.9956488822682	8.99524564128131	0.566071640555333	0.0580903133261987	0	0.947525	1.085087	1.002671	1.752933	1.332598	0.724782	0.793391	0.776862	1.182180	1.297168	0.923225	1.259133	0.926237	2.420410	0.855205	0.944373	1.080202	1.177379	0.855043
VNG1982C	0.0787	0.499039665970772	24.4609911591006	1.23126299728426	0.255576249993021	0.225474839087465	0	1.203819	0.864447	0.672979	1.140766	0.672313	0.568022	0.763321	0.916512	1.119661	0.851713	0.635318	0.818625	0.652940	0.549873	0.667154	0.743156	0.807463	0.853409	0.919724
VNG1983H	0.7249	0.976296296296296	23.298383862039	9.25703760020631	0.850481393527424	0.00162043120670596	0	1.418073	0.656490	1.677597	1.991735	3.041514	1.021051	1.554050	0.802977	2.244543	1.895521	1.165125	0.789774	1.968974	1.021506	0.696047	1.225713	1.807609	1.366730	1.271779
VNG1984G	0.1664	0.580813953488372	22.5685776808805	6.53422718505785	0.434654147028071	0.058613448001306	0	1.691642	1.403398	1.702097	1.560779	1.693740	1.036723	0.962474	1.226015	1.026435	1.418839	0.997690	1.037356	0.704085	0.830962	0.914122	1.042301	1.311474	0.930366	1.005460
VNG1985C	0.0334	0.493953488372093	24.8612980245456	14.9319269950108	0.378994024862174	0.58424373314896	0	1.074761	0.849072	1.078056	1.273794	1.390203	1.892170	1.204245	1.147567	1.339543	1.468617	1.470406	0.918223	1.496727	1.842513	1.615311	1.514292	1.272909	1.114436	1.144634
VNG1986C	0.4368	0.813689839572192	21.5385687720859	6.29599781974955	0.643818433671189	0.0072133352748758	0	1.250194	1.689354	1.101758	2.147866	2.092868	1.216526	0.793391	1.475384	2.125842	1.509695	1.419464	1.008003	0.759236	1.140966	1.063562	0.931155	1.962234	1.196008	0.973396
VNG1987G	0.8214	1	24.1975238248138	3.13433694778457	0.436000685981449	0.000884439441053095	0	1.598394	1.709687	1.369415	0.941883	1.964144	1.935900	1.204245	1.258876	0.853300	1.145734	1.480812	1.188886	1.210158	1.246517	0.983033	1.844629	1.423659	1.421434	1.282125
VNG1988G	0.8578	1	22.0496342890566	16.7327124181711	0.469732967974574	0.00067781602303901	0	2.043574	1.454686	0.953060	1.281211	1.361095	1.588131	1.185776	1.012080	0.643276	0.711902	1.276985	1.138784	1.304950	0.783365	1.371630	1.269674	0.965820	1.478327	1.292556
VNG1989H	0.7873	0.991731374606506	25.4225771132101	11.9344496789781	0.228758546764282	0.00109816447557743	0	1.298356	0.838973	1.255323	1.273794	1.351529	1.127317	1.149684	0.972712	0.998925	0.875536	1.140735	1.098650	1.055100	1.412974	1.371630	1.251904	1.226294	1.356045	1.261516
VNG1991H	0.392	0.791919191919192	25.3090951217071	22.7426385735249	0.429476317705664	0.00929421552263742	0	1.472703	1.298393	1.264457	1.569866	1.207299	1.216526	1.194975	1.399365	1.845775	1.084234	0.716234	1.122557	0.689751	1.116005	0.721806	1.110553	1.282443	1.123217	1.675145
VNG1992G	0.214	0.627219512195122	23.5715036926422	4.48602750565741	0.543729644302084	0.0355151541724004	0	1.482010	0.762394	1.461739	1.223069	1.729961	0.953410	1.204245	1.353855	1.719898	1.908638	1.198458	0.931496	0.853086	0.447304	0.612917	1.590869	1.321297	1.366730	1.013640
VNG1993H	0.1233	0.519317406143345	24.4325739218496	4.98565862753863	0.571527100328736	0.102804273587406	0	1.374100	1.481028	2.481394	1.064001	1.304697	1.021051	1.204245	0.846598	1.376433	1.270606	0.658118	1.305130	1.114584	0.656317	0.583927	0.849636	1.088292	0.952533	1.201655
VNG1994C	0.1184	0.519317406143345	24.5064015820493	0.553272347549764	0.435608847018668	0.110591442723248	0	1.500802	1.870198	1.193212	0.565108	0.943200	1.162187	1.055994	1.039206	0.988129	0.851713	1.409490	0.806960	0.785713	1.140966	0.594634	0.905272	0.995081	1.314132	1.324359
VNG1995C	0.585	0.898618925831202	23.2728405081352	20.3471098456835	0.85507762746702	0.00340911068695067	0	1.436054	3.262170	1.571639	1.051719	1.190387	2.854753	2.084468	1.545281	0.940971	1.145734	1.741563	1.223505	1.728497	1.014002	1.685267	1.118407	1.129661	1.293664	1.356945
VNG1997G	0.3231	0.742758620689655	24.6594563045725	22.9899390053332	0.795241631548911	0.0148722409853657	0	2.817926	1.111365	1.292257	0.843518	1.766956	1.068791	0.870483	1.242337	1.060449	0.951076	0.763164	0.457776	0.589131	0.553943	0.542994	1.844629	1.455887	1.079991	1.471468
VNG1998H	0.1384	0.54009756097561	23.4241721737768	5.77337808874754	0.358358328125867	0.0816886054226171	0	1.088389	1.321905	1.078056	1.188078	0.842545	0.666537	0.690364	0.624562	0.586520	0.590951	0.672189	0.432236	0.466637	0.467537	0.466698	0.631952	0.640715	0.827032	0.751080
VNG1999H	0.0387	0.493953488372093	24.0079819966803	1.76915764101702	0.323568702154225	0.522187247125973	0	1.306562	1.275299	1.002671	0.539463	0.747342	0.627139	0.469110	0.685142	0.639790	0.669058	0.706203	0.444823	0.569278	0.675962	0.683514	0.905272	0.857131	0.776698	0.912302
VNG2000G	0.1913	0.603108808290155	24.040490931116	6.76344771039572	0.464635064843191	0.044736330999318	0	0.996504	1.772169	1.430293	2.050396	0.949876	1.189046	1.047866	1.012080	0.876799	0.863542	1.241468	0.812771	0.971772	0.749466	1.123145	0.791819	0.937419	1.088501	1.064135
VNG2001G	0.5299	0.868095563139932	25.1182934233705	17.0675094483013	1.14327828646545	0.00439887027166378	0	0.819712	0.968504	1.002671	1.980206	0.752631	1.374176	1.615270	2.692996	3.970966	2.769878	1.190036	1.223505	2.094290	1.265034	0.983033	0.957778	1.017607	1.410321	1.090319
VNG2002H	0.9237	1	23.976509045173	9.9498896093575	1.01007630003883	0.000351197618214655	0	0.722670	0.296269	2.591705	1.912420	1.182021	1.863567	1.929455	2.223077	2.641915	2.463448	1.922274	2.350729	2.009890	2.931866	1.222533	1.636354	1.640503	1.334924	0.698259
VNG2003G	0.3511	0.761579892280072	25.3465462003722	23.2081872669723	0.282347686527643	0.0121817389187283	0	1.203819	0.804566	1.032171	0.848429	1.019292	0.741532	0.925995	1.362837	1.054702	1.306145	1.019022	1.188886	0.835720	0.849548	0.675285	1.087320	1.301725	0.801470	0.989298
VNG2005G	0.0344	0.493953488372093	25.5479636994847	23.0784910876726	0.276651442717638	0.574038839694524	0	1.339905	1.472195	0.995428	0.725342	1.157273	1.189046	1.123337	1.147567	1.125761	1.169686	1.048175	0.958621	0.764459	0.686003	0.930883	1.166713	1.104655	1.006332	1.182339
VNG2006C	0.4531	0.817331334332834	25.1395027361685	6.5526408780239	0.948380326082933	0.00653163549958606	0	0.572408	1.091598	0.905904	0.868361	0.571635	1.028857	0.870483	0.922593	0.740883	0.845859	1.190036	1.642027	1.716687	1.749829	3.571339	1.305976	1.235478	1.006332	0.934750
VNG2008H	0.3217	0.7421113243762	25.8035335510413	11.1447565817257	1.19279955979527	0.0150893923215105	0	0.722670	1.699490	1.461739	1.296173	0.878966	2.203492	1.745042	1.465661	1.015341	1.185931	2.121736	3.438541	3.159969	2.624897	3.748641	1.421227	1.604188	1.388354	1.163334
VNG2010G	0.6242	0.923031423290203	25.0585923979824	18.0581763736592	0.605027136890827	0.00279536483380003	0	1.906750	1.997405	1.856794	1.472751	2.277718	1.980640	1.870727	2.122522	1.485220	1.744966	2.167100	1.163565	1.114584	1.302899	1.013258	1.993318	2.194620	2.312436	2.451537
VNG2011G	0.1854	0.596461126005362	23.5638755413055	4.72092990043527	0.40951630680849	0.0479621853040055	0	1.234541	1.145110	0.892864	1.303719	1.133042	0.844031	0.723127	1.046101	1.043303	0.851713	0.949637	0.517169	0.367087	0.249825	0.391522	0.673333	0.958640	0.814151	0.927206
VNG2012C	0.8399	1	23.6210827023614	13.2795360332413	0.463420305428292	0.000768099241102207	0	1.109155	1.362042	2.324669	1.389688	1.658278	2.041906	1.827857	2.282662	1.163066	1.908638	1.935877	1.607055	1.570307	1.283827	1.664976	1.731262	1.794171	1.586534	1.648219
VNG2014H	0.0883	0.499039665970772	23.4196307517595	7.37223332836213	0.504082123376257	0.186857939247268	0	1.173861	2.146065	1.409706	2.003332	1.277380	1.482921	1.140834	1.005409	0.886379	1.744966	1.370287	1.595565	1.177423	0.771898	1.136832	0.978243	1.628307	1.377500	1.201655
VNG2015C	0.0911	0.499039665970772	24.9510698514798	0.504708741913988	1.5458051596046	0.175922169111759	0	5.599645	1.562953	1.399523	0.819385	1.635050	1.189046	0.734390	1.258876	1.015341	1.227539	0.969941	0.306289	0.349886	0.406421	0.324501	0.849636	1.072172	0.923092	1.570007
VNG2017G	0.0555	0.499039665970772	25.5276062762411	24.0047421887181	1.27247160115948	0.35790017227064	0	4.270805	2.552621	1.883911	0.824156	1.681836	1.460505	1.261395	1.871926	1.275614	1.227539	1.232744	0.432236	0.421034	0.289520	0.326472	1.079684	1.381796	1.205432	2.018301
VNG2019C	0.469	0.827038941954445	22.9103656668379	0.923819302527185	0.259108307277965	0.0059681056305574	0	1.323129	1.053111	1.320668	1.318944	0.813350	1.076962	1.232489	0.916512	1.020873	1.288253	0.997690	0.806960	1.033621	1.332040	1.044411	0.797419	0.923534	1.054857	0.890394
VNG2020C	0.1427	0.542757527733756	25.4265535157321	23.9402474028412	0.844460519367093	0.0779122771915326	0	3.156303	2.645908	1.594592	2.038527	1.429983	1.863567	1.705052	1.535097	1.526122	1.662727	1.705106	0.873239	0.738698	0.881451	0.757641	1.287697	1.155234	1.205432	1.608638
VNG2021C	0.4541	0.817331334332834	22.6513082078402	8.87979810333513	0.277772375048046	0.00650197897226742	0	1.159164	1.091598	1.142425	1.311310	1.390203	1.005617	0.897810	0.928713	0.930801	0.970959	1.019022	0.641395	0.748896	0.771898	0.612917	0.911675	0.844434	0.880628	0.927206
VNG2023G	0.5338	0.869308005427408	23.6648443551171	7.78398764831959	0.503000102421693	0.00432542490940867	0	1.491376	1.904065	1.515694	1.868523	1.646623	1.235198	1.039799	1.194012	0.935872	0.845859	1.019022	0.784127	0.830010	0.627915	0.989005	1.072101	0.965820	1.159041	1.172798
VNG2024H	0.8261	1	23.8503735880614	7.2770402806606	0.611319689685423	0.000852007168276272	0	0.918143	0.555242	1.237254	1.606746	0.807633	0.617658	0.933178	0.808304	1.835774	0.931601	0.969941	1.268201	1.193678	2.265009	0.573413	0.951052	1.434322	1.063170	1.144634
VNG2025G	0.1422	0.542575516693164	22.4346224003311	9.14362818229689	0.598921025331978	0.0782167827548496	0	0.779422	0.885382	1.024715	2.468971	0.677072	1.505682	0.933178	0.904471	1.509628	2.059065	1.215480	1.382246	0.965132	0.984533	1.157677	0.999146	1.199148	1.205432	1.211431
VNG2027H	0.0873	0.499039665970772	24.4520413070666	6.76728261157759	0.776825254812925	0.18989380060956	0	0.229602	0.346127	0.321274	0.392009	0.263130	0.267249	0.349739	0.331045	0.400963	0.315496	0.259444	0.481358	0.666508	2.088558	2.033336	0.352084	0.210775	0.302831	0.295814
VNG2028H	0.7427	0.978692810457516	22.4823360184397	5.69047161402578	0.476877472801804	0.00145453434548507	0	0.534083	0.648682	0.912495	1.057842	0.667588	0.542650	0.614805	1.170559	0.896064	1.130040	0.428042	0.801190	0.675710	1.788966	1.157677	1.381722	0.937419	0.628370	0.763351
VNG2029H	0.8639	1	23.339805355076	10.4031563179181	0.602810690766978	0.000640738050297417	0	0.736458	0.660429	0.892864	1.569866	0.897763	1.153370	0.877235	0.863560	2.382784	1.769201	0.630853	0.824520	0.847258	1.044353	1.109622	0.898915	1.321297	0.788987	1.038581
VNG2031G	0.0561	0.499039665970772	25.4766976698625	10.227717339083	0.215393895527005	0.354155273756436	0	0.394710	0.974315	0.630474	0.668723	0.422088	0.730323	0.556043	0.454707	0.495601	0.421493	0.559583	0.488316	0.577138	0.706537	0.762244	0.425878	0.447834	0.401713	0.509075
VNG2032G	0.8326	1	22.7821442205068	9.93740482930725	0.291158791971995	0.000809388730235214	0	0.764829	0.529295	0.789341	1.237352	1.070880	0.572365	0.940417	1.012080	1.221355	1.018982	0.903899	1.180385	0.945485	0.760599	0.819706	1.118407	0.916668	0.937697	0.579540
VNG2034H	0.1738	0.584	21.602731466524	7.19441981455101	0.646775290028419	0.0538095415841	0	0.590726	0.874852	1.419962	2.003332	0.726552	1.162187	0.465499	1.110246	2.232381	1.478781	0.836433	1.453452	0.870814	1.132584	0.624155	1.372019	1.351208	1.224504	0.965541
VNG2035H	0.5034	0.852618207480593	24.6151480769131	12.62610748566	0.367332761859572	0.00502333075073221	0	0.653376	0.864447	0.777979	1.015717	0.649017	0.903913	1.158602	0.904471	0.765434	0.741977	1.109007	1.268201	1.625069	1.036681	1.548260	0.898915	0.825742	0.887567	1.005460
VNG2036G	0.7377	0.977880794701987	22.9600286293633	22.0446529917309	0.247631788144643	0.00149929704244204	0	0.436571	0.622079	0.366054	0.450614	0.351366	0.563713	0.547515	0.409056	0.454336	0.418596	0.472458	0.795461	0.639648	0.868549	1.019413	0.618731	0.626532	0.466319	0.703940
VNG2037C	0.0241	0.467272727272727	27.3654461206577	9.52368354685849	0.630609055254437	0.685858034547439	0	0.700261	1.165846	1.032171	1.251802	0.936571	1.363751	0.969940	0.547193	0.570800	0.595040	1.109007	2.036449	1.801081	1.219247	2.134283	1.191643	0.923534	0.801470	0.934750
VNG2039H	0.4491	0.817331334332834	23.9681785742479	1.6194241908192	0.412202036117736	0.00667874755914685	0	1.436054	1.997405	1.953448	1.357790	1.241845	2.170183	1.731609	1.683994	1.361557	1.478781	1.816831	1.463919	1.436408	1.157915	1.089642	1.352816	1.545441	1.283550	1.831301
VNG2041H	0.2631	0.681765339074274	25.2545712309246	3.82559782885634	0.342893687523725	0.0230296410521344	0	1.290202	0.600146	0.824431	0.742383	0.706340	0.415676	0.380769	0.339918	0.517618	0.544014	0.322837	0.343554	0.273363	0.206244	0.318658	0.362151	0.539674	0.528717	0.608410
VNG2042H	0.7936	0.99314226159458	23.5611186666162	9.41717205149007	0.323368947659356	0.00105265938523635	0	1.068011	1.403398	1.594592	1.095338	1.440104	1.540480	1.427408	1.060027	1.089653	0.893839	1.011861	1.163565	1.005661	0.999159	0.776220	1.102754	1.163886	1.159041	1.483439
VNG2043G	0.0981	0.499039665970772	26.3830190995944	6.5298050759806	0.356141433077187	0.152844165743277	0	1.015517	1.353919	1.134173	1.088998	0.836623	0.824966	0.634105	0.505451	0.371593	0.559230	0.768565	0.740380	0.573194	0.529971	0.865627	0.764403	0.556024	0.567416	0.733044
VNG2044H	0.253	0.674666666666667	24.1727182891349	5.63030179239108	0.411717358647406	0.0249447621429002	0	0.665842	1.751092	1.629650	0.672616	0.824904	1.416683	0.977465	1.102929	0.982775	1.026034	1.232744	1.037356	1.005661	0.722339	0.892242	0.780737	1.032907	1.079991	1.241238
VNG2045G	0.1357	0.538314049586777	25.273812550264	23.660699826527	0.771217493846931	0.0853427762279224	0	2.696356	0.912265	1.032171	0.530149	1.390203	0.806331	0.648977	0.998783	0.786514	1.026034	0.824719	0.467737	0.395841	0.261125	0.415968	1.421227	1.341163	1.132068	1.471468
VNG2047G	0.469	0.827038941954445	26.1260521729901	21.9515864268748	1.21406989224417	0.0059723101054575	0	3.812946	1.985492	2.070086	1.569866	3.195450	1.662385	2.149906	1.871926	1.526122	2.146055	1.206939	0.931496	0.605510	0.424804	0.368513	1.857675	1.522549	1.624335	2.279128
VNG2048G	0.5739	0.897771986970684	25.2747889438292	24.3157454278442	1.18607374502149	0.00360523151836256	0	4.112381	2.375799	2.307878	1.542762	2.956904	2.073246	1.416420	1.909431	0.956435	1.628679	1.449814	0.892241	0.704085	0.507037	0.655142	1.857675	1.592263	1.650035	2.018301
VNG2049C	0.1654	0.579503649635037	26.1306668827832	23.8736137280661	1.00949207733832	0.0593209239859479	0	2.515825	1.091598	1.255323	0.410644	1.523699	0.856986	1.031795	1.201934	1.453289	1.478781	0.653493	0.474499	0.426847	0.335522	0.173896	2.215578	1.392145	1.478327	2.790873
VNG2051G	0.2606	0.680347826086956	24.2099867171825	19.409120678031	0.620958500677353	0.0235370034189937	0	2.392170	1.649409	1.339955	0.440271	1.779463	1.637255	1.506748	1.706412	0.876799	1.389785	1.669413	1.044826	1.218483	1.014002	1.025606	1.937911	1.402571	1.676141	1.702512
VNG2053G	0.0526	0.493953488372093	25.5397162722799	23.8281729223577	0.75502380058056	0.374734133897126	0	2.484325	1.581765	1.369415	0.351070	1.332598	1.471670	1.149684	1.618490	1.083748	1.509695	1.332175	0.650667	0.913624	0.637243	0.713116	1.844629	1.580426	1.489976	2.297670
VNG2054H	0.635	0.932110091743119	24.2345300631461	20.4359991701488	0.811632226956428	0.00263712749781451	0	2.963590	1.772169	1.629650	0.591972	1.936632	1.995782	1.416420	1.258876	0.632876	1.370747	1.791387	1.106562	1.226866	0.783365	1.267776	2.138866	1.690205	1.466769	2.002014
VNG2056G	0.0893	0.499039665970772	26.5929551668915	22.683940177291	1.09446555963775	0.181835910950435	0	3.580140	2.645908	2.225724	1.389688	2.478894	3.871427	2.753047	3.013392	2.408818	3.135978	3.149166	1.841804	1.915712	1.157915	1.237432	3.042412	2.547832	2.462293	3.530097
VNG2059H	0.7876	0.991731374606506	23.2437045048286	11.4157845207672	1.31012372524217	0.00109772069978905	0	1.568468	3.341172	3.805796	2.904755	3.893147	4.052438	4.114612	3.073767	4.355229	3.937426	4.087999	4.614753	2.051656	1.698976	1.972684	2.200018	3.047506	3.317972	3.362587
VNG2060G	0.1487	0.548	26.2176676262913	20.8841065108363	0.665667068922912	0.0716487065440533	0	1.628891	0.656490	0.867346	1.181201	1.843337	1.013305	1.885239	1.039206	1.835774	1.333450	1.190036	1.232317	0.759236	0.849548	0.800086	1.421227	1.580426	2.223443	1.953937
VNG2062G	0.5143	0.86015331010453	21.9590163720986	13.7741958451519	0.488875795552475	0.00476247612691497	0	1.659970	1.252616	1.093800	1.890344	1.567299	2.271651	1.799824	1.318515	1.150496	1.399403	2.092021	1.277334	1.226866	1.455267	1.322680	1.613451	2.162112	1.663037	1.772901
VNG2063G	0.4585	0.82076062639821	22.5249485316292	21.9168240443288	0.115009606396185	0.0063301629841077	0	0.231054	0.275746	0.220376	0.124916	0.168729	0.267249	0.218285	0.169761	0.300635	0.196034	0.261280	0.245201	0.390450	0.369273	0.379843	0.126720	0.130744	0.154187	0.167764
