"CycID","BH.Q","ADJ.P","PER","LAG","AMP","0","3","6","9","12","15","18","21","24"
"VNG0019H","1","1","21","9","0.0578981224466567","0.333380081","0.189485714","0.405021567","0.391022653","0.300466534","0.245366122","0.3161418","0.213351582","0.276303666"
"VNG0020H","1","1","27","18","0.317801742224722","3.058190066","2.970083919","3.331811439","3.061837296","3.605636502","3.343283442","2.146132232","3.781250973","3.534663525"
"VNG0021H","1","1","27","3","0.267081906898269","1.637520854","1.57424256","1.587234998","1.602104652","1.209524143","1.349179543","1.046832714","1.353387079","2.375019883"
"VNG0022H","1","1","21","9","0.361819817999318","2.607511597","2.637939749","3.420868297","3.302744931","3.019237238","2.774946525","3.414537038","4.808814409","2.79604212"
"VNG0023H","1","1","21","7.5","0.406092755917503","2.507266256","3.206968838","3.491777236","2.478042579","3.331120209","3.436854409","2.396748733","3.599009","3.956555559"
"VNG0024H","1","1","21","10.5","0.553188141320913","2.306103337","2.731574581","3.322060465","3.022114501","3.119810829","3.320291495","2.098192082","3.806237174","2.627131359"
"VNG0025H","1","1","27","24","0.582976023519774","1.603638287","1.552431238","1.170203755","0.779185688","1.253232019","0.705266432","2.623417671","1.166982417","2.291940269"
"VNG0026C","1","0.593783068783069","27","7.5","0.102852356157525","1.120996289","1.41290271","1.208546016","1.195793349","1.280910631","1.155147915","1.026020858","1.118077954","1.098031745"
"VNG0027H","1","0.593783068783069","27","15","0.519585127416665","2.917652209","3.274791499","3.926104142","4.070184915","3.695346851","4.375781112","4.009595833","4.257176678","3.360785611"
"VNG0028C","1","1","21","0","0.191976378054544","1.241284225","1.190929694","0.872917645","0.977956965","1.049413821","0.962094012","6.707778133","0.834039903","0.932692397"
"VNG0029H","1","1","21","10.5","0.745175944453274","3.681740936","2.980461659","4.934539423","3.88327227","3.527723952","4.886606179","3.143093539","6.299586902","4.003795805"
"VNG0030H","0.776014109347443","0.00582010582010582","24","13.5","0.139013486173975","2.044872962","2.231277348","2.427778957","2.376626544","2.766609394","2.476306375","2.234079737","2.232585394","1.67839312"
"VNG0031H","1","1","27","25.5","0.311868400031398","2.429851997","1.913821889","1.707903328","1.898525369","1.882492864","2.149642279","1.472773368","2.232585394","2.439300001"
"VNG0032H","1","1","21","10.5","0.452504338825718","1.925573573","1.488793775","2.289557209","2.701087453","2.487121637","2.112874658","1.782322693","2.345636172","1.658589986"
"VNG0033H","1","1","27","19.5","0.678141079619338","2.761832982","3.032896814","3.226106582","3.534803237","3.615495791","4.672259343","3.296627746","5.95660988","3.991933126"
"VNG0034H","1","1","27","19.5","0.293315253110665","2.834966558","3.032896814","3.087347246","3.954918272","2.945940512","3.252260015","2.779333047","4.44338457","3.534663525"
"VNG0035C","1","1","27","6","0.211815196070771","1.900574301","1.422793578","1.510087924","1.477506765","2.235868226","1.263567351","1.166146675","1.513728032","1.586386829"
"VNG0037H","1","1","27","9","0.0611919333136543","0.552083604","0.698423439","0.670523308","0.580058747","0.619533092","0.601758969","0.686648167","0.519089384","0.401567145"
"VNG0038H","1","1","21","1.5","0.0675675582474657","0.536437671","0.464392262","0.54775331","0.489492968","0.411317071","0.451905596","0.636839736","0.426021839","0.403957335"
"VNG0039H","1","1","21","19.5","0.155591813608947","1.001836618","1.146101587","0.904165347","0.904258458","1.012814334","1.155147915","1.18980085","0.999646055","1.179078732"
"VNG0040C","1","1","27","19.5","0.071392731399477","0.60181304","0.605356519","0.668560936","0.556319341","0.617843654","0.779488096","0.483186821","0.702777609","0.905423594"
"VNG0041C","1","1","27","25.5","0.0717167482327135","0.510450065","0.907256809","0.639805199","0.543395465","0.79864712","0.77680318","0.709424277","0.760574972","0.881563989"
"VNG0042G","1","1","27","4.5","0.177342457796225","1.381682966","1.224629385","1.315760285","1.380509084","1.129708975","1.045156497","1.521625241","1.121765956","0.744389187"
"VNG0043H","1","1","27","15","0.0348578166067642","0.480670034","0.457958051","0.478665836","0.499827754","0.484542465","0.563574352","0.448137172","0.586352106","0.429929672"
"VNG0045C","1","1","27","0","0.161894725868566","2.240748853","1.33621134","1.505668457","1.296634393","1.538067409","1.27671474","1.260513283","1.455076399","1.688383178"
"VNG0046G","1","1","27","13.5","0.04931385531544","0.843108393","1.017933168","0.91751309","0.950261463","1.040852103","0.929464035","1.013224085","0.896707083","0.916234117"
"VNG0047G","1","0.593783068783069","27","3","0.105291026024481","0.71886144","0.62248627","0.61588595","0.645618211","0.549394231","0.506404973","0.496714214","0.558092155","0.820967438"
"VNG0049H","1","1","21","12","0.239108199777531","1.162772936","1.723681202","1.311909543","1.618929127","2.048787011","1.625505064","1.352294443","1.704252831","1.351516334"
"VNG0050C","1","1","21","10.5","0.326034847577256","2.398305797","2.177458181","2.778188579","2.617747658","2.037628354","2.598862284","1.379724447","2.361135946","2.557901534"
"VNG0051G","1","1","27","7.5","0.187924861612865","0.609729009","1.122365218","0.678430568","0.640579528","0.79864712","0.397743881","0.532881232","0.444655933","0.458931644"
"VNG0053H","1","1","21","0","0.408993286367174","1.039172491","0.837316014","0.488587787","0.43294949","0.741882506","0.347666072","3.572352404","0.638767697","0.73560624"
"VNG0054H","1","1","27","18","0.391056479526321","2.805483565","2.451622912","2.620016815","3.23445508","3.358520942","2.882292374","2.66322747","4.487499537","3.761923842"
"VNG0055H","1","1","21","10.5","0.492521984679031","3.213886072","2.574311747","5.564610759","3.59063018","3.3220364","3.218768801","2.76541502","5.558601727","3.340900052"
"VNG0057H","1","1","21","0","0.461800948333505","2.246612835","2.750696664","2.090702089","1.943679052","2.420125238","1.992504756","4.708356818","1.790550586","2.754865466"
"VNG0058H","1","1","21","16.5","0.0797329172906433","0.798081609","0.592819266","0.636065735","0.583096531","0.663303779","0.77680318","0.61330725","0.317794669","0.762270933"
"VNG0060G","1","0.141269841269841","24","9","0.136151329702213","1.118070327","1.313109846","1.266570316","1.276474384","1.500728407","1.167167202","1.123055251","0.973654522","1.124408705"
"VNG0061C","1","1","27","6","0.254389585542023","2.143370673","1.383640749","1.897959943","1.589601138","1.58930186","1.538198741","1.60398603","1.140389245","1.210990599"
"VNG0062G","1","0.141269841269841","21","15","0.84469605177273","3.672131064","2.088199532","2.456408951","3.571923913","4.829200326","3.320291495","4.344951999","2.521880021","1.144606418"
"VNG0063G","1","1","27","25.5","0.244501145512829","1.827507044","1.31769797","0.790124047","0.977956965","1.029545039","1.074408071","0.686648167","0.954605334","1.323733801"
"VNG0064G","0.976800976800977","0.0582010582010582","24","7.5","0.20093278098901","2.34868154","2.574311747","2.492671694","2.536979242","2.52820646","2.295289908","2.119365166","2.203369805","2.382077641"
"VNG0065G","1","1","27","1.5","0.221436177202622","1.554124412","1.250528491","1.13640377","1.102794852","1.413226903","1.013199332","0.937370446","0.899664889","1.434149933"
"VNG0066H","1","1","27","12","0.123539600841353","0.505141503","0.676839092","0.628652246","0.615969875","0.772901068","0.508155293","0.90727611","0.502273694","0.376190297"
"VNG0067H","1","1","21","18","0.0760059467748498","1.150680367","0.852046885","0.975759513","0.985649397","0.974825722","0.916724041","1.084274401","0.820419496","0.927173714"
"VNG0068H","1","1","24","18","0.291358806380401","1.147676927","1.51498607","1.354894859","1.102794852","1.593647663","1.480911267","2.010540909","1.732546426","1.273643962"
"VNG0069H","1","1","21","1.5","0.0575705159858457","0.973444779","0.910426846","0.953146675","0.892527047","0.743911117","0.894847801","1.01832353","0.753098037","0.564877669"
"VNG0070H","1","1","21","0","0.1062692661834","0.620986599","0.754127582","0.612286286","0.559232801","0.71796638","0.561633142","0.956384112","0.605982668","0.595868378"
"VNG0072H","1","1","21","19.5","0.0894106911178394","1.582818626","1.122365218","1.034666617","1.071563971","1.126628312","1.303421336","1.005622759","0.902632451","1.193156625"
"VNG0073C","1","1","21","10.5","0.613804359076704","2.872256392","2.073682946","3.801544789","3.045885905","2.774174438","3.354839051","2.146132232","3.113546749","3.065436041"
"VNG0075H","1","1","27","25.5","0.192114111495364","1.221971056","1.2161161","1.197966144","0.947782921","1.219473303","1.281127532","0.880354991","1.44552449","2.153482635"
"VNG0076H","1","1","21","9","0.584608183832341","3.197130561","2.26262631","4.102561003","3.685641294","2.945940512","2.952755438","2.427019086","4.105724355","3.598156558"
"VNG0077H","1","1","27","3","0.129248324908779","0.893006409","0.783624192","0.783207131","0.860482499","0.663303779","0.70283717","0.662937134","0.686762727","0.943828502"
"VNG0079H","1","1","21","9","0.47080320236976","2.704686845","2.185066416","3.245073034","3.006370056","2.843197524","2.408887056","2.250966754","2.392443436","1.78630499"
"VNG0080H","1","1","27","3","0.133075473893914","1.440685713","1.29491655","1.190964401","1.259914023","1.170532616","1.119827604","1.229266528","1.026331428","1.46424988"
"VNG0081G","1","1","27","12","0.163329629375356","2.513827707","2.426102885","2.581901488","2.617747658","2.626729767","2.425567821","2.656550798","2.160261696","2.053632685"
"VNG0084G","1","0.303968253968254","27","1.5","0.211650245029282","1.659060043","1.442783519","1.550451458","1.465975666","1.280910631","1.272317147","1.302324491","1.2839239","1.754783872"
"VNG0085G","1","1","21","19.5","0.181328435338783","1.455825965","1.51498607","1.184003581","1.137903926","1.273934189","1.465661097","0.930338183","1.258804407","1.379881967"
"VNG0086G","1","1","27","0","0.155140452501274","1.414568163","1.45796007","1.4324859","1.276474384","1.049413821","1.470726957","1.238558338","1.508751386","2.821042948"
"VNG0089G","1","1","21","0","0.158081743414239","1.274153539","1.463054314","1.103580059","0.972862059","1.219473303","1.1432524","1.325409768","1.15551024","1.277428802"
"VNG0090G","1","1","21","19.5","0.140541348766647","1.247789544","1.483609909","1.266570316","1.131975737","1.206225827","1.312447107","2.114051948","1.234176368","1.455586005"
"VNG0091C","1","1","27","6","0.177166762974304","1.930612749","1.437759857","1.758701388","1.443182748","1.80694345","1.372657568","1.556391811","1.513728032","1.308115245"
"VNG0094C","1","1","21","18","0.0788938125885156","0.5696728","0.419715706","0.570696699","0.490773038","0.458789504","0.571406516","0.656314196","0.54179423","0.448165788"
"VNG0095G","1","0.303968253968254","27","12","0.118311734133871","0.26977417","0.365058495","0.437092229","0.422891623","0.518775917","0.380297183","0.63206209","0.342799792","0.223816233"
"VNG0096C","1","1","24","1.5","0.0790912330895123","0.895343384","0.772766984","0.785506015","0.689178535","0.706299009","0.835178549","0.514480011","0.809683495","0.647489753"
"VNG0097G","1","1","27","13.5","0.0638061770872724","0.483189128","0.578520264","0.498715403","0.556319341","0.614478587","0.508155293","0.683209648","0.524243026","0.382947789"
"VNG0098G","1","1","27","21","0.195576331863116","1.132776905","1.057748152","0.998908828","0.785314621","1.126628312","1.496320114","0.753475846","1.275495529","1.663518756"
"VNG0099G","1","0.593783068783069","27","12","0.0756824484276606","0.332509911","0.35874707","0.412207076","0.458554","0.458789504","0.300763852","0.439227854","0.318842921","0.1544574"
"VNG0101G","1","1","27","22.5","0.0181768939882492","0.054922864","0.029216854","0.072493043","0.059330976","0.066010244","0.053392597","0.111831768","0.066499012","0.10074912"
"VNG0102C","1","1","21","15","0.0580332788368127","0.767399496","0.794633942","0.749520302","0.682016351","0.838883134","0.84678528","0.826807496","0.796460844","0.850726354"
"VNG0104G","0.848385331143952","0.0205026455026455","27","24","0.184647646542021","1.725392464","1.437759857","1.445136939","1.214679121","1.219473303","1.475810327","1.529283412","1.569566566","1.728941583"
"VNG0105H","1","1","27","25.5","0.169710653599772","1.940730698","2.002599786","1.620135753","1.778526883","2.037628354","1.619906076","1.66553068","1.749747555","1.975923608"
"VNG0106G","1","1","21","10.5","0.075497192107844","0.802264192","0.695991582","0.860218665","0.871792716","0.843477107","0.923072059","0.770691498","0.801723793","0.966501186"
"VNG0107G","1","1","21","7.5","0.225585736474386","0.965842166","1.509711004","1.270287977","1.152860581","1.683102946","1.203980644","0.946829553","1.46952274","1.553776166"
"VNG0108G","1","1","21","4.5","0.118764061856514","1.228375158","1.032234908","1.02861931","1.126078432","1.023937652","0.985614212","0.802274079","1.074756369","1.203825243"
"VNG0110C","1","1","27","25.5","0.258749277857273","1.221971056","2.044951818","1.233597175","1.296634393","1.611150032","1.229165772","1.005622759","1.46952274","1.807633008"
"VNG0112H","1","1","27","1.5","0.334967479172728","1.720888942","1.437759857","1.555002373","1.102794852","1.440500209","0.861520788","1.195788985","0.967262927","1.595829251"
"VNG0113H","1","1","21","12","0.0830048290606276","1.775715879","2.477411383","1.763863561","2.031920042","2.06563968","2.020195203","1.931393306","2.217929495","2.005457508"
"VNG0115G","1","0.593783068783069","24","0","0.0317857459410653","1.270827816","0.955988179","0.975759513","0.928185902","0.7921313","1.016701319","0.854232689","0.999646055","1.161714717"
"VNG0116H","1","1","21","0","0.751167957064001","2.11002192","3.402880234","2.753867719","2.016062064","2.163790363","1.827835305","4.889015604","1.826281095","2.439300001"
"VNG0117H","1","1","27","12","0.476711603492699","3.247660992","2.684348927","4.653599241","3.159315329","3.358520942","3.811675329","4.205457046","3.314581084","3.214481019"
"VNG0118H","1","1","27","9","0.159824779661086","2.481191269","2.939167002","2.729759768","2.433151173","2.535119613","2.823235325","2.597208954","1.996099801","2.565502754"
"VNG0119H","1","0.593783068783069","27","3","0.215398671109361","1.039172491","0.849080122","0.925616133","0.849319016","0.79864712","0.5444604","0.638440297","0.671112792","1.323733801"
"VNG0120H","1","1","27","1.5","0.266610582044842","1.332041218","1.579743105","1.129761841","1.017028976","1.309200547","0.897940722","1.186818036","1.033113343","1.775735535"
"VNG0121H","1","1","27","19.5","0.33288831724257","2.050224342","2.460189103","1.977458565","2.152087218","1.673935976","2.708726602","2.046180179","2.448233738","3.321132155"
"VNG0123G","1","1","27","25.5","0.189197930297752","0.847526953","1.398195181","0.745139586","0.960240618","1.026737517","1.123698137","0.759171238","1.186356378","1.251169254"
"VNG0124C","1","1","21","19.5","0.0288994256860463","0.702149697","0.660513503","0.632348126","0.58921991","0.648970751","0.672007813","0.649757424","0.584424371","0.663043777"
"VNG0125H","1","1","21","0","0.0676286001242351","0.571163619","0.631232066","0.51054713","0.525255858","0.556946767","0.520578106","0.66127516","0.512296586","0.527612602"
"VNG0127C","1","1","27","3","0.114220598852795","0.92386872","0.672133894","0.832927418","0.814559901","0.768691486","0.755654125","0.653027581","0.640874685","0.938243928"
"VNG0128C","1","1","27","6","0.0793281368421803","1.153691668","1.122365218","1.049940886","1.205199242","1.145239112","1.131479384","0.90727611","1.046811913","0.972253952"
"VNG0129G","1","1","21","3","0.204055999870172","1.178067511","1.057748152","1.143084749","0.847103759","0.79864712","1.089339448","0.830968726","1.110738285","0.892089634"
"VNG0130H","0.776014109347443","0.00582010582010582","24","9","0.0725236691464721","0.843108393","0.926443952","0.950357168","0.996000178","0.908015159","0.879542267","0.818547445","0.828564814","0.86600792"
"VNG0132C","1","0.593783068783069","27","24","0.232278017790172","1.514032695","1.174429218","1.087525462","1.168013827","1.256658869","0.989020855","1.238558338","1.585149592","1.791613286"
"VNG0133G","1","1","21","10.5","0.0685451915319888","0.806468696","1.000334323","0.961564416","0.913754513","0.91298772","1.009709407","0.812406606","0.954605334","0.873751336"
"VNG0134G","1","1","27","21","0.114863519430133","1.072280174","1.032234908","1.040749477","0.853766924","0.871574111","1.175249458","0.930338183","1.163145758","1.168629424"
"VNG0136G","1","1","27","19.5","0.0777172245580573","0.879112102","0.979616871","0.87036294","0.913754513","0.871574111","0.989020855","0.860689684","1.033113343","1.165166941"
"VNG0137G","0.976800976800977","0.0582010582010582","27","0","0.139321782255699","1.517994879","1.281437191","1.149805005","1.171068294","1.078464775","1.123698137","1.04420832","1.275495529","1.323733801"
"VNG0138H","1","0.593783068783069","21","13.5","0.785967420921084","4.034410416","3.858159259","5.356576642","4.785606077","5.581216915","5.217695034","6.861039548","3.482420564","1.327667492"
"VNG0139H","1","1","27","21","0.405826607996132","2.481191269","1.988678265","2.303017638","2.291298125","1.734426034","2.653225849","1.869385804","2.876943131","2.87171724"
"VNG0140H","1","0.303968253968254","21","10.5","0.530141812699012","2.468255643","2.302432613","3.254598034","3.337428651","3.340228857","2.662396367","2.893228829","2.497088341","3.002421207"
"VNG0141H","0.848385331143952","0.0205026455026455","21","3","0.333449979229935","1.521967433","1.585262869","1.514520362","1.120211851","1.029545039","0.985614212","1.157398106","1.600887329","1.818392322"
"VNG0142C","1","1","21","6","0.256430025597737","1.221971056","1.822611266","1.601252709","1.528532167","1.232866271","1.272317147","1.213934826","1.585149592","1.158272721"
"VNG0143H","1","1","21","12","0.474024178763422","3.290379216","3.687121957","2.47085031","3.609434412","3.735931307","3.695127866","2.331476268","4.777246748","3.092845657"
"VNG0144H","1","0.593783068783069","27","3","0.130149413707462","1.193563264","1.083891995","0.621325164","0.76907691","0.752081183","0.546342254","0.674688497","0.748154294","0.838197907"
"VNG0146H","1","0.141269841269841","24","1.5","0.197821408267752","1.356635051","1.276975324","1.350929585","1.099918461","0.885971665","1.163146941","0.968463011","1.258804407","1.964232191"
"VNG0147C","0.976800976800977","0.0582010582010582","24","13.5","0.0711445270197856","1.725392464","1.504454305","2.191080166","1.806616062","2.217626735","1.846853889","1.786802181","1.726850377","1.438411743"
"VNG0148H","1","1","27","19.5","0.674288579441884","3.050207751","2.760307846","2.529469766","3.544047082","2.440032417","3.695127866","2.57126207","5.102477537","4.003795805"
"VNG0149G","1","1","24","21","0.250516153412856","2.754624201","2.037831451","2.21691885","2.351927813","2.266604761","2.43395147","2.167789085","2.944031667","2.505319865"
"VNG0150H","1","1","27","1.5","0.104792180575131","0.994012265","0.843177552","0.816012822","0.773104588","0.850415281","0.715067735","0.768759386","0.655819487","0.986786119"
"VNG0151C","1","1","21","0","0.091492833856634","1.061128709","1.114562845","0.987266323","0.983078554","0.928069386","1.009709407","1.210891509","0.948338788","1.004511722"
"VNG0152G","1","1","21","10.5","0.0532299098968336","0.763398679","0.698423439","0.774078677","0.838300362","0.692926495","0.779488096","0.64004488","0.758074449","0.853254426"
"VNG0153C","1","1","24","15","0.0665037484453057","0.337765207","0.535787474","0.440952421","0.49334323","0.561528034","0.445711408","0.617943132","0.441736971","0.422343138"
"VNG0154G","1","0.593783068783069","27","3","0.212359947599463","2.013056737","1.525591561","1.605952736","1.443182748","1.305630418","1.353842801","1.286081594","1.344502713","1.658589986"
"VNG0156C","1","0.593783068783069","21","18","0.108522370017769","1.196686788","0.986474569","1.034666617","1.088487725","1.126628312","1.155147915","1.480185674","1.071222919","1.124408705"
"VNG0157G","1","1","21","10.5","0.389656013533988","2.641809594","2.02366501","2.827476568","2.990707635","2.335720649","3.014521817","2.273681504","2.934352647","2.975812956"
"VNG0158G","0.976800976800977","0.0582010582010582","27","12","0.280977673791512","1.08354883","1.359719257","1.436690559","1.524545336","1.593647663","1.480911267","1.850710088","1.318198019","0.935464044"
"VNG0159G","1","1","21","4.5","0.146867118429745","1.856390669","1.711698646","1.853975476","2.080246325","1.521358957","2.041215287","1.386668447","2.056145265","2.053632685"
"VNG0160G","1","1","21","16.5","0.386538394584979","2.520406329","1.967977233","2.08458338","1.979539745","2.641114519","2.644086918","1.465398182","2.056145265","2.71429521"
"VNG0161G","1","1","27","19.5","0.0565456767829405","0.365314153","0.315311679","0.403836219","0.316467105","0.34442291","0.536997581","0.395279342","0.452038004","0.371751678"
"VNG0162G","0.976800976800977","0.0582010582010582","27","19.5","0.0786664878346358","0.262814811","0.31974174","0.294261873","0.337819367","0.406848819","0.420319349","0.445893042","0.449070581","0.407569323"
"VNG0163G","1","1","27","1.5","0.175935931898777","1.381682966","1.076357077","1.270287977","1.082816982","0.956369133","1.303421336","0.928005839","1.147924845","1.643891123"
"VNG0164G","1","1","24","18","0.130468461878124","1.61204263","1.729703899","1.601252709","1.614706516","1.846851214","1.659507731","1.804832995","1.796456752","1.713619245"
"VNG0166G","1","0.303968253968254","27","16.5","0.0585325747131831","0.417401681","0.317518984","0.500179242","0.449072619","0.484542465","0.559698619","0.494226825","0.478066005","0.366276979"
"VNG0167H","1","1","27","6","0.108884362374242","1.591113857","1.579743105","1.483764382","1.489128565","1.624402838","1.425757363","1.376265498","1.238247323","1.577000277"
"VNG0168H","1","1","27","0","0.281371573280827","1.725392464","1.483609909","1.629660617","1.327472969","1.093290457","1.771946609","1.180874824","1.856600575","2.047548063"
"VNG0170C","1","0.593783068783069","21","0","0.132627338960929","1.971403815","1.816265072","1.514520362","1.657433017","1.633298551","1.765843209","1.81391652","1.862724608","1.58168659"
"VNG0171C","1","1","27","25.5","0.355511076528172","3.31627939","2.41765538","2.522066948","3.525583502","2.105503643","2.813510804","2.355003448","2.973260705","3.360785611"
"VNG0172G","1","1","27","15","0.265505430007283","1.785022045","2.898444487","1.977458565","2.351927813","2.380796798","2.034184403","2.035933551","3.4255504","1.335569976"
"VNG0174G","1","0.141269841269841","24","0","0.0805138260440193","1.574566643","1.207661997","1.399288609","1.205199242","0.953761159","1.285555577","1.095215932","1.407939789","1.459911516"
"VNG0175G","1","1","27","15","0.103476519313279","1.193563264","1.618788841","1.251808156","1.366162353","1.49663599","1.339901161","1.447121391","1.371332319","1.179078732"
"VNG0176H","1","0.141269841269841","24","21","0.221387350418721","1.846712425","1.56329886","1.550451458","1.674838522","1.500728407","1.619906076","1.955786333","2.015917549","1.829215677"
"VNG0177G","1","1","27","24","0.0225598225394356","0.215469508","0.23197222","0.195222781","0.22891959","0.219490374","0.190075515","0.254759353","0.227127188","0.28717013"
"VNG0178H","1","0.303968253968254","27","3","0.191113427413657","1.502208085","1.520279568","1.483764382","1.341413404","1.226151501","1.455581664","1.172015762","0.960913289","1.459911516"
"VNG0179C","0.976800976800977","0.0582010582010582","24","13.5","0.482689842900765","1.069481369","1.299441105","1.678131509","2.60410986","2.335720649","2.279505071","1.955786333","2.188905693","1.010490732"
"VNG0180G","1","1","27","19.5","0.0826107824931029","0.879112102","0.81427452","0.835372242","0.911371191","0.898151139","0.992439272","1.100728032","0.836791","1.107849803"
"VNG0181G","1","1","21","16.5","0.167396621379272","1.641806204","1.20345701","0.931057879","1.131975737","1.367668594","1.307926436","1.068066718","1.151711297","1.161714717"
"VNG0183G","1","1","27","1.5","0.0308402784136882","0.489544773","0.446911947","0.475868182","0.438640195","0.425018424","0.484191948","0.403297207","0.406826714","0.464411168"
"VNG0184H","1","1","27","6","0.145031964377308","1.558191515","1.442783519","1.087525462","1.366162353","1.360219627","1.237677348","1.117431343","1.300948093","1.050231288"
"VNG0186G","1","1","21","18","0.0722291066694294","0.953302863","0.649094016","0.69452593","0.795636828","0.564603128","0.698003719","0.751586893","0.5882862","0.7035832"
"VNG0187H","1","0.303968253968254","21","16.5","0.228523725198683","2.11002192","1.809940976","1.84313956","1.869007189","2.187554372","1.992504756","3.034557614","2.022567093","1.455586005"
"VNG0188H","1","1","21","10.5","0.384197655825236","2.669572528","2.33478129","3.273731988","2.921230391","2.229771118","3.109602388","2.408811304","2.792927965","2.557901534"
"VNG0189C","1","1","27","24","0.120579861158913","2.088078182","2.169876438","1.859417299","1.903490193","2.316664505","1.944956629","2.114051948","1.665416351","2.115482304"
"VNG0190C","1","1","27","3","0.131363173103971","1.771081005","1.246174246","1.335184199","1.516602844","1.330827263","1.289998927","1.172015762","1.362330151","1.567669265"
"VNG0192G","1","0.593783068783069","27","18","0.0686017017381743","0.305831985","0.316413407","0.385335617","0.370154389","0.442788705","0.474271044","0.409417155","0.467171846","0.426119522"
"VNG0194H","1","1","24","21","0.0592097178445168","0.368189718","0.345243375","0.440952421","0.353156012","0.321694821","0.555849541","0.337462473","0.505592678","0.370650231"
"VNG0195H","1","0.303968253968254","24","13.5","0.101565181045907","1.039172491","1.138134205","1.13640377","1.243568509","1.319969614","1.246247864","1.282857406","1.279702775","0.707771037"
"VNG0196H","1","1","27","21","0.311318847954768","2.932943031","2.583306624","2.492671694","2.860829","2.555972699","2.952755438","2.526477205","3.622790961","3.370772732"
"VNG0197C","1","1","21","0","0.109697694271633","0.726415997","0.802992647","0.567361153","0.63558017","0.60946532","0.529637053","0.68492675","0.508933594","0.676959743"
"VNG0198H","1","1","27","19.5","0.708380690621398","3.476018374","3.162535896","4.599360503","4.006901877","3.214943646","5.058156495","4.477819954","5.052316946","3.750777796"
"VNG0199H","1","1","27","16.5","0.525345605336513","2.879773012","2.231277348","2.604703624","2.358078327","3.197433551","2.993790782","2.974228228","3.806237174","2.211766828"
"VNG0200C","1","1","21","7.5","0.535809645841943","3.090328767","3.661490104","1.931631749","3.842915953","3.625382038","2.862470688","2.451510399","4.577047771","3.139074062"
"VNG0203C","1","1","21","13.5","0.253832264129635","2.527002167","2.858286187","2.682175158","3.294130467","2.598194875","3.152817482","2.951915219","2.96348559","2.821042948"
"VNG0204H","1","1","27","25.5","0.404777015459692","2.754624201","2.76995261","2.197511465","2.631456876","1.851901262","2.554411175","2.206215769","3.062700531","3.029267375"
"VNG0205H","0.976800976800977","0.0582010582010582","24","15","1.14724578127187","4.130432718","3.162535896","4.492772152","5.760602433","5.846413336","5.766801007","6.44371757","5.522112056","2.264897975"
"VNG0207H","1","1","27","4.5","0.0983676134222361","0.657738693","0.624661293","0.668560936","0.553421059","0.411317071","0.67666125","0.318531461","0.63040879","0.48554848"
"VNG0208H","1","1","21","10.5","0.0536647544043125","0.470724307","0.510252439","0.462123279","0.539154573","0.474072208","0.700416275","0.378766698","0.607981514","0.467175416"
"VNG0209H","1","1","21","10.5","0.0969514565536516","0.335127258","0.2961238","0.463479712","0.425106319","0.336061503","0.499463772","0.279553676","0.495700946","0.312048304"
