"CycID","filter_type","ar_method","period_number","period","amplitude","phase","mean","R_square","R2_adjust","coef_var","pvalue","fdr_BH","0","3","6","9","12","15","18","21","24"
"VNG0024H","0","default","1","24","0.254799409448737","9.44165841625655","2.92816842477778","0.131893639423612","-0.157475147435184","0.173785480398624","0.654212465291855","0.853622769584685","2.306103337","2.731574581","3.322060465","3.022114501","3.119810829","3.320291495","2.098192082","3.806237174","2.627131359"
"VNG0025H","0","mle","1","21.0845070422535","0.441820782738226","0.360152689902763","1.46069975288889","0.305310586114961","0.073747448153281","0.415837401797017","0.33525251352239","0.773307836008924","1.603638287","1.552431238","1.170203755","0.779185688","1.253232019","0.705266432","2.623417671","1.166982417","2.291940269"
"VNG0026C","0","default","1","24","0.0545756777584703","7.68909492369425","1.17960305188889","0.172163475146716","-0.103782033137712","0.0910644364407172","0.567327390543395","0.82957514426931","1.120996289","1.41290271","1.208546016","1.195793349","1.280910631","1.155147915","1.026020858","1.118077954","1.098031745"
"VNG0027H","1","burg","1","24.95","0.389351868628864","12.3811043878647","3.76526876111111","0.494588118256181","0.326117491008242","0.122692668684085","0.129103002509582","0.67985931602629","2.917652209","3.274791499","3.926104142","4.070184915","3.695346851","4.375781112","4.009595833","4.257176678","3.360785611"
"VNG0028C","0","default","1","24","1.02093080846336","17.6502320343932","1.64101186611111","0.151496416657892","-0.131338111122811","1.0943973179415","0.610887223663325","0.844593444774793","1.241284225","1.190929694","0.872917645","0.977956965","1.049413821","0.962094012","6.707778133","0.834039903","0.932692397"
"VNG0029H","0","default","1","24","0.0822641815958096","1.54861344903813","4.14898007388889","0.00422581555512025","-0.327698912593173","0.239134360211125","0.987376050423383","0.993585962690197","3.681740936","2.980461659","4.934539423","3.88327227","3.527723952","4.886606179","3.143093539","6.299586902","4.003795805"
"VNG0030H","1","mle","1","24.95","0.33368431213747","12.4344516217124","2.27428109233333","0.786779152134893","0.715705536179858","0.125239487396784","0.00969368711759278","0.599901574974977","2.044872962","2.231277348","2.427778957","2.376626544","2.766609394","2.476306375","2.234079737","2.232585394","1.67839312"
"VNG0031H","1","mle","1","26.972972972973","0.247148399408524","25.3347590482524","2.01409960988889","0.328649895995362","0.104866527993816","0.152338783250857","0.302584851313444","0.755167863430565","2.429851997","1.913821889","1.707903328","1.898525369","1.882492864","2.149642279","1.472773368","2.232585394","2.439300001"
"VNG0032H","0","burg","1","23.7619047619048","0.35296378313447","11.1535737272082","2.08795079511111","0.463245511005805","0.28432734800774","0.182448169724397","0.154641856799581","0.702412546095008","1.925573573","1.488793775","2.289557209","2.701087453","2.487121637","2.112874658","1.782322693","2.345636172","1.658589986"
"VNG0033H","0","default","1","24","0.134644410093142","17.440494524796","3.787618389","0.0179211515514869","-0.309438464598017","0.245797094194345","0.947194292669793","0.980133353876362","2.761832982","3.032896814","3.226106582","3.534803237","3.615495791","4.672259343","3.296627746","5.95660988","3.991933126"
"VNG0034H","0","mle","1","21.8540145985401","0.244077403815057","5.51939063261827","3.31841228433333","0.118457836577753","-0.175389551229662","0.159453006798068","0.685061036357817","0.862953986126186","2.834966558","3.032896814","3.087347246","3.954918272","2.945940512","3.252260015","2.779333047","4.44338457","3.534663525"
