"CycID","filter_type","ar_method","period_number","period","amplitude","phase","mean","R_square","R2_adjust","coef_var","pvalue","fdr_BH","0","3","6","9","12","15","18","21","24","27","30","33","36","39","42","45","48","51","54"
"VNG0027H","1","burg","1","26.972972972973","0.252467111543154","13.2292032920791","1.35493994994737","0.235923963703219","0.140414459166121","0.290228177812047","0.116169637190471","0.320679491607003","0.624298648","1.228153261","1.199091779","1.369610617","1.598966398","1.098819013","1.808488692","1.300885223","1.097570526","1.430986791","0.794179621","1.820134882","1.240836169","2.009353272","1.137621046","2.247314697","1.234685912","1.020839232","1.48202327"
"VNG0028C","0","default","1","24","0.0376848059581207","18.9894871832478","0.435349732052632","0.0352824656015296","-0.0853072261982792","0.324484789203385","0.750242007620796","0.825575799307616","0.597228456","0.358908951","0.337211271","0.655883122","0.355360678","0.308414539","0.425949522","0.321946006","0.209855941","0.443092619","0.315747091","0.288898361","0.57466498","0.556498866","0.486819413","0.523974837","0.757605817","0.452378783","0.301205656"
"VNG0029H","1","burg","1","21.8540145985401","0.246644097503964","12.7114202669369","1.13490641847368","0.15927433537822","0.0541836273004977","0.409890771864397","0.249594172777517","0.438525632991245","0.342312038","0.532336541","0.476234159","1.17070984","1.060967482","1.098819013","1.619040875","0.99061777","1.158071838","1.623552011","1.735631215","2.095635322","0.998247977","1.55671709","0.654456831","1.535403688","0.584176851","1.105787547","1.224503863"
"VNG0030H","0","default","1","24","0.0510259056694247","15.7731033282638","1.11487308668421","0.0119509560299177","-0.111555174466343","0.335823013734316","0.908297289555481","0.938808568016001","0.826648923","0.994828124","0.601195199","1.018977598","0.688126518","0.771281418","0.987640331","1.215222393","1.05900268","1.062654566","1.381231161","1.865974544","0.887905494","1.845471871","0.92190393","1.929689203","0.982521941","0.977287303","1.16502545"
"VNG0031H","1","mle","1","20.648275862069","0.129377182573882","0.910138789671645","1.22717685310526","0.0688043606855161","-0.0475950942287944","0.311128724970025","0.565363111488876","0.681844958579549","0.760249952","0.916910515","1.053496271","1.088921109","0.714763696","0.941722471","1.607140878","1.767516411","1.078114154","1.510547705","1.168908656","1.835288261","0.858681237","1.532821972","1.173614089","2.04749421","0.77572331","1.385169831","1.099275481"
"VNG0032H","0","default","1","24","0.0760125205804857","16.0499330740711","1.32340352605263","0.021605898536263","-0.100693364146704","0.292342741860565","0.839673807406645","0.888101283034604","0.73448461","1.043302777","1.071837446","1.251068384","0.877467657","1.911390957","1.492846971","1.582306922","1.049574366","1.825493609","1.481790142","1.419325987","0.673681917","1.748213678","1.146514474","1.834123289","0.959574539","1.171975383","1.869693887"
"VNG0033H","0","default","1","24","0.158913460683316","13.2782152846706","1.23633738431579","0.0589215066787285","-0.0587133049864303","0.383485668039608","0.61518648798115","0.722332471210744","0.510139893","0.948605733","1.026571299","1.508461567","0.975921426","1.810094828","1.742996317","0.933298998","1.049574366","1.35561637","1.118678692","1.865974544","0.796395396","1.313142798","0.691121612","2.445843293","0.667889186","1.260308841","1.469775143"
"VNG0034H","1","mle","1","21.0845070422535","0.217392577765077","14.2467856294448","1.41160527984211","0.130289554797728","0.0215757491474443","0.323019013096553","0.327338801350036","0.504010205397186","0.665580664","1.057581585","0.909740767","1.472481902","1.118906871","1.149828313","1.481874503","1.813247808","1.811038606","1.194830289","1.443250033","2.514961938","1.608269821","1.721379147","0.900616489","1.615404994","1.054709559","1.097781343","2.189015685"
"VNG0035C","0","default","1","24","0.0151541743347272","17.2787635079669","0.722499943210526","0.00398447537329316","-0.120517465205045","0.239503893507069","0.968565201401396","0.979172907903686","1.031764574","0.487319083","0.551487774","0.651936631","0.642656272","0.655040677","0.791558192","0.64167203","0.499636492","0.789130084","0.615577204","1.125284053","0.599215715","0.934364829","0.591447215","0.83467322","0.728345427","0.915418347","0.640971102"
"VNG0037H","0","default","1","24","0.0537645606582752","21.9231093825571","0.526734147421053","0.0683129098740718","-0.0481479763916692","0.277781050221965","0.567754548247205","0.684385191257304","0.53589572","0.480739604","0.638632821","0.293916532","0.329367685","0.498915817","0.372982585","0.426396675","0.647568375","0.670891268","0.615577204","0.395887881","0.619609353","0.63962594","0.826682471","0.477385497","0.73410567","0.312287005","0.491480698"
"VNG0038H","0","default","1","24","0.0932218540946479","20.9525402475978","0.634571632736842","0.0942481453146717","-0.0189708365209942","0.39036366066315","0.452974606102281","0.59309277394734","0.814523847","0.452214075","0.39729523","0.376433205","0.363551452","0.592806883","0.259835891","0.412118586","0.561234196","0.727612866","0.733809556","0.516172726","0.714316591","0.770090528","1.31902849","0.722797145","1.038222703","0.570807152","0.7139899"
"VNG0039H","1","burg","1","20.2297297297297","0.124463448110592","2.17082711919326","0.926136354263158","0.351273534449286","0.270182726255447","0.165503706612036","0.0313684404050938","0.203470964789798","1.047123516","0.935798249","0.983216845","0.819985327","0.771171317","0.799794355","0.757285522","0.807525908","1.211029497","0.871424511","0.86709994","0.801000694","1.112952018","1.057451095","1.239363732","0.893157951","1.088472859","0.730782743","0.801954652"
"VNG0040C","0","yule-walker","1","20.0939597315436","0.325427544649412","0.900429090029362","1.48931010936842","0.268010461951751","0.17651176969572","0.305556048181126","0.0824212110733171","0.285388749429144","1.366184401","1.897427128","1.768115754","0.540694789","1.093698021","1.810094828","1.23229528","1.609483512","1.747400001","1.343446371","1.589670208","1.144098963","1.885380759","1.568803975","2.637821618","1.031402833","1.787936034","0.83290136","1.410036243"
"VNG0041C","0","default","1","24","0.0744616130049894","5.74244795731625","1.42089551673684","0.0295751872566946","-0.0917279143362186","0.214272917893403","0.786493503441528","0.854992088943015","1.026695154","1.633903564","1.635983956","1.236058164","1.69914344","1.714166992","1.05544014","1.416504639","1.435316774","2.015865199","1.128548967","1.070675538","1.383414894","1.429752369","1.517500387","0.813742612","1.874472444","1.326074513","1.583755072"
"VNG0042G","0","default","1","24","0.384005161717856","5.93561321012884","1.74584669673684","0.324600279196705","0.240175314096293","0.463678370713883","0.0432999120443399","0.22219579143722","2.617402698","4.00736161","2.722129423","2.725205175","2.446663695","1.982051768","1.655272157","1.490752044","1.11737802","1.892544923","1.243042183","1.554855406","1.131732601","1.187531427","0.826682471","0.947684077","0.76963651","1.500435623","1.352725427"
"VNG0043H","0","default","1","24","0.328569694705432","2.6718737251972","1.90087328331579","0.2448079324751","0.150408924034487","0.343505283946613","0.105793590349122","0.315624172203489","3.805766679","2.738798372","2.290601493","1.712287712","2.580275896","2.442116764","1.241419751","1.908290874","1.94535319","2.186299816","1.720451406","1.479400375","1.406759421","1.124947346","1.350205736","1.094368629","1.357096277","1.893235089","1.838917557"
"VNG0045C","1","mle","1","21.695652173913","0.150503854446746","19.6620164226395","1.17283857184211","0.158459551420853","0.0532669953484601","0.240811021118105","0.251535890423328","0.440325409931428","1.021650641","1.236529051","0.856410387","1.177796717","1.093698021","1.012637173","0.803323699","1.34595515","0.994741302","1.015803634","1.099196363","1.479400375","1.220245063","1.418736809","1.70552336","1.913422574","0.893898259","0.991594148","1.003370139"
"VNG0046G","1","yule-walker","1","26.4955752212389","0.234654076977983","25.5798242263361","1.04688044447368","0.487432721249927","0.423361811406168","0.315107287994571","0.00476438694629089","0.150284893535317","1.95732812","1.435962207","1.199091779","0.936417761","1.426779182","1.021869019","1.161672906","0.886815729","1.11737802","1.295849168","1.099196363","0.969280137","0.560420037","0.569562317","0.624581995","0.841769049","0.82618306","1.138400538","0.822171058"
"VNG0047G","1","burg","1","26.972972972973","0.364953097848167","25.8123816990233","0.691452505789474","0.473481470457135","0.407666654264277","0.557304563420794","0.00590621534820346","0.150796987613705","2.016035784","1.050417919","0.293720797","0.268477534","0.436252573","0.431484706","0.451844563","0.704676894","0.753895206","0.782045696","0.753404983","0.386162472","0.594223061","0.527170825","0.514092605","0.515178208","0.657448972","0.928819471","1.072245341"
"VNG0049H","0","default","1","24","0.642621260155715","2.53275152536263","1.06907566573684","0.39037682350084","0.314173926438445","0.724321587135971","0.0190761951373978","0.188358159797355","3.465766152","2.218480162","0.772158378","1.228620723","0.753796911","0.556318716","0.615958449","0.909760535","0.671152184","1.249938295","0.882468556","0.907075844","0.342078513","0.480444815","0.245334466","0.786649307","0.510956907","2.157793263","1.557685473"
"VNG0050C","1","burg","1","27.4678899082569","0.445863743264632","0.817839966346937","1.65034445015789","0.311073893191133","0.224958129840024","0.355032719538011","0.050743584347313","0.239950632378097","2.016035784","1.976403691","1.25196513","0.709415017","1.352897507","1.192335472","1.717468333","1.637126869","1.64136596","1.776768747","1.455984051","3.361680266","1.293846952","1.354403004","1.258817093","1.548456656","1.021993563","2.205349273","2.584231185"
"VNG0051G","0","yule-walker","1","27.981308411215","0.270125092869679","26.4700083511561","0.998842922421053","0.332350826769874","0.248894680116108","0.364058239090026","0.0394808527364341","0.217254110915601","1.800109535","1.131961001","0.813193984","1.135909976","1.352897507","1.225243943","0.468822438","1.194703015","1.107429989","1.015803634","1.221394003","1.192524092","0.502661533","0.424521512","0.600730718","0.575110956","0.673171301","1.405447808","1.136378581"
"VNG0053H","1","mle","1","23.0307692307692","0.199980491066836","18.0373845255635","0.60755015431579","0.475118230084892","0.409508008845503","0.36207644451697","0.00576092091885383","0.150284893535317","0.354320168","0.392064165","0.374005183","0.369678942","0.27447884","0.691697919","0.852160705","0.780485531","0.701843413","0.602080412","0.472967476","0.762129213","0.96539194","0.73517013","0.97355196","0.631237586","0.84594052","0.411600778","0.352648051"
"VNG0054H","0","burg","1","20.5068493150685","0.211094898194437","17.5393238847469","1.45812996442105","0.0858439882579509","-0.0284255132098052","0.338646870925467","0.48771100701793","0.62272900291973","1.110879916","1.633903564","1.307169905","1.743572268","1.127438287","1.50964209","1.548940087","1.924608837","0.760667438","1.4439498","1.589670208","1.317272815","0.858681237","2.958051293","1.128796603","1.509626922","1.030076171","1.066332015","2.135189868"
"VNG0055H","1","yule-walker","1","21.8540145985401","0.386168342905534","13.2575562557366","1.42127805652632","0.250085459116809","0.156346141506411","0.384340906794307","0.100021692105289","0.311990390867415","0.591374089","1.163157428","1.295937566","1.564086168","1.180010328","2.747920668","1.515036244","1.144907629","1.360331314","1.142151918","1.455984051","2.621410209","0.65150855","1.734744526","1.505729247","1.066925793","1.244450634","0.970211475","2.048405237"
"VNG0057H","0","burg","1","26.7321428571429","0.132548922833127","10.7433584016713","1.27335073431579","0.0972939754534456","-0.0155442776148735","0.237075637040009","0.440931095289768","0.586545814589282","1.052293803","1.079367048","1.540080101","1.377901538","1.216413304","1.40392227","1.407292478","1.416504639","0.556237521","1.698433535","1.265074058","1.661482302","1.122303026","1.142484118","1.41478841","1.71402336","0.967163496","0.736112399","1.421786546"
"VNG0058H","0","default","1","24","0.272325527564147","1.71187424907766","1.29139296821053","0.147395475171713","0.0408199095681769","0.402519328871155","0.279242209163089","0.464561843435366","1.591554181","1.131961001","0.71445476","0.19032985","1.136034753","1.608657403","1.492846971","1.357464531","1.843721824","1.653100077","1.750944958","1.3730277","0.60932722","0.994004583","0.879820591","1.161178405","0.711334473","2.03593092","2.300772195"
"VNG0060G","0","yule-walker","1","27.4678899082569","0.246900778885571","0.00970607336259817","1.04905485568421","0.542996049468885","0.485870555652496","0.241905321846562","0.00190265319381566","0.130929561705551","1.800109535","1.253452385","1.026571299","0.982739043","0.96853655","1.059645746","0.751719452","0.857120296","1.078114154","1.284215727","1.13850633","1.079589357","0.902888514","0.764157348","0.826682471","0.813742612","0.800555718","1.426022642","1.117673079"
"VNG0061C","1","yule-walker","1","27.7222222222222","0.337986419014672","25.2828992228003","1.19044498142105","0.357579708177121","0.277277171699262","0.342063613155892","0.0290104190879135","0.198193980047403","2.383568528","1.359968791","0.785601513","0.786065226","1.060967482","0.985439046","1.583602637","1.10656987","0.854446352","1.261261224","1.508053624","1.317272815","0.551120124","1.057451095","0.770728488","0.900750978","1.576206409","1.335745677","1.433634768"
"VNG0062G","0","burg","1","20.648275862069","0.124268912242522","9.12045867197876","0.743225562052632","0.166807009805413","0.0626578860310898","0.296749587442171","0.232254886438526","0.421962818305846","1.078530705","0.773629447","0.65538292","0.903115335","1.037064","0.679256396","0.774232238","0.401724663","0.508653268","1.162938674","0.654617816","0.629813823","0.551120124","0.601248719","0.573308387","0.710662634","0.637055587","1.189132334","0.599798609"
"VNG0063G","1","burg","1","27.4678899082569","0.256356636148216","27.1978463659694","0.946228428947368","0.265351419373379","0.173520346795051","0.378630004761378","0.0848471288674152","0.288242986950621","1.986465084","0.56977562","0.551487774","0.74901414","0.801023134","0.93321469","0.751719452","0.949328685","0.901545946","1.152498432","1.221394003","1.407607074","0.696609929","0.832015969","0.776753709","0.710662634","0.472250546","1.415697848","1.099275481"
"VNG0064G","0","default","1","24","0.149773474463628","11.438117165986","1.368975348","0.0520721605728689","-0.0664188193555224","0.362118252652506","0.651931889169411","0.752590925448093","0.802576618","0.880271016","1.318499599","1.508461567","0.918383658","0.750565795","1.537555332","1.04254192","1.11737802","1.776768747","1.589670208","2.453179206","0.895365664","1.888793129","1.90197415","2.154177691","0.900967804","0.908790468","1.66461102"
"VNG0065G","0","default","1","24","0.0280708782393081","7.33410284956104","1.43360629205263","0.00369434848987205","-0.120843857948894","0.256319711323625","0.970824551393301","0.980215324578955","2.39533766","1.568613215","1.099949661","1.840897431","1.171081095","1.551308227","1.655272157","1.236094198","1.448210208","1.249938295","1.690488914","2.061172227","1.049640535","1.474676559","1.220210998","1.242541032","0.839302752","1.278758935","1.16502545"
"VNG0066H","0","default","1","24","0.0584287957309073","19.3157932525456","0.913177451","0.0337245717653792","-0.0870598567639485","0.259294236306845","0.759989315688202","0.832105090169564","0.65905627","0.535966983","1.219967745","0.886910923","0.688126518","0.807085791","0.774232238","0.69870223","1.107429989","1.072280931","0.922092412","0.774872123","0.851526721","1.142484118","1.403814","1.005538953","1.325400461","0.645860679","0.829022484"
"VNG0067H","0","default","1","24","0.0518694060713465","18.1828439576044","0.719208292578947","0.0381753402329682","-0.0820527422379107","0.339340071390536","0.732431915695224","0.814567468799137","0.692330553","0.518059026","0.585830015","0.490924886","0.314693634","0.463976879","0.490040058","0.625488606","0.708148065","0.775024908","0.563809139","0.619456423","1.349122451","0.934364829","1.12004061","0.870760756","0.90809326","0.741480923","0.893312538"
"VNG0068H","1","burg","1","21.695652173913","0.153090299785922","9.45352290139941","1.17229406605263","0.212737717997184","0.114329932746832","0.204718338060669","0.147555552969608","0.346510104820997","0.958283719","0.935798249","1.693444182","1.213879828","1.302478926","1.36621473","0.779965004","1.051456787","0.985885107","0.997646819","1.189626577","1.467185446","0.949371704","1.32333849","0.866224122","1.387090816","1.38955007","1.006110436","1.410036243"
"VNG0069H","1","burg","1","22.0147058823529","0.182813661767883","19.9476841676486","1.21795379605263","0.230573702482387","0.134395415292686","0.247805563160286","0.12283898085638","0.326693842503336","1.166965768","0.955075058","1.295937566","0.648013887","0.68291941","1.36621473","1.153134577","1.164571757","1.078114154","1.272686725","1.405712319","1.192524092","1.36045776","1.386196738","2.072076453","1.211382564","1.551567692","0.963186879","1.214383996"
"VNG0070H","0","default","1","24","0.0793164140929274","1.81005225906934","0.903852756631579","0.0952538828718552","-0.0178393817691629","0.208195066060271","0.448966382673835","0.589314426869801","0.934972008","0.768389168","0.983216845","0.709415017","0.857698406","1.118945408","0.821300668","1.078661393","1.200247686","1.152498432","1.061243677","1.212463266","0.690805788","0.644592216","0.735546049","0.704671987","1.021993563","0.785862882","0.690677917"
"VNG0072H","1","burg","1","22.6818181818182","0.214398899253598","9.90604855905779","1.24265492415789","0.256322500609872","0.163362813186106","0.248677272459641","0.0935571823691954","0.301941713049026","0.855647342","1.203364763","0.941693349","1.59266299","1.069057123","1.293810776","1.297603011","1.051456787","1.012693071","1.745010186","1.108894742","1.850567798","1.18008228","0.986346252","1.298644642","0.997062598","1.141155132","1.035783649","1.948907068"
"VNG0073C","0","burg","1","23.5748031496063","0.280943191916363","11.915867692077","1.36663622936842","0.2749648420388","0.18433544729365","0.274523051880714","0.0763611627895588","0.280175269148458","0.652595832","1.350756866","1.295937566","1.377901538","1.611158161","1.860053464","1.595328346","1.174530112","1.078114154","1.284215727","1.845706937","2.113082357","0.738627559","1.656081087","1.47096085","1.211382564","1.186999648","0.838975774","1.623679816"
"VNG0075H","0","default","1","24","0.0415871059141849","13.1600048058974","1.20786540510526","0.0138978664222633","-0.109364900274954","0.289602860140823","0.894077545220981","0.927007095435903","0.727284781","0.935798249","1.053496271","0.942086355","0.600190624","1.00348873","1.297603011","1.312009206","1.189561865","0.670891268","1.443250033","1.529285533","1.371888307","1.452040737","1.201354243","1.849715769","1.196387235","1.224203412","1.948907068"
"VNG0076H","0","default","1","24","0.21223915214408","10.7782123982021","1.30934810257895","0.171597516623672","0.0680472062016306","0.275327731451351","0.221784472488066","0.412207706407394","0.678823857","1.296780984","1.329927492","1.142786193","1.384080695","1.537293281","1.307211049","1.164571757","1.168474785","1.216575773","1.845706937","2.027275884","0.98168251","1.065661508","1.872581643","1.434864169","0.745763183","0.942416779","1.73513547"
"VNG0077H","0","burg","1","27.4678899082569","0.217637568921585","25.6144497736477","1.09570305468421","0.299586408012403","0.212034709013953","0.267564522023537","0.0579210627909316","0.248929662985737","2.128277915","1.341607339","0.806206315","0.936417761","1.110440013","0.814443699","1.05544014","1.024938301","1.068515689","1.121736711","1.051962053","1.027198345","0.726370374","0.948930615","1.182788895","1.031402833","0.859373958","1.316473371","1.265833712"
"VNG0079H","0","yule-walker","1","27.981308411215","0.204725918410224","13.0914234391393","1.35783414394737","0.179401383188755","0.0768265560873499","0.254980775471255","0.205610952385717","0.397315850020709","0.810521806","1.314528935","1.722926732","1.691743817","1.110440013","1.293810776","2.09600884","1.503499595","1.003677052","1.457030239","1.099196363","1.3730277","1.220245063","1.831253391","1.16451045","1.913422574","0.922513677","1.035783649","1.234708063"
"VNG0080H","0","default","1","24","0.04600542146561","10.9523604221075","1.354757392","0.0130366329798003","-0.110333787897725","0.210549223605296","0.900343568479505","0.932193513524941","1.132983319","1.2115715","1.307169905","1.583079836","0.939551655","1.282122133","1.386681224","1.380779387","1.168474785","1.331385628","1.468830424","2.113082357","1.170249857","1.253597242","1.448229086","1.979323531","0.982521941","1.426022642","1.174733996"
"VNG0081G","0","burg","1","25.8103448275862","0.247863539506639","11.4314750747558","1.40844682147368","0.19220722801226","0.0912331315137928","0.317925575535798","0.181300792623992","0.378145050493726","0.868384586","1.079367048","0.983216845","1.967258237","1.41598263","1.108836547","1.366371843","1.257324482","1.266408866","1.09179606","0.86709994","1.775421321","1.705276316","1.630660763","1.565512382","2.34447853","0.974812472","1.113852142","2.378428598"
