"CycID","PhaseShift","PhaseShiftHeight","PeakIndex","PeakSPD","Period","p","N","Nindependent","Nyquist","BH.Q","0","3","6","9","12","15","18","21","24"
"VNG0615C","18.8444348255215","2.7150483401546","30","2.94750659663147","21.0300429184549","0.193932904362815","9","4","0.1875","0.99999995435067","2.423509735","2.254748018","2.006650802","1.898525369","2.099762033","2.172009257","2.966771881","2.497088341","2.172738014"
"VNG0617H","18.4200456416057","0.469172913776651","1","1.57474454438106","28","0.604669482983623","9","4","0.1875","0.99999995435067","0.221175159","0.451612986","0.28160526","0.349485892","0.405739362","0.42911168","0.510620322","0.416313662","0.452173065"
"VNG0620G","23.9999526313781","0.487700126333076","1","1.01226561799731","28","0.835759253214483","9","4","0.1875","0.99999995435067","0.357755299","0.32993828","0.408598526","0.37796955","0.312175608","0.426160655","0.34604044","0.444655933","0.484109868"
"VNG0622H","17.9537807902532","2.2906787910771","36","0.911931924428177","20","0.871903109667424","9","4","0.1875","0.99999995435067","1.135741353","1.29491655","1.065440641","0.775126329","1.075523852","0.795793597","3.690847285","0.721538132","0.955097569"
"VNG0623G","4.77262471214414e-05","1.56436264577976","1","3.13299199967325","28","0.163277323965292","9","4","0.1875","0.99999995435067","1.570456798","1.259282676","1.053022692","1.049407569","0.908015159","0.843868562","0.854232689","0.864806041","1.243766164"
"VNG0624H","4.77262471214414e-05","1.65914166930931","1","0.631772006964931","28","0.951884361713938","9","4","0.1875","0.99999995435067","1.578687243","1.803638899","1.277756068","1.493022777","1.554959363","1.199833581","1.60398603","1.318198019","1.42990075"
"VNG0626G","4.77262471214414e-05","1.99696293132183","1","1.85968669291238","28","0.491907128418015","9","4","0.1875","0.99999995435067","2.013056737","1.723681202","1.536878473","1.710199802","1.345443185","1.67677487","1.109048242","1.271302114","1.668462173"
"VNG0627G","14.9453046920593","1.09510591645541","1","0.731503532470084","28","0.927548029684498","9","4","0.1875","0.99999995435067","1.023003983","1.393326772","1.087525462","1.025028741","1.087335882","1.100674","1.062718175","1.043370335","0.952267751"
"VNG0628G","14.6959633391149","0.351976486798392","36","0.957845563211788","20","0.855749948243595","9","4","0.1875","0.99999995435067","0.331642012","0.278103575","0.372018525","0.318956377","0.327903082","0.377681858","0.30369646","0.28041426","0.314838486"
"VNG0629G","12.0674821171917","0.839341377838012","1","0.726014421066762","28","0.929016202658296","9","4","0.1875","0.99999995435067","0.515814415","0.762060204","0.670523308","0.761084395","0.807418328","0.867486541","0.587686574","0.839551172","0.785228381"
"VNG0630G","17.8747328977224","1.51633889881568","1","1.38331061677989","28","0.684852514650018","9","4","0.1875","0.99999995435067","1.132776905","1.250528491","1.354894859","1.246820558","1.170532616","1.603224562","1.376265498","1.503791102","1.193156625"
"VNG0631C","17.4155108805048","2.24627046453631","1","0.629359147141101","28","0.95240997809715","9","4","0.1875","0.99999995435067","1.502208085","2.601390774","2.066334489","2.297290087","2.111260953","2.572099647","1.818475411","2.488878726","1.770474283"
"VNG0632G","5.59498666227458","0.568930976695421","1","1.32880368644009","28","0.707829388891303","9","4","0.1875","0.99999995435067","0.529473226","0.474213473","0.643566648","0.49334323","0.451333908","0.56552227","0.413548628","0.478066005","0.290598867"
"VNG0633G","9.23000482426696","0.638790697372127","1","2.67070163060174","28","0.249382507614338","9","4","0.1875","0.99999995435067","0.507788847","0.489336105","0.587670895","0.633922403","0.631489216","0.527812739","0.58327768","0.524243026","0.358747582"
"VNG0635G","18.3045736817035","0.507168089978307","1","1.66672645705466","28","0.567113499431005","9","4","0.1875","0.99999995435067","0.356821506","0.315311679","0.439661917","0.413067412","0.398057409","0.612230601","0.402286147","0.554428536","0.501658171"
"VNG0636G","10.1455819878639","0.445920647369124","1","1.41188943609491","28","0.672797382922362","9","4","0.1875","0.99999995435067","0.265576748","0.336915988","0.435813022","0.418496787","0.462563361","0.433576577","0.431577618","0.478066005","0.512186976"
"VNG0637G","23.4296181389404","0.519999520399129","1","1.27904032210641","28","0.728720747782224","9","4","0.1875","0.99999995435067","0.403458162","0.374081467","0.440952421","0.403471427","0.334231154","0.479205823","0.368451459","0.607981514","0.48843854"
"VNG0639G","18.6199162336556","0.483338137419835","1","3.2442869121502","28","0.147096048515655","9","4","0.1875","0.99999995435067","0.304237537","0.365058495","0.33772208","0.419591195","0.426180598","0.479205823","0.472393428","0.482812356","0.452173065"
"VNG0640G","18.7649076829886","0.387510278711468","1","2.01007747857868","28","0.437509606593707","9","4","0.1875","0.99999995435067","0.33864913","0.232782752","0.33772208","0.304309136","0.28449703","0.400498129","0.35483645","0.393647728","0.355568266"
"VNG0641C","19.9219421663178","0.404810752416788","1","2.24672507948095","28","0.360492595469101","9","4","0.1875","0.99999995435067","0.276195019","0.298196782","0.325096271","0.348574337","0.38839394","0.357396462","0.375925146","0.45954263","0.329168114"
"VNG0642C","20.8939170059259","0.359474635046441","4","1.09530077370475","27.0718232044199","0.80377630076818","9","4","0.1875","0.99999995435067","0.357755299","0.271395622","0.342707704","0.309115245","0.277590417","0.35128353","0.302935097","0.404156084","0.334088151"
"VNG0643G","15.1998708060941","0.476561982676569","1","2.3811441164195","28","0.321589915903722","9","4","0.1875","0.99999995435067","0.215469508","0.317518984","0.263247632","0.31154669","0.405739362","0.490920911","0.452659373","0.3697724","0.515235593"
"VNG0646G","17.9759884313611","0.378877351729817","20","2.39607456528712","23.0046948356808","0.31748428875443","9","4","0.1875","0.99999995435067","0.32056334","0.258461208","0.305690163","0.291093784","0.26355546","0.369943304","0.381629729","0.334988078","0.302027533"
"VNG0647G","11.8899981132067","0.35322084349071","1","0.390087590266351","28","0.989115132680383","9","4","0.1875","0.99999995435067","0.298722151","0.345243375","0.285762458","0.354079549","0.363756198","0.310250199","0.325809367","0.366137303","0.363030935"
"VNG0648G","8.9221916943947","0.316464036606215","1","1.66496683390677","28","0.567823118200443","9","4","0.1875","0.99999995435067","0.408765064","0.263008307","0.301243061","0.346758354","0.259981489","0.293586576","0.289552371","0.350793672","0.388671665"
"VNG0650C","12.1299225734665","1.2431323474321","1","0.669241016739705","28","0.943332561022155","9","4","0.1875","0.99999995435067","1.228375158","1.388475314","1.065440641","1.131975737","1.294978339","1.183387681","1.100728032","1.300948093","1.285032257"
"VNG0651G","18.8449584275053","2.4901372645268","1","1.07874848196468","28","0.810276560416263","9","4","0.1875","0.99999995435067","2.872256392","2.731574581","3.015799201","2.24978972","1.758269231","2.774946525","2.010540909","2.756379739","2.218339453"
"VNG0652H","4.77262471214414e-05","1.89129483144856","1","1.69292978983024","28","0.556591692010774","9","4","0.1875","0.99999995435067","1.851545223","1.778649264","1.550451458","1.266512229","1.720275595","1.237677348","1.186818036","1.698649801","1.512831257"
"VNG0653G","4.77262471214414e-05","0.862754848986891","1","2.14873120619939","28","0.391071135221843","9","4","0.1875","0.99999995435067","0.879112102","0.754127582","0.758359147","0.718587343","0.564603128","0.766155681","0.602624993","0.823125666","0.808877243"
"VNG0654C","15.5884422673452","1.90872695275628","1","1.3698844411488","28","0.690516267880387","9","4","0.1875","0.99999995435067","1.685281374","2.009597049","1.462178962","1.536537133","1.831783546","1.741639119","2.10875205","1.709874342","2.18567049"
"VNG0656H","4.77262471214414e-05","1.43977657358532","1","2.4454620611076","28","0.304206569626473","9","4","0.1875","0.99999995435067","1.440685713","1.299441105","1.163364275","1.177201212","1.038013748","1.199833581","0.942088128","1.421918147","1.404668737"
"VNG0657G","23.9999289503564","1.00106059338354","1","1.80908112714732","28","0.511087510944688","9","4","0.1875","0.99999995435067","0.819214879","0.955988179","0.850192625","0.820967081","0.866827108","0.972104578","0.951594841","0.948338788","1.010490732"
"VNG0659H","8.94194408025182","0.208029149472557","21","0.0627965312736472","22.7906976744186","0.999986275906446","9","4","0.1875","0.99999995435067","0.216033386","0.152636251","0.211919634","0.206751013","0.184800275","0.177401109","0.236279491","0.172240282","0.201140589"
"VNG0660H","17.9756997973106","0.814348333971448","36","0.183844246718065","20","0.999204645333678","9","4","0.1875","0.99999995435067","0.769407761","0.840241672","0.736454818","0.827424659","0.723872143","0.843868562","0.768759386","0.823125666","0.742183668"
"VNG0662G","18.37583934352","0.508149344141638","13","1.35463167038123","24.6231155778894","0.696948432579021","9","4","0.1875","0.99999995435067","0.493398218","0.380662668","0.444846705","0.469460045","0.506181817","0.439602123","0.567392839","0.465635937","0.476980496"
"VNG0664G","13.0004387730616","2.09790633667824","29","2.50708452522609","21.2121212121212","0.288284864780916","9","4","0.1875","0.99999995435067","1.808501395","1.927219386","1.555002373","1.958967679","2.060006777","2.098344302","2.010540909","1.957046852","1.673420279"
"VNG0665G","5.66491419451883","0.491693994939808","1","0.17165871283865","28","0.999380993952956","9","4","0.1875","0.99999995435067","0.460984372","0.439185375","0.544551861","0.434081694","0.450103142","0.485865492","0.456080946","0.520801611","0.384085781"
"VNG0666G","17.8730600223587","0.663175877160367","1","1.66090937105925","28","0.569460832226399","9","4","0.1875","0.99999995435067","0.484453621","0.62031882","0.521129927","0.56658338","0.606145885","0.597620639","0.693577208","0.626270445","0.522936759"
"VNG0667G","15.2466977679691","0.581569782504164","1","2.17591089881628","28","0.382402229215843","9","4","0.1875","0.99999995435067","0.528091225","0.482556294","0.506077691","0.457357966","0.547896059","0.610121797","0.532881232","0.582502973","0.668972387"
"VNG0668C","11.8852910488275","1.5501980833026","1","1.21432671469719","28","0.755632160200292","9","4","0.1875","0.99999995435067","1.761847521","1.7911005","1.222798","1.556733439","1.567749963","1.367929503","1.302324491","1.340082425","1.421440117"
"VNG0669H","4.13010823674075","1.5425594208689","19","3.37372044529742","23.2227488151659","0.130163941522867","9","4","0.1875","0.99999995435067","1.356635051","1.463054314","1.653718486","1.168013827","1.108319947","1.009709407","0.893714189","1.078301474","1.517326882"
"VNG0670H","4.59129578267795","0.913447797464083","2","2.13964157431966","27.683615819209","0.394002291255752","9","4","0.1875","0.99999995435067","0.795998501","0.952659501","0.885804094","0.844894281","0.796469246","0.79032088","0.770691498","0.825840762","0.757760623"
"VNG0671H","4.63193261315041e-05","1.10714614024763","1","1.79145411490728","28","0.517864727224679","9","4","0.1875","0.99999995435067","1.138713559","0.955988179","1.065440641","0.876358319","0.750030292","0.926262533","0.802274079","0.879163343","0.792249506"
"VNG0673G","4.31254712048711","0.994816356777488","1","3.15932997164395","28","0.159305387191943","9","4","0.1875","0.99999995435067","0.904752601","1.032234908","0.939280543","0.942845214","0.779258706","0.782182292","0.740352208","0.760574972","0.685042467"
"VNG0674C","4.2609612516982e-05","0.837136629883666","1","0.911545660545586","28","0.872035991587814","9","4","0.1875","0.99999995435067","0.886032021","0.649094016","0.880626842","0.726133576","0.628049829","0.745296512","0.605657937","0.758074449","0.678971439"
"VNG0675C","23.9999526313781","0.877777902860187","1","0.637504252929408","28","0.950623391775524","9","4","0.1875","0.99999995435067","0.68582646","0.843177552","0.765056617","0.68558809","0.754137681","0.83230181","0.702336919","0.859128986","0.863442062"
"VNG0676C","4.77262471214414e-05","1.28494680948988","1","2.75417591500286","28","0.231344751655617","9","4","0.1875","0.99999995435067","1.297678577","0.993380275","0.855190952","0.916144068","0.796469246","0.913566422","0.820604689","0.957754119","1.285032257"
"VNG0677H","14.5929906450235","1.68190092938048","1","1.50868826696068","28","0.632121930738544","9","4","0.1875","0.99999995435067","1.794376982","2.647156948","2.165542637","1.469809331","1.724979534","1.834152972","1.338784622","1.772948338","1.258616409"
"VNG0678G","5.15428702314521","0.891537282483738","8","1.05882982510048","25.9259259259259","0.818021014174979","9","4","0.1875","0.99999995435067","1.007087041","0.756762572","0.947575826","0.897201236","0.681666037","0.888693883","0.509340204","0.911593998","0.952267751"
"VNG0679G","9.00993114635758","0.426664138224362","1","1.51104704153292","28","0.631136257057313","9","4","0.1875","0.99999995435067","0.38896253","0.392801972","0.42696279","0.429570566","0.410195428","0.415990973","0.447013699","0.495700946","0.426119522"
"VNG0680G","5.41134775442939","0.694624657826284","13","0.767012290406075","24.6231155778894","0.917706186961381","9","4","0.1875","0.99999995435067","0.75941872","0.60747169","0.734299488","0.696415931","0.575499181","0.662796725","0.527557591","0.817722224","0.680989113"
"VNG0681G","20.5542828887387","0.479405482579191","1","1.09604791598967","28","0.803481569601292","9","4","0.1875","0.99999995435067","0.305033719","0.464392262","0.413416994","0.4444057","0.479278746","0.418871576","0.495468958","0.482812356","0.458931644"
"VNG0682C","4.95893653691821","3.6916889718107","36","0.917376687524206","20","0.870024490116505","9","4","0.1875","0.99999995435067","2.917652209","3.086254457","4.312151832","2.563621287","2.28524913","3.545255707","2.349099488","3.6950839","3.370772732"
"VNG0683C","12.0222739224249","0.548472637615377","36","0.33789381953382","20","0.993240939043502","9","4","0.1875","0.99999995435067","0.301861439","0.660513503","0.43453756","0.511715435","0.559996773","0.511674105","0.448137172","0.598052786","0.588837808"
"VNG0684G","6.29659544258101e-05","0.513208545955365","1","2.075875181624","28","0.415014167507204","9","4","0.1875","0.99999995435067","0.518517694","0.477533152","0.462123279","0.446733065","0.3491577","0.390940844","0.397268739","0.46257925","0.376190297"
"VNG0686C","11.8463812167358","0.829195349277069","1","2.40417246696436","28","0.315275347393882","9","4","0.1875","0.99999995435067","1.012364979","1.154124744","0.880626842","0.767070947","0.890823509","0.782182292","0.772628467","0.823125666","0.86600792"
"VNG0688H","0.989943377095854","2.62706134977885","1","2.95648706964795","28","0.19233546043591","9","4","0.1875","0.99999995435067","2.634914092","2.574311747","2.529469766","2.327485761","2.00451571","2.172009257","2.267981417","2.015917549","2.432072701"
"VNG0689G","10.4597088080642","2.73641776691208","1","3.09327304236763","28","0.169440479697965","9","4","0.1875","0.99999995435067","1.56635768","1.766284585","2.121566083","2.787080491","2.781760168","2.367685295","2.564815953","2.247338138","0.957935797"
"VNG0690C","14.5848535290583","1.40885967199721","4","2.81804694375158","27.0718232044199","0.218328584406946","9","4","0.1875","0.99999995435067","1.112241297","0.867036915","1.201482437","1.359044995","1.390261145","1.358522176","1.436264916","1.163145758","1.218198604"
"VNG0692C","12.6964535250648","0.792238902552609","36","0.139260728232434","20","0.999714400238047","9","4","0.1875","0.99999995435067","0.620986599","0.946036875","0.711003145","0.795636828","0.845783519","0.695599473","0.880354991","0.726305998","0.825853964"
"VNG0694G","8.8921433319409","1.38540815025041","1","1.74627376836624","28","0.535451535803735","9","4","0.1875","0.99999995435067","1.562269262","1.369237821","1.285268063","1.439418532","1.341774224","1.203980644","1.084274401","1.163145758","1.591101036"
"VNG0697H","3.71542415687861","1.06061622698088","1","0.640880652449825","28","0.949872601231074","9","4","0.1875","0.99999995435067","0.845314786","1.29491655","0.912150509","0.933046838","1.060939096","0.873493605","0.88700944","0.970453463","0.863442062"
"VNG0698H","18.4812432715831","0.681030362561065","19","1.61666938053968","23.2227488151659","0.587440690614819","9","4","0.1875","0.99999995435067","0.537841514","0.501430785","0.503119822","0.452604942","0.472779435","0.515217283","0.822667103","0.519089384","0.576733325"
"VNG0700G","6.53138241967689","2.27975704363257","36","1.21941338719835","20","0.753531078879197","9","4","0.1875","0.99999995435067","1.672119311","1.947491688","2.463619049","2.091140634","2.193536042","2.375868881","1.404181732","2.292183861","3.020292086"
"VNG0702H","9.32258948707215","0.207753797486737","36","0.38577927187407","20","0.989503827266606","9","4","0.1875","0.99999995435067","0.198700601","0.106198041","0.19238273","0.207833774","0.189398214","0.182366167","0.179721937","0.151980621","0.254275248"
"VNG0703H","15.0403796507124","0.717590910381875","36","0.0855888052234723","20","0.999954725197465","9","4","0.1875","0.99999995435067","0.484453621","0.90094981","0.51054713","0.539154573","0.666936227","0.760886786","0.624178863","0.62011381","0.647489753"
"VNG0704C","18.1135603807399","0.715621856286129","36","1.89268230203875","20","0.479630630408869","9","4","0.1875","0.99999995435067","0.696665901","0.658213646","0.641683167","0.557774169","0.546401972","0.649216278","0.790281724","0.592173547","0.643658597"
"VNG0705C","3.63723118134641","1.14492515320595","1","1.5512319172873","28","0.614402444560707","9","4","0.1875","0.99999995435067","1.055596542","1.199266664","1.173638559","0.996000178","1.249814514","1.006231504","0.975783453","1.033113343","0.955097569"
"VNG0707C","4.77262471214414e-05","2.26684838461892","1","3.10345052505212","28","0.167841134348097","9","4","0.1875","0.99999995435067","2.252492162","2.139812537","1.897959943","1.839947956","1.715584484","1.74765886","1.404181732","1.832305119","2.090522014"
"VNG0708H","15.1527399958861","0.744308464434884","3","1.29369432780428","27.3743016759777","0.72258209389641","9","4","0.1875","0.99999995435067","0.519874641","0.713194065","0.589395838","0.578545795","0.679807166","0.804073811","0.646503642","0.677775757","0.58189019"
"VNG0709C","5.26936164554105","0.701403068964664","1","0.689507273385184","28","0.938406660562238","9","4","0.1875","0.99999995435067","0.741764121","0.629034164","0.749520302","0.67846322","0.624629174","0.722507998","0.528883494","0.69586886","0.621143034"
"VNG0711C","14.4221108395197","0.897336729784956","1","0.688124424592477","28","0.938749371479554","9","4","0.1875","0.99999995435067","0.812816803","1.259282676","0.823219463","0.775126329","0.908015159","0.910419679","0.802274079","0.79384234","0.687078182"
"VNG0713C","23.9999251818245","2.06949328515182","1","2.36617891859731","28","0.325748035644647","9","4","0.1875","0.99999995435067","1.822736989","1.841783202","1.629660617","1.417038522","1.327198159","1.840492475","1.458059928","1.8023824","2.071995255"
"VNG0715G","15.9542407401978","0.463106286758131","1","1.71225271835428","28","0.548889286971838","9","4","0.1875","0.99999995435067","0.197148748","0.437656165","0.295125596","0.402419063","0.446430943","0.450349025","0.475964167","0.441736971","0.457571894"
"VNG0716G","23.9999526313781","1.87875214451594","3","2.65747684803626","27.3743016759777","0.252349877025615","9","4","0.1875","0.99999995435067","1.851545223","1.705738642","1.605952736","1.50084178","1.249814514","1.665243596","1.376265498","1.826281095","1.845571621"
"VNG0717H","0.215512237729362","1.41560200543898","1","2.34480696074944","28","0.331761075567108","9","4","0.1875","0.99999995435067","1.363744899","1.530922115","1.170203755","1.140879653","1.058045965","0.94238108","1.052101307","1.174693743","0.96363758"
"VNG0718C","23.9999526313781","2.39743107778535","1","2.45976722201994","28","0.300447003016822","9","4","0.1875","0.99999995435067","2.234900177","1.664595647","1.518965811","1.787841079","1.521358957","2.120177525","1.777854436","2.160261696","2.396256139"
"VNG0719G","21.6551087817265","1.3185869338182","36","0.779614656697138","20","0.914073217483519","9","4","0.1875","0.99999995435067","1.199818486","1.483609909","1.081169211","1.174130749","1.284413166","1.191582258","1.332080409","1.32254612","1.304239485"
"VNG0720G","14.9285004518271","2.35802383495354","36","1.19643875839216","20","0.762997624118651","9","4","0.1875","0.99999995435067","2.20588499","1.913821889","2.102993437","2.203271504","1.826788358","2.653225849","2.151526077","1.611465864","1.703479867"
"VNG0723G","23.9999526313781","0.95777026740445","1","2.14955066221016","28","0.390807671408557","9","4","0.1875","0.99999995435067","1.287543694","1.285914648","0.776350767","0.751210455","0.883555662","0.804073811","0.757268007","1.085426803","0.902740953"
"VNG0724H","23.9999526313781","1.33555869805893","1","1.12803612800872","28","0.790762734168846","9","4","0.1875","0.99999995435067","1.138713559","1.046737584","1.02861931","0.925764939","0.993638498","0.804073811","1.429072552","0.893759002","1.42990075"
"VNG0725H","17.8709180803104","1.520904462235","21","0.92333162933089","22.7906976744186","0.867958146364999","9","4","0.1875","0.99999995435067","1.36018533","1.237511187","1.387038935","1.413342498","1.397874627","1.281127532","1.699314383","1.335676669","1.186096792"
"VNG0726C","8.97126002817433","0.826898231709991","1","0.230458692347303","28","0.998205096460758","9","4","0.1875","0.99999995435067","0.86996954","0.688746698","0.794769228","0.849319016","0.758267563","0.71753927","0.802274079","0.719165949","0.818535028"
"VNG0727C","17.0327849568816","0.41797946621266","1","0.624672456580838","28","0.953422164986769","9","4","0.1875","0.99999995435067","0.329913005","0.413900494","0.323196184","0.407708475","0.470204456","0.297666638","0.535563164","0.311577135","0.312975606"
"VNG0729H","9.11924901875165","1.19360960832964","36","1.99516619489347","20","0.442720634885687","9","4","0.1875","0.99999995435067","1.115152004","0.959328488","1.13640377","1.230644912","1.093290457","1.056031326","0.810369914","0.954605334","1.243766164"
"VNG0730C","17.66238971027","1.57643291678647","36","2.39977926050046","20","0.316472168407233","9","4","0.1875","0.99999995435067","1.440685713","1.290407749","1.068567942","1.306833483","1.517210282","1.316983404","1.725101113","1.412583906","1.01349357"
"VNG0731H","12.0338791831385","1.75684536412583","1","1.00522780032375","28","0.838391879621035","9","4","0.1875","0.99999995435067","1.785022045","1.134171309","1.545913863","1.714672137","1.567749963","1.958424826","1.295802859","2.232585394","2.011417052"
"VNG0732G","17.4249284573868","4.555552857308","4","2.36687561295612","27.0718232044199","0.325553501334354","9","4","0.1875","0.99999995435067","2.932943031","2.665688075","3.995757361","3.609434412","3.828883468","4.126494037","4.840172895","3.610880401","2.172738014"
"VNG0733H","9.12783614625346","1.26553940679443","1","0.0999119130764072","28","0.999918264786118","9","4","0.1875","0.99999995435067","1.514032695","0.913607959","1.110068065","1.33791463","1.151510782","1.04876894","1.386668447","0.899664889","1.355532585"
"VNG0734G","15.3527379984394","1.1312936098104","14","2.37227015965906","24.3781094527363","0.324050372106891","9","4","0.1875","0.99999995435067","0.741764121","0.913607959","0.708922303","0.751210455","1.063840138","1.037968898","1.18980085","0.859128986","0.900066259"
"VNG0735G","14.8815910827124","1.01290366736707","1","0.45200091592134","28","0.982512922578159","9","4","0.1875","0.99999995435067","0.893006409","1.110682022","0.865275937","0.880947833","0.890823509","1.175249458","0.808338328","0.964082881","1.221818679"
"VNG0736G","11.751293892622","1.50136953466892","33","1.22870826662908","20.5020920502092","0.749684717420069","9","4","0.1875","0.99999995435067","1.247789544","1.45796007","1.362860358","1.310250977","1.633298551","1.307926436","1.041590504","1.326908565","1.379881967"
"VNG0737H","18.0636248299344","1.1777996217694","36","1.51888413436029","20","0.627863873910212","9","4","0.1875","0.99999995435067","1.206106491","1.050394979","1.113326358","0.933046838","0.917987512","1.016701319","1.322086985","0.976866141","0.989718514"
"VNG0738H","9.20495849571485","1.34120619264601","18","1.06236110403075","23.444976076555","0.81665449179096","9","4","0.1875","0.99999995435067","1.209262841","1.061444019","1.201482437","1.289879258","1.424851657","1.059681356","1.703585246","1.194195726","1.01349357"
"VNG0740C","9.15239406361102","1.61912295983398","36","1.3391889569959","20","0.703456351462406","9","4","0.1875","0.99999995435067","1.478835195","1.422793578","1.339103257","1.760043813","1.521358957","1.285555577","1.359100391","1.357851252","1.567669265"
"VNG0741H","20.774009179396","0.543962919869975","11","1.23143633258154","25.1282051282051","0.748554137752127","9","4","0.1875","0.99999995435067","0.447920171","0.586648348","0.439661917","0.434081694","0.479278746","0.520578106","0.523599792","0.558092155","0.529180488"
"VNG0742H","15.1295691942572","1.25216525363671","1","1.40737528345874","28","0.674701106462268","9","4","0.1875","0.99999995435067","1.478835195","1.237511187","1.370872687","1.019688603","1.032360237","1.358522176","1.172015762","1.029716802","1.610098369"
"VNG0743H","4.77262471214414e-05","1.04237299577837","1","0.89460145947461","28","0.877813156048729","9","4","0.1875","0.99999995435067","1.063905655","0.90409781","0.987266323","0.836113845","0.841176984","0.955477638","0.718384133","1.009570776","0.848205772"
"VNG0745G","15.2672856437926","1.37980091437432","1","2.25052905501504","28","0.35934336194531","9","4","0.1875","0.99999995435067","1.525950382","1.766284585","1.126455447","0.894861089","1.284413166","1.450567971","1.241671189","1.464691426","2.071995255"
"VNG0746C","12.2892577512663","1.11420009346129","3","0.935258754353024","27.3743016759777","0.863783399773755","9","4","0.1875","0.99999995435067","1.055596542","1.509711004","0.995985393","0.880947833","1.09927764","1.246247864","0.744078318","1.292407966","1.47734248"
"VNG0748G","23.9999526313781","2.37035182400159","1","1.99519777875134","28","0.442709553690598","9","4","0.1875","0.99999995435067","1.144681325","0.861009513","1.166779004","1.035793064","0.940827579","1.517114931","1.1838427","1.659941003","2.396256139"
"VNG0749G","4.77262471214414e-05","1.21038630784287","1","1.4739583549945","28","0.646671350416586","9","4","0.1875","0.99999995435067","1.165815882","1.224629385","0.922907198","0.983078554","1.111350548","0.972104578","0.732955871","1.053729161","1.165166941"
"VNG0750C","18.0523121122886","1.37755141990895","36","1.71324995708784","20","0.548493122046141","9","4","0.1875","0.99999995435067","1.421981627","1.31769797","1.308070072","1.259914023","1.142116099","1.406214767","1.322086985","1.348937582","1.229091135"
"VNG0751C","3.90756988560145","0.984212497461701","1","1.45325705534713","28","0.655371226117034","9","4","0.1875","0.99999995435067","0.698489058","1.20345701","0.87036294","0.763074703","0.900607053","0.70770409","0.753475846","0.698164197","0.672954215"
"VNG0752G","17.5469872087395","1.11297910738221","8","3.02713492339834","25.9259259259259","0.180179698437756","9","4","0.1875","0.99999995435067","0.849744909","0.764722911","0.931057879","0.998604813","1.010052437","1.041556497","1.15160222","0.993083837","0.762270933"
"VNG0753G","11.7566368557926","0.90237162650694","36","0.552327049318099","20","0.967561141812131","9","4","0.1875","0.99999995435067","0.806468696","0.98303974","0.696564516","0.867250899","1.001811852","0.681346911","0.784352938","0.712096091","1.056482429"
"VNG0754C","17.8225155758751","1.23530621775321","36","2.70589503969877","20","0.241633088132287","9","4","0.1875","0.99999995435067","1.168866792","1.195090909","1.081169211","1.105678765","1.09927764","1.233414218","1.210891509","1.202086875","1.065928973"
"VNG0755C","8.49436895643104","1.25699557499916","1","0.307287457545386","28","0.995101058835112","9","4","0.1875","0.99999995435067","1.206106491","1.195090909","1.350929585","1.111469236","1.338115268","1.037968898","1.38319209","1.064190832","1.127750068"
"VNG0757G","18.1790216462141","1.18801072886666","36","2.15444786898937","20","0.38923588673296","9","4","0.1875","0.99999995435067","1.174992586","0.955988179","0.953146675","0.901899904","0.943400187","0.948906765","1.359100391","1.002943407","0.92442663"
"VNG0758C","8.96541340271391","0.817293740703086","1","0.899348102340179","28","0.876205117947417","9","4","0.1875","0.99999995435067","0.812816803","0.686348534","0.813624656","0.812435305","0.772901068","0.722507998","0.847824135","0.700467105","0.626696989"
"VNG0759H","23.9999526313781","0.565811892840812","1","2.52766323079556","28","0.283125324002505","9","4","0.1875","0.99999995435067","0.522599199","0.450040504","0.473086879","0.513053619","0.515950419","0.536997581","0.560316182","0.522519485","0.575024546"
"VNG0761G","4.88222693276123","1.58745459392094","6","1.73333865100216","26.4864864864865","0.540541634022012","9","4","0.1875","0.99999995435067","1.346039718","1.658799652","1.541389547","1.473653022","1.413226903","1.263567351","1.498880058","1.125466123","1.408842939"
"VNG0762H","8.96922612785001","0.757296267236473","1","0.339071389255382","28","0.99316143906787","9","4","0.1875","0.99999995435067","0.800170168","0.560641451","0.801788255","0.775126329","0.634947439","0.766155681","0.641653496","0.677775757","0.639850109"
"VNG0763G","17.0249656537165","1.95738924524556","1","0.750400561501378","28","0.922383867897267","9","4","0.1875","0.99999995435067","1.628983682","2.016618762","1.774233409","1.688012498","2.032071836","1.938257304","1.827627596","2.062927501","1.451273311"
"VNG0764C","23.999939351938","1.10520777112611","1","1.63586582610231","28","0.579611971631774","9","4","0.1875","0.99999995435067","0.793920831","0.81427452","0.862743595","0.783266306","0.811839991","0.978836088","0.806311836","1.012900865","1.094778433"
"VNG0765H","3.84684930301592","1.47185994647523","1","2.54098045745838","28","0.279827973115903","9","4","0.1875","0.99999995435067","1.325096655","1.530922115","1.483764382","1.263208818","1.40169699","1.096882772","1.078844695","1.118077954","0.757760623"
"VNG0766G","15.2818056136705","1.6769694864047","16","0.302059721891392","23.9024390243902","0.995380396574272","9","4","0.1875","0.99999995435067","1.729907771","1.493995755","1.653718486","1.504766623","1.58930186","1.918297463","1.355693146","1.893649114","1.610098369"
"VNG0767H","11.9739532336441","0.537758054074499","36","0.403772705301258","20","0.987820765225964","9","4","0.1875","0.99999995435067","0.439800026","0.530210226","0.484310584","0.469460045","0.573929821","0.502922398","0.429416413","0.554428536","0.58189019"
