"CycID","BH.Q","ADJ.P","PER","LAG","AMP","0","3","6","9","12","15","18","21","24","27","30","33","36","39","42","45","48","51","54"
"VNG0045C","1","1","27","22.5","0.150665971299593","0.965603631","0.399566764","0.300982005","1.114581303","0.653610438","0.281883369","0.701116613","0.658491215","1.113594121","1.1859315","0.824719381","0.689112622","0.597264198","0.999158586","0.472385751","0.682891312","0.838156885","0.679678037","0.814469579"
"VNG0046G","1","1","27","9","0.159579690793873","1.588356069","1.639571363","1.537828854","0.85336849","1.250634892","1.198136726","0.811998961","0.824498673","0.653847639","0.773323995","1.011861055","0.879527402","0.79656035","0.533892905","0.903115711","0.797419379","0.631223998","0.770625522","0.950020577"
"VNG0047G","0.649219021546614","0.00535382017004972","27","25.5","0.179315802610793","1.445130017","0.713839681","0.347941738","0.214334093","0.472512387","0.518411319","0.437592988","0.54358671","0.679194943","0.857607262","0.540196405","0.319764659","0.412463079","0.51837693","0.406011407","0.601532578","0.626531524","0.679678037","1.191957593"
"VNG0049H","1","0.826343045806599","24","1.5","0.42049188879375","7.025200678","1.151980379","1.085899444","1.815066177","1.323231694","0.550978912","0.530850162","1.117612124","1.282564067","1.011979215","0.842352611","0.160565275","0.231889281","0.427947529","0.120182011","0.820218478","0.795502041","1.14098875","0.827775498"
"VNG0050C","1","0.566900559689272","27","25.5","0.131487606926897","1.578380853","1.009922094","0.573771828","0.952882569","0.691551189","0.990415233","1.008150258","0.641302495","1.325065218","0.991256846","0.46913754","0.699073914","0.473079084","0.283185983","0.320593632","0.84963619","0.665070248","0.718066313","0.703939885"
"VNG0051G","1","1","21","4.5","0.147545017635004","1.628891357","1.059430112","0.499944187","1.815066177","0.596345272","0.599126002","0.518685088","0.41725185","0.45681096","0.615916962","0.630853249","0.291284022","0.362087761","0.488684651","0.489867742","0.466739207","0.535662041","0.643342023","0.58425445"
"VNG0053H","1","1","21","15","1.01191139024196","0.691492623","0.722431703","0.63047391","0.533236033","1.323231694","2.359823207","2.974227771","2.343843829","1.970131352","2.190918685","3.677664764","3.856890324","3.55057887","2.975420259","3.050999715","1.579697001","1.862373331","1.856198642","1.969833355"
"VNG0054H","1","0.307776451856377","21","15","0.510452046428298","0.745796442","0.726766417","0.734144276","2.147866246","2.214354976","1.363750579","1.929454941","0.904471021","1.175774145","0.578849931","0.496364585","1.180384963","0.7644588","1.897662352","0.824685323","0.522450726","0.870017898","1.15904122","1.324359377"
"VNG0055H","1","1","21","19.5","0.152325847192779","1.258095288","1.535153191","1.255323354","1.251802263","1.215844024","1.235198148","2.358806439","0.979164873","1.144261847","0.805994858","0.311652651","0.905138753","1.033620594","0.921321264","0.785679693","0.335136567","1.301724826","0.901609705","0.733043625"
"VNG0057H","1","0.686451287935708","21","10.5","0.163392059833067","1.25019418","1.145109525","1.101757995","1.957348017","2.293839823","0.546798626","1.281041648","0.966300706","3.09278754","1.697486832","1.577840565","1.572829028","1.084434155","1.351827823","0.696047192","1.461861386","0.825741608","1.756965098","1.471468255"
"VNG0058H","0.953385175112151","0.0583948419756192","27","22.5","0.427643322119724","1.463453905","0.762393685","0.687775526","0.150417415","0.929988197","1.416683259","1.99002667","1.555533269","1.534437101","1.551921364","0.96312544","0.411060815","0.666508077","0.583283377","0.559688481","0.944372571","0.76636988","0.975228024","1.816523371"
"VNG0060G","1","1","21","4.5","0.100230604324105","1.409167667","0.804566202","0.812564071","1.021630311","0.929988197","0.741532049","0.619574071","0.835475058","0.905854443","0.925198437","0.84831374","0.517168848","0.80755768","0.85583469","0.780935537","0.74315581","0.743834181","0.827031828","0.919724199"
"VNG0061C","1","0.307776451856377","27","0","0.248137414557916","2.596335316","0.917738591","0.905903867","0.920263482","0.95659942","0.741532049","0.904774537","1.217934791","1.361556734","1.67423398","0.910295201","0.317478278","0.622344825","0.394609188","0.721806417","0.545016289","0.590225997","1.14098875","0.834509753"
"VNG0062G","1","1","21","16.5","0.377713168090151","1.539102529","1.420289922","1.526721091","1.251802263","1.896083772","1.540479603","1.785969348","2.934733346","1.664732872","1.895520603","3.355510958","2.978826622","4.15700103","2.199182948","2.160293034","1.993318007","2.211057047","1.885567003","1.532304742"
"VNG0063G","0.492295453211361","0.00266660037156154","27","0","0.12675041929255","1.980204631","0.54211342","0.514653253","0.509037641","0.587992033","0.462446007","0.499026309","0.766656032","0.821455159","0.77867569","0.536400427","0.402306214","0.423930646","0.345564417","0.238269321","0.697483054","0.556024261","0.643342023","0.957749341"
"VNG0064G","1","1","24","12","0.182895088925588","1.021935432","0.956985547","1.054863854","1.48995002","1.233116767","1.494258384","1.000389677","0.645557147","2.196287224","0.518374812","0.510565057","1.21475712","0.479610424","1.237359595","0.667154302","0.957777756","1.056289866","1.283549893","0.957749341"
"VNG0065G","1","1","21","7.5","0.212773198480058","1.290202229","1.463414251","0.92582097","1.181200828","1.141062262","0.741532049","0.757444642","0.766656032","1.048987361","0.741977439","0.608997441","1.067562775","0.652939762","0.701346481","0.860400513","0.867790867","1.129661376","0.937696674","0.965540981"
"VNG0066H","0.649219021546614","0.01406641213351","27","10.5","0.437564706960961","0.629138998","1.689353745","1.255323354","1.311309851","1.133042429","1.47167047","1.213586681","0.82996872","0.668213662","0.687771633","1.38975026","2.333920487","1.851155885","1.762778451","2.108585894","1.251903913","0.973053678","0.908714248","0.85504302"
"VNG0067H","1","1","24","15","0.0740347103759269","0.621261556","0.62581141","0.522169285","0.661003638","0.626527249","0.61297231","0.634105363","0.505451426","0.682895328","0.646380254","0.696312828","0.601281341","0.791117974","0.837111915","0.800085786","0.507928491","0.660126163","0.758622762","0.890393979"
"VNG0068H","1","0.566900559689272","24","9","0.0530765105052765","1.041433745","0.722431703","0.899360509","1.051719108","0.860562815","0.824965534","0.818298091","0.813666495","0.76128644","0.566996781","1.109007181","0.704108428","1.084434155","0.862168213","0.655141732","0.466739207","0.695522149","0.915874773","0.997346598"
"VNG0069H","1","1","21","15","0.161715792497586","0.779422158","1.489914837","1.142425031","0.755425125","1.033772498","1.189046442","1.483639766","1.640036131","0.988128854","1.227538888","1.198457631","1.528325049","1.456239555","1.382062692","1.529618627","1.006212208","0.896376544","1.079990776","1.030199914"
"VNG0070H","1","1","27","9","0.0960993308337017","0.779422158","1.158892459","1.054863854","0.680471349","0.842544928","0.87013922","1.055994484","1.178325338","0.713233482","1.099292245","1.09347588","1.642026618","1.226865597","1.175116932","1.338799793","1.079683564","0.916668285","0.860133814","0.904940268"
"VNG0072H","1","1","21","4.5","0.149932513477099","1.226787335","0.644812951","1.40970554","1.230189839","1.086093359","1.263744621","0.793391022","1.234148911","1.275614275","1.342678274","0.790552561","1.13064168","0.835719852","0.970121079","0.953710308","0.791819321","0.93741938","1.168174283","1.013640163"
"VNG0073C","1","1","27","3","0.380313313568766","0.895294948","1.709687391","0.953059935","2.709288106","1.259487061","0.824965534","0.811998961","1.162844622","2.160777467","1.253200768","0.768564727","2.095749462","1.636248234","1.674105744","0.659121695","0.702415928","0.987683836","1.466768809","1.038580966"
"VNG0075H","1","0.307776451856377","27","22.5","0.274651177399421","0.6173599","0.934357678","0.939341723","0.746704945","0.785165805","1.395268007","1.09759462","1.740601253","1.786572417","1.520142562","1.085791988","0.7091792","1.177422656","1.228269901","1.096261964","1.333881393","1.104654733","1.930493075","2.297669883"
"VNG0076H","1","1","21","12","0.441352388781104","0.579665946","0.85929125","0.800868137","2.30282863","2.245812945","0.572364634","0.639024472","0.787204582","1.738689921","0.547778444","1.589006568","1.171944978","1.252360291","1.509917415","0.730602952","0.999145855","0.987683836","1.105722952","0.643914531"
"VNG0077H","0.649219021546614","0.01406641213351","27","24","0.195167214021657","1.702333164","0.49263048","0.390732312","0.477547647","0.686690696","0.581149565","0.62922412","0.680626424","0.930801141","0.650853451","0.579665485","0.361251823","0.39584073","0.529970906","0.353215999","0.791819321","0.760672741","0.908714248","1.201654602"
"VNG0079H","1","0.989052348566882","21","12","0.199543438493451","1.081553542","0.644812951","0.713162038","2.211124658","1.717802194","1.363750579","0.818298091","0.353674844","3.447815676","1.541255292","0.731547318","0.842462731","1.201889907","1.19257397","0.556308924","0.727608569","0.577160515","1.432634441","0.827775498"
"VNG0080H","1","0.989052348566882","21","13.5","0.0445048065402413","1.188745727","0.92878481","0.939341723","1.349930216","1.295526757","1.093492043","1.251685028","1.309825497","1.125761325","0.991256846","1.004750673","1.13064168","1.04073123","0.881451395","0.919675091","0.924615762","1.088291932","1.14098875","1.390333378"
"VNG0081G","1","1","27","3","0.292059072257033","1.427035562","1.0159818","0.723577106","1.673384257","2.152754798","0.441789772","1.518436578","1.032357071","2.685331759","1.5096949","1.286022115","1.495775421","1.287179227","1.014001661","0.721806417","0.764403454","1.129661376","2.088121875","1.172797698"
"VNG0084G","1","0.157582563228834","27","0","0.143390051117684","1.196258487","0.607369812","0.697819848","1.057842383","0.836623192","0.697701125","0.472749409","0.756583785","1.095589437","1.099292245","0.514178205","0.484824258","0.31139405","0.522213129","0.15037032","0.493809921","0.58148322","0.718066313","1.021886495"
"VNG0085G","1","1","24","6","0.212443057394989","1.282099483","1.772168605","0.966978488","1.53383165","1.400042591","1.374176479","1.031795092","0.928713402","0.946097729","1.253200768","0.969941251","0.885861487","0.675709902","0.537843928","0.386808045","0.797419379","0.626531524","0.982912668","0.950020577"
"VNG0086G","1","1","24","6","0.147321284806796","0.657504981","0.912264845","0.854861414","0.89393552","0.583859395","0.897054843","0.582431322","0.502120164","0.930801141","0.726783915","0.407425946","0.789773727","0.550094473","0.680963977","0.663125836","0.434978084","0.531679967","0.690431751","0.570223984"
"VNG0089G","1","0.0757011163342464","24","9","0.276532473881641","0.971706154","1.275298991","1.617879248","2.95578727","1.481312204","1.207296505","1.132051607","0.863559585","0.732875512","0.944539845","1.109007181","1.506547533","0.73869799","0.868548606","0.870886072","0.86169661","0.883098883","0.967603461","1.030199914"
"VNG0090G","1","1","21","1.5","0.0508017897094994","0.464959989","0.844007342","0.91913375","0.509037641","0.653610438","0.764469524","0.962473723","1.039206132","0.848676247","0.857607262","0.891239708","0.931495893","0.876804464","0.843306881","0.81970564","0.541188789","0.838156885","0.706882181","0.814469579"
"VNG0091C","1","0.465359394956972","27","3","0.163231055154525","0.895294948","1.034379948","0.806694908","0.868360779","0.567617264","0.29060274","0.366337083","0.604250549","0.668213662","0.624471218","0.396094108","0.408121649","0.550094473","0.460693125","0.447325555","0.330445951","0.475380854","0.585513356","0.38027957"
"VNG0094C","1","0.198324012220582","27","4.5","0.098889599648108","1.009139791","1.525996947","1.093799979","0.848428803","0.891452941","0.806330553","0.757444642","0.869288778","0.632875632","0.811572649","0.910295201","0.580090156","0.901181953","0.701346481","0.762243655","0.668604839","0.896376544","0.807785299","0.919724199"
"VNG0095G","1","0.247888882752453","27","10.5","0.347592619727907","0.840631198","1.719945809","1.210637463","0.800577563","1.361095415","1.343135482","0.918866668","0.592381875","0.531873129","0.702149599","1.351096793","2.219580664","1.752360781","1.255741283","1.984668037","1.49309784","1.244731681","0.866911533","0.942354183"
"VNG0096C","1","0.989052348566882","27","4.5","0.076469653436593","0.971706154","2.211225692","1.483086582","0.512001339","0.731694323","0.931873172","0.763320563","0.620446172","0.753058472","0.741977439","0.860362854","0.491832512","0.708928306","0.72233907","0.559688481","0.434978084","0.680125788","0.746806949","0.834509753"
"VNG0097G","0.649219021546614","0.00379964560769628","27","7.5","0.239159723820249","0.755252955","1.386707248","1.264456544","0.986657851","1.07088003","1.060682433","0.775209506","0.671684424","0.487587864","0.800455403","1.09347588","1.382246454","1.129972275","0.907834855","1.275477786","0.86169661","0.675069782","0.81415052","0.869011783"
"VNG0098G","1","0.686451287935708","24","1.5","0.104862197581497","1.061304083","0.838973358","0.499944187","0.777673714","0.309473202","0.651480406","0.444408628","0.473109628","0.834954778","0.511273907","0.42804232","0.333832903","0.374714943","0.492301115","0.353215999","0.466739207","0.531679967","0.421084163","0.608409908"
"VNG0099G","1","1","27","9","0.195776939471152","2.629256201","2.982193499","2.572985253","1.569865664","2.531905291","3.249354571","2.021021924","1.629227199","1.054702445","1.530662526","2.033835501","2.021888176","1.776553913","1.246516556","1.685266693","2.184568014","1.933168074","1.756965098","1.861219264"
"VNG0101G","1","1","24","3","0.35242359482373","4.352291215","1.275298991","0.806694908","0.347017014","1.53448429","0.563712501","0.440987641","0.82996872","0.181379381","0.784064422","0.528888306","0.221764337","0.215044781","0.132511418","0.235400534","0.886333466","1.129661376","0.801469843","1.303071215"
"VNG0102C","1","1","21","7.5","0.319627093125521","1.274047623","4.533145572","5.086013239","1.6540677","1.936631665","2.341919188","1.394697278","1.194012146","0.694117884","1.114559931","1.646033116","1.21475712","1.137745748","0.9145532","1.388345923","1.391494067","1.557015607","1.574129658","1.816523371"
"VNG0104G","1","1","24","9","0.406502981795288","0.819711923","6.077211601","7.744241355","1.794114128","2.854442717","2.220337355","1.394697278","2.343843829","1.346841058","1.709234086","1.693124402","1.277334306","1.177422656","1.255741283","1.215150758","1.225713373","2.006653952","1.992063995","1.969833355"
"VNG0105H","1","1","21","6","0.220496075201501","0.511041921","1.091597639","1.560287413","1.311309851","1.157272626","1.564123632","1.039799302","1.275634876","1.611336962","1.530662526","1.681226759","1.485080332","1.122251913","1.183813273","0.925262085","0.737936831","0.958640229","0.846736931","0.973396009"
"VNG0106G","1","0.566900559689272","21","0","0.0797971593559277","0.996504364","0.824050837","0.635060965","0.291551178","0.61775124","0.938997361","0.701116613","0.87505598","0.653847639","0.633144281","0.711200612","0.7091792","0.864864131","0.706536728","0.886854494","0.992129128","0.825741608","0.690431751","0.883208754"
"VNG0107G","1","1","27","24","0.159355052868985","1.130317535","1.009922094","0.522169285","0.612954536","0.691551189","0.730322701","0.87048251","0.787204582","0.773797259","0.900024572","0.903898526","1.044826269","0.546336037","0.874976217","0.655141732","0.978243157","0.755017955","1.046610309","0.654434107"
"VNG0108G","1","1","21","9","0.0759203785458213","0.912376988","0.672388283","1.032170664","0.868360779","1.693740275","0.924803035","0.818298091","1.43687218","1.048987361","0.822844299","1.078162091","1.029938258","0.958538114","0.849547693","0.925262085","1.118407174","1.163886354","0.860133814","1.241237972"
"VNG0110C","1","1","21","12","0.124415621997536","1.144649679","0.885381951","0.663292701","1.702782882","1.173713281","0.708409781","0.701116613","0.717600805","0.744919432","0.789490446","0.784997321","1.250130175","0.853086401","0.812783802","0.942227537","0.867790867","1.002533964","1.088500933","0.957749341"
"VNG0112H","1","1","24","6","0.433209317390475","1.967768521","1.022077865","1.330276771","2.198325658","1.766956385","0.747201076","1.055994484","0.561859398","1.361556734","1.033134788","0.52148139","0.374448658","0.364578688","0.412458177","0.322541227","0.411132539","0.58148322","0.77669793","0.638718324"
"VNG0113H","1","1","21","3","0.295032106254066","1.151883756","1.544364374","1.032170664","0.941883057","0.963370365","0.636764246","1.158602383","0.351343891","1.551202464","1.617485877","0.72640671","0.524644651","0.824339009","0.675961588","0.639460754","0.580705179","0.716594154","0.441388958","0.821095586"
"VNG0115G","1","0.198324012220582","27","9","0.171639997280667","0.856670265","1.39502773","1.117848145","1.134162674","0.943199963","1.144619141","1.09759462","0.886705424","0.632875632","0.794954019","0.87258311","0.944960895","1.099405877","0.970121079","1.237431561","0.786258591","0.783718593","0.967603461","0.912302287"
"VNG0116H","0.443917485387869","0.00184965618911612","21","10.5","0.313579416008319","1.137461034","0.945603931","1.51569356","1.93475355","1.909504518","1.449424006","1.194974598","1.456000969","2.220284007","1.769201096","2.292870896","2.126044036","1.559578205","1.466036255","0.601880779","1.362383222","1.677639746","1.976489568","1.621724559"
"VNG0117H","1","0.989052348566882","27","22.5","0.341434511623367","0.906647065","0.819135881","0.830429015","1.311309851","1.361095415","1.135934896","2.588004771","2.208425714","2.613361327","1.721062635","2.325437931","1.642026618","1.397552794","1.476885517","1.157677054","1.602120491","1.794171168","1.549612042","1.758594015"
"VNG0118H","1","1","24","15","0.29396317646848","0.670050038","0.589471656","0.54935037","2.026726956","1.460562892","0.917786539","1.031795092","0.689687466","3.143613752","1.315184158","0.910295201","1.314529574","0.847257819","2.402629527","0.583927278","0.456974758","1.032907405","1.14098875","0.751080299"
"VNG0119H","1","0.686451287935708","21","19.5","0.128882273405829","1.074761154","0.901415101","0.702896883","0.721143733","0.891452941","0.80021291","1.106109274","0.916512062","1.310743941","1.468617382","0.721302226","0.751082354","0.718715786","1.021505683","0.726191365","0.697483054","0.454567353","0.628370288","0.703939885"
"VNG0120H","1","1","24","21","0.185863409525594","1.274047623","0.849071531","0.905903867","0.89393552","0.963370365","1.198136726","1.031795092","0.846597569","1.234699251","1.161647098","1.232744251","0.646014385","0.939024852","1.897662352","1.2299596","1.08731951","0.819603104","0.937696674","0.934749653"
