"CycID","BH.Q","ADJ.P","PER","LAG","AMP","0","3","6","9","12","15","18","21","24","27","30","33","36","39","42","45","48","51","54"
"VNG0949G","1","0.37965399806912","21","19.5","0.382649131925971","0.74111268","1.472194989","0.905903867","0.48312455","0.600566287","1.416683259","1.554049504","1.618489506","0.862623212","0.875535667","1.322813863","1.432741087","1.838508147","1.601659379","2.380116086","1.305975837","1.190233854","1.063169544","0.973396009"
"VNG0950G","1","1","21","15","0.333643531326508","0.670050038","1.699490158","0.966978488","0.353113535","0.662895876","1.153369777","1.213586681","0.852214229","0.622643246","0.900024572","1.37028724","1.56158299","1.670250041","1.532348106","2.575091037","1.315212212","1.096442809","0.690431751","0.788495953"
"VNG0953C","1","0.989052348566882","21","18","0.259324797016228","0.750509804","1.237718099","0.708010857","0.392008917","0.726551689","1.036722891","1.394697278","1.20193369","0.686615873","0.762730694","1.38975026","1.21475712","1.728497111","1.274396041","2.453295432","1.150383668","0.857130677","1.114435875","0.85504302"
"VNG0954C","1","1","27","9","0.230793226485755","0.492085025","1.44600958","0.818475936","0.208202175","0.431113874","0.917786539","0.940417473","0.95993214","0.717119315","0.697323853","1.286022115","1.21475712","1.548922626","1.543688102","2.147248575","1.158519633","0.930450672","0.729427398","0.687035255"
"VNG0955G","1","1","24","18","0.224539541409252","0.572407956","1.378436393","0.708010857","0.351069553","0.536475932","1.068791371","1.30099425","1.14756729","0.660991623","0.800455403","1.10121415","1.295798488","1.287179227","0.984532785","1.890798018","1.027712537","0.819603104","0.76460059","0.721260455"
"VNG0958G","1","1","27","9","0.139685322115363","0.814563956","1.411818766","0.932556843","0.672616391","0.479225078","1.180025127","1.232488652","1.242336738","0.988128854","1.458523843","1.729324899","1.067562775","1.559578205","1.4988255","1.779679168","0.992129128","0.870017898","0.820565898","0.827775498"
"VNG0959H","1","1","21","7.5","0.413223084934486","1.314819017","1.158892459","1.150736821","2.887941414","1.936631665","1.384682085","1.352245974","1.178325338","1.970131352","1.551921364","1.379984438","1.382246454","0.622344825","0.562171721","0.947951536","1.49309784","0.916668285","1.23415287","1.108131134"
"VNG0960G","1","0.465359394956972","27","13.5","0.6646579286248","0.399714654","1.915489399","1.339955289","0.838635043","1.048458663","2.748088554","2.817615816","1.752149083","0.910789712","1.253200768","2.793390853","5.029743038","4.044551769","3.908650047","4.055722644","2.123844946","1.976930203","1.856198642","1.313672174"
"VNG0961G","1","0.307776451856377","27","13.5","0.437711502328735","0.718131421","1.751091858","1.399523215","1.296172866","1.24184494","2.057516553","2.084468232","1.683993736","0.79510718","1.12227311","2.37515785","2.384709022","3.361086558","2.43832197","4.080361017","1.755836835","1.244731681","1.798827063","1.356945484"
"VNG0962G","1","0.989052348566882","27","10.5","0.872489224279182","0.394709832","2.361629016","1.472374224","0.975268457","1.224449938","3.375475174","2.217398721","1.242336738","0.145948626","1.399402829","2.391966279","5.065965692","3.72512798","3.372751707","3.98269658","2.138865613","2.364640451","1.525476296","1.191957593"
"VNG0963G","1","1","21","13.5","0.268270719567537","0.731833218","1.194079966","0.489188933","0.738085425","0.681864365","0.960698384","1.055994484","0.70817304","0.346251717","0.536561547","1.232744251","1.343135104","1.681740273","0.771898494","2.409122167","0.944372571","0.813510233","1.114435875","0.821095586"
"VNG0964C","1","1","21","15","0.260757512027531","0.558163469","1.489914837","0.830429015","0.764247141","0.662895876","1.060682433","0.985047274","0.813666495","0.552491923","0.716828139","1.232744251","1.653851986","1.296034181","1.455266693","1.890798018","1.269674445","1.112928161","1.022253791","0.841298794"
"VNG0965C","1","0.12432801130909","21","18","0.193539635230702","1.418073473","1.208452325","0.789340553","1.027578404","0.790723318","1.343135482","1.30099425","1.258875717","0.910789712","1.040284473","1.198457631","1.180384963","1.446290022","1.149409339","1.960772427","1.200070754","1.032907405","1.15904122","1.072792572"
"VNG0966G","1","0.989052348566882","21","0","0.0284686443909089","0.284447858","0.339971","0.218783888","0.1612696","0.188886626","0.171821645","0.197422098","0.273278443","0.254032434","0.25127839","0.296642109","0.348520089","0.331212875","0.510788868","0.730602952","0.369889061","0.261695201","0.20614452","0.208789241"
"VNG0967G","1","0.686451287935708","21","18","0.0922586612598039","0.41250611","0.392459812","0.221979023","0.231135601","0.214456026","0.308858961","0.352452473","0.249115459","0.202200334","0.263706635","0.307288053","0.464392999","0.609675555","0.58759991","1.031836591","0.411132539","0.292687632","0.317434091","0.268406146"
"VNG0969H","1","0.198324012220582","21","1.5","0.124125082427748","0.399714654","0.618368513","0.396438594","0.296673255","0.305138292","0.35423897","0.434224467","0.880861444","0.808173802","0.646380254","0.544019247","0.632255841","0.517178404","0.749465611","0.700275654","0.636421261","0.640714643","0.441388958","0.350682825"
"VNG0970G","1","1","21","15","0.179446735452145","0.38731985","0.819135881","0.529795082","0.337089149","0.425075095","0.758669481","0.824646085","0.802976629","0.466847789","0.547778444","0.84831374","1.098649612","0.932609109","0.849547693","1.625124302","0.722498774","0.577160515","0.576393782","0.469454046"
"VNG0971G","1","1","27","9","0.148597052518267","0.272176251","0.849071531","0.47520765","0.160336098","0.332089191","0.594580422","0.59609148","0.698869136","0.416506377","0.590950873","0.942964035","1.067562775","0.882836308","0.999158586","1.363347804","0.732754503","0.732816068","0.448372516","0.386492164"
"VNG0973G","1","1","21","15","0.213693894642676","0.41250611","0.762393685","0.448432443","0.191950159","0.351366291","0.806330553","0.757444642","0.703505708","0.39878983","0.559229832","0.983717914","0.979481116","1.304950052","0.830962456","1.801367824","0.722498774","0.564384256","0.590127109","0.432916949"
"VNG0974G","1","1","27","9","0.207435762748404","0.32468333","1.17284129","0.635060965","0.275107741","0.404597763","0.764469524","0.805748322","0.852214229","0.626035526","0.716828139","1.24146809","1.09079405","1.145572698","1.302899077","1.457271349","0.837744569","0.749405205","0.608948554","0.547584607"
"VNG0976G","1","1","21","19.5","0.221914242197887","0.450541984","1.498854582","0.783639134","0.425199486","0.567617264","1.235198148","1.22300115","1.267227592","0.867322949","1.054732622","1.322813863","0.842462731","1.243803731","0.881451395","1.405265466","0.74315581","0.801460037","0.840116941","0.848143067"
"VNG0978H","1","1","21","15","0.252021692114117","0.609629945","1.151980379","0.946175967","0.542604118","0.726551689","1.189046442","1.064186422","0.886705424","0.786513679","0.86354223","1.449813753","1.362550452","1.636248234","1.532348106","1.890798018","1.333881393","1.282442906","0.937696674","1.055548173"
"VNG0979H","1","1","21","9","0.120831215699315","0.691492623","0.480982261","1.017313744","1.251802263","2.261709124","0.931873172","1.023852496","0.928713402","1.646740475","1.09173701","0.854317055","1.155245618","1.005660564","0.955920333","0.865627415","0.951051545","1.146646179","0.54131394","0.85504302"
"VNG0981C","0.940761521046347","0.0446861722497015","24","3","0.494500529556868","1.659970262","1.76159871","1.273656183","1.381643869","0.801956634","1.162187311","0.818298091","1.336068523","1.938278103","2.131305646","1.173369944","0.729830105","0.503188431","0.881451395","0.431361774","0.831861319","0.90309005","1.283549893","1.099188832"
"VNG0982C","1","1","21","19.5","0.208799910322242","1.282099483","2.292035824","1.109773909","0.657177447","0.653610438","1.207296505","0.962473723","1.088438885","1.004367553","1.047483637","1.140734717","0.689112622","1.322966222","0.948898103","1.019413171","0.759035258","0.844434349","1.079990776","1.081520131"
"VNG0983C","1","0.0757011163342464","27","1.5","0.361566565761092","2.531724992","2.661783785","1.653449762","3.358455134","1.909504518","1.564123632","1.99002667","2.013159104","2.318921845","2.988182734","2.621612687","1.412325573","1.378520904","1.613512306","1.363347804","1.793354835","1.890374682","1.915400024","2.188641014"
"VNG0985H","1","1","21","7.5","0.357164695940558","1.068011424","0.912264845","0.842556658","1.804559744","2.063552635","0.72478173","2.23460032","0.654151319","3.143613752","1.106899765","0.686561184","2.454150428","0.279043157","1.487815067","0.748518936","0.673333475","1.096442809","1.022253791","1.182338835"
"VNG0986H","1","1","21","7.5","0.156460059418965","0.947525051","0.565296821","0.569627465","1.569865664","1.026506739","1.127316538","0.712036712","0.525908282","2.196287224","1.617485877","0.592059245","1.138784212","0.835719852","0.935008021","0.959504065","1.06457217","1.292047897","0.853409084","0.709666692"
"VNG0987H","0.649219021546614","0.00746313800526626","27","0","0.501087889307801","2.082565051","0.962727624","0.335556016","1.237352199","0.446588818","0.646537613","0.918866668","1.597225959","2.06886647","3.071762794","1.791387215","0.166430861","0.699274112","0.733069832","0.687666711","1.095009461","1.155234107","1.466768809","1.483439185"
"VNG0988H","1","1","21","7.5","0.394717297904638","1.463453905","0.701142869","0.734144276","1.712696754","2.277717818","0.555191157","1.373307605","0.898509955","2.543319797","2.827783164","0.983717914","1.653851986","1.322966222","1.006552763","1.150686673","1.072101242","1.341162754","1.599035186","1.495507504"
"VNG0989C","1","0.465359394956972","27","24","0.333477786204105","1.137461034","1.39502773","0.867345869","1.076426944","1.165463964","0.542650056","1.123337253","1.18614281","2.220284007","1.033134788","0.747188447","0.898666833","0.349886091","0.977300367","0.546292201","1.707030939","0.951513767","1.586533552","0.934749653"
"VNG0990H","1","1","21","0","0.165420544834432","0.851290192","1.179878539","0.959993987","1.194995145","0.943199963","0.903912845","1.772221239","0.863559585","1.948838215","1.114559931","0.81892405","1.022573997","0.991965467","1.509917415","1.136832285","0.985161678","1.032907405","1.196007545","0.876081511"
"VNG0991H","1","1","24","18","4.87309432702348","0.407341126","0.38779221","0.64433544","0.469302765","1.512990177","4.719192364","7.289162756","10.44593532","4.908224139","8.407692017","12.11008926","17.03498086","17.90496368","26.97630485","19.11770847","12.367887","12.02846657","7.684399191","9.486070164"
"VNG0992H","1","1","21","15","0.97276431056957","0.601996776","0.87485193","0.682807713","0.661003638","0.854514442","2.220337355","2.036700119","1.380980519","0.920741062","1.418838647","2.754270283","3.997785792","3.074489845","2.644322264","4.495562749","2.776061339","3.485579295","2.581025819","2.279128343"
"VNG0993H","1","0.686451287935708","27","22.5","0.525513155702529","1.219082848","1.194079966","1.677596857","1.045631277","1.53448429","1.332945091","2.669250474","2.934733346","3.195275231","2.532351628","2.276758814","1.250130175","1.350457919","2.315667528","1.150686673","1.993318007","1.545440865","1.798827063","1.356945484"
"VNG0995H","1","1","21","13.5","3.04868707436603","0.029445572","0.167830693","0.151165276","0.214334093","0.207024816","1.068791371","3.339759426","6.195523054","3.680106709","4.875974768","8.879612955","14.75749777","13.15191344","15.40356599","17.14311254","12.10914379","8.858225422","5.483189554","4.051418548"
"VNG0996G","1","1","27","22.5","0.132138751863207","0.594459181","0.49263048","0.432469541","0.75982333","0.75263145","0.666536669","0.751613953","1.074139087","1.169403012","1.28825304","0.731547318","1.138784212","0.286801296","0.806813059","0.771532992","0.707383689","0.825741608","0.853409084","0.692624537"
"VNG0997G","1","1","24","15","1.45025136518873","0.3010421","1.321905306","1.150736821","0.773172183","0.540273184","2.359823207","2.133356683","1.380980519","1.043303244","1.261873393","3.216497442","6.282834646","5.816669235","5.134583979","6.387691126","2.623877356","2.566914656","1.915400024","1.117146185"
"VNG0998G","1","0.465359394956972","27","10.5","0.25091033804298","0.941574391","1.870197762","1.047244556","1.021630311","0.686690696","1.263744621","0.925994829","0.536445124","0.396628919","0.454711986","1.063062766","1.595564659","1.369102372","0.991818726","2.008854858","0.837744569","0.738304571","1.014261569","0.745019295"
"VNG0999H","1","1","21","15","1.26885042877746","0.326735297","0.997910893","0.772359542","0.721143733","1.041089684","2.121160782","2.414129131","2.454884247","1.282564067","1.651299655","4.059272357","4.817781738","4.968135136","4.238870202","5.975993884","3.552656645","6.572396632","4.366960208","2.906258722"
"VNG1000H","1","0.686451287935708","27","24","0.466458167670978","1.734813323","1.572330864","1.210637463","2.756885868","1.792058439","2.377864102","2.451729906","2.122522054","4.21553649","1.448499675","1.501844924","1.506547533","1.407167047","0.661173829","0.624155105","2.411100104","2.329613994","2.813770703","2.471481017"
"VNG1001G","1","1","27","9","0.172225212287806","0.613482748","1.078615055","0.974013805","0.848428803","0.897762769","0.61297231","0.573498906","0.322403297","0.319151192","0.424409496","0.617647401","1.09079405","0.680358346","0.646709577","1.150686673","1.142304839","1.080201648","0.674364154","0.623379946"
"VNG1002H","1","0.37965399806912","27","10.5","0.414348343553368","0.819711923","2.070400993","1.311128953","2.483345846","1.259487061","1.980639901","2.021021924","1.597225959","0.98277451","1.315184158","2.640165218","3.694354886","3.095640332","2.215457791","3.125816906","1.897368799","1.640502832","1.961036906","1.495507504"
"VNG1003H","1","1","21","1.5","0.127446938563901","1.074761154","1.362042379","1.273656183","0.920263482","0.916961494","0.938997361","0.818298091","0.751597394","0.910789712","0.822844299","0.736724305","0.789773727","0.635277367","1.124264141","0.721806417","0.814458308","0.670051362","0.937696674","0.821095586"
"VNG1005H","1","0.307776451856377","24","1.5","0.570664461133974","2.800228921","1.61040889","2.070085582","1.051719108","1.512990177","0.80021291","0.837490192","0.966300706","2.613361327","1.5096949","0.440288163","0.467737414","0.342763349","0.437518967","0.569950836","0.497302339","1.208129383","0.770625522","0.709666692"
"VNG1006H","1","1","27","25.5","0.24461157367174","0.750509804","0.652574143","0.545382404","0.909640506","0.774167684","0.403204067","1.07244191","1.242336738","1.786572417","1.7570417","2.244873515","0.729830105","1.776553913","1.897662352","1.685266693","1.613451317","1.096442809","2.858289556","1.356945484"
"VNG1007H","1","0.247888882752453","27","22.5","0.719940067815157","2.889840357","1.237718099","1.159109085","0.696457533","2.42699254","2.073246307","3.091395315","2.97380286","2.613361327","2.331215585","3.040063176","0.938204238","1.704958417","1.444576245","1.186065829","2.568984353","1.767594841","1.650034627","1.313672174"
"VNG1008G","0.940761521046347","0.0446861722497015","24","13.5","0.887626493903494","0.745796442","1.973649494","2.209647512","1.397779002","2.006147562","4.977607176","3.958663548","2.108533218","0.14754327","2.331215585","3.451508618","3.747757695","4.044551769","3.133019962","2.942118185","2.050309167","1.876321772","1.637134267","1.730325832"
"VNG1009G","1","0.157582563228834","24","13.5","1.25823180111786","0.428397338","1.709687391","1.641506868","1.095338005","1.026506739","3.642592139","3.552742213","2.934733346","0.099234224","1.948538688","3.677664764","3.969200835","5.036725321","5.172581977","3.703506537","2.497575905","1.904532842","1.513549762","1.953937362"
"VNG1011C","1","1","27","13.5","0.070057535605688","0.613482748","0.45577087","0.345428549","0.588545266","0.51788627","0.29060274","0.386699251","0.409056199","0.412004785","0.40720613","0.452884347","0.520893338","0.513644862","0.666066783","0.663125836","0.74315581","0.444504866","0.53708182","0.521600661"
"VNG1012H","1","1","27","13.5","0.0485526343593961","0.282661465","0.501551397","0.371399426","0.480328005","0.255809979","0.315996953","0.383722501","0.434139053","0.451873757","0.352303175","0.369124295","0.402306214","0.482909832","0.60966649","0.655141732","0.45376555","0.374406444","0.368485155","0.392806253"
"VNG1013G","1","0.826343045806599","27","12","0.152361794380214","0.605801338","0.92878481","0.905903867","0.581751448","0.667587946","0.890248873","0.62922412","0.569339319","0.495600779","0.582855792","0.784997321","0.806960024","1.235305633","1.036680737","1.157677054","1.042300716","0.838156885","0.690431751","0.703939885"
"VNG1014G","1","1","21","9","0.783995879759139","1.242342693","0.762393685","2.629554623","2.468971106","1.612146967","1.624833602","1.914602303","2.554239419","1.825826118","3.029684562","2.309096999","3.065568404","1.077024925","1.091590821","1.396780076","2.184568014","1.226293977","1.097078149","1.324359377"
"VNG1015H","1","1","21","13.5","0.274569730719044","0.579665946","0.561925173","0.806694908","1.194995145","0.587992033","0.97544365","0.940417473","0.904471021","1.015341341","1.261873393","1.41946435","1.714268599","1.581109776","1.361831896","2.226713674","0.971373224","0.813510233","1.114435875","0.530122006"
"VNG1017H","1","1","24","15","0.499285743176687","0.370610154","0.324083882","0.355591547","0.440270842","0.278404026","0.622380507","1.149683645","1.060027159","0.853299998","0.683044704","1.250253665","2.219580664","2.289514652","1.802204607","2.575091037","0.924615762","0.801460037","0.860133814","0.623379946"
"VNG1018G","1","1","24","15","0.330318773577678","0.1395814","0.409243298","0.242153937","0.275107741","0.162882586","0.418854048","0.522708818","0.580746324","0.509249332","0.48050449","0.87258311","1.855067762","1.548922626","1.555112018","2.394575207","0.873928225","0.58148322","0.42440224","0.353535758"
"VNG1020C","1","1","24","18","0.123369280207745","0.177336423","0.170869895","0.220375665","0.158485273","0.134638446","0.24390784","0.395768771","0.320278445","0.487587864","0.309035997","0.382371492","0.614365848","0.605510041","0.795002834","0.691844262","0.668604839","0.572869945","0.262931936","0.310550155"
"VNG1021C","1","1","21","13.5","0.234532861107223","0.201149614","0.397183594","0.251092091","0.196459608","0.187559056","0.499041498","0.424273687","0.482588622","0.423351154","0.464217807","0.87258311","1.16356534","1.269650405","1.237359595","2.0831983","0.480083796","0.41874721","0.451905621","0.374166839"
"VNG1023C","1","1","21","15","0.141826039105037","0.221085443","0.305264909","0.204965439","0.155749017","0.194291537","0.335848488","0.363517078","0.395752948","0.299006135","0.290437634","0.532631123","0.636809152","0.882836308","0.928139414","1.244948914","0.367291432","0.382882077","0.254805208","0.308044104"
"VNG1024C","1","0.37965399806912","27","13.5","0.129457651143428","0.38731985","0.483868237","0.435616002","0.435188616","0.309473202","0.530392243","0.39883897","0.485790304","0.390216189","0.362157164","0.691419814","1.268201114","0.991965467","1.091590821","1.538911006","0.668604839","0.428226608","0.398572739","0.425958109"
"VNG1025H","1","0.826343045806599","24","18","0.0512237601005899","0.072034564","0.128220928","0.044079947","0.057716541","0.039184516","0.143118695","0.144928302","0.132917787","0.227874231","0.118491137","0.192937085","0.366473807","0.342763349","0.533892905","0.498849875","0.12494679","0.138786416","0.100919405","0.112791283"
"VNG1026H","1","1","21","3","0.0817560190880826","0.568813111","0.399566764","0.545382404","0.497353412","0.356357934","0.435111469","0.374929035","0.395752948","0.609256948","0.490549506","0.341573605","0.377145322","0.390450166","0.358541657","0.583927278","0.273188103","0.281969088","0.380237578","0.323389563"
"VNG1027G","1","1","21","4.5","0.27877327122959","1.882875341","1.62007162","1.726954134","1.991735421","1.460562892","1.225826679","1.383961119","1.209907789","1.195096567","1.253200768","0.969941251","0.866994779","0.79656035","0.743960006","0.647253757","1.296804327","1.235478435","1.006331833","1.401644247"
"VNG1029C","1","0.247888882752453","27","9","0.318754159904651","1.095267371","2.237840769","2.241917357","1.588198891","1.63504974","1.965612753","1.158602383","1.1551807","0.643276176","1.026034242","1.38975026","1.333531423","1.226865597","1.059867052","1.405265466","1.06457217","1.088291932","1.132068231","1.251335895"
"VNG1030G","1","1","24","3","0.272042808622494","1.188745727","0.962727624","1.062538588","0.79133617","1.556283758","0.676766998","1.213586681","0.685141966","1.060448667","1.054732622","1.37028724","0.751082354","0.450911917","0.406420566","0.275547413","2.428152352","0.437920596","0.37138876","0.769560768"
"VNG1031C","1","1","24","3","0.128401783387857","1.779086241","1.222997676","1.024715279","0.602371848","1.09378088","0.982900936","0.940417473","1.284097937","0.951252251","1.026034242","1.011861055","0.905138753","1.084434155","0.928139414","0.870886072","1.118407174","0.916668285","0.81415052","0.981314941"
"VNG1033G","1","1","24","6","0.361301722805286","1.702333164","0.956985547","0.966978488","1.773403937","1.026506739","0.960698384","1.271180392","0.761603258","2.51583165","1.721062635","1.033495539","0.664825966","0.64404802","0.62330224","0.475255478","0.786258591","0.705979536","0.618583202","0.934749653"
"VNG1034H","1","1","21","12","0.213427390339488","1.859299883","1.24514462","1.002670672","1.498624745","1.268401887","1.283141188","1.106109274","0.824498673","0.736868359","0.95107642","1.085791988","1.305130428","1.341231123","0.941927459","1.520382357","1.372018532","0.987683836","0.990657865","1.191957593"
"VNG1035C","1","0.37965399806912","24","1.5","0.196594042369007","1.859299883","1.059430112","0.577946344","1.134162674","0.51788627","0.259230599","0.392722206","0.532909593","1.089652799","0.292447573","0.346425182","0.250536665","0.181172832","0.191584048","0.287480726","0.174011348","0.590225997","0.40806925","0.443568951"
"VNG1036H","1","0.989052348566882","27","1.5","0.268092613511492","2.274591741","1.131490514","0.98823837","2.412299416","0.60909816","0.299591823","0.659085483","0.479408041","1.048987361","0.664459637","0.390546933","0.699073914","0.296802993","0.29599507","0.312920146","0.216500541","0.599100225","0.427746463","0.450815498"
"VNG1037G","1","1","21","3","0.182974750691673","1.054638866","1.699490158","0.974013805","0.514982292","0.486033131","0.415676196","0.424273687","0.409056199","0.577036805","0.342717305","0.32512194","0.192115667","0.313536238","0.325770722","0.231161986","0.247521035","0.454567353","0.346058818","0.473273226"
"VNG1038C","1","0.157582563228834","27","12","0.294859949794477","0.80944832","2.184927152","1.981976502","1.281210614","1.460562892","2.359823207","1.602836062","1.535096834","0.956434857","1.38023325","1.778799076","1.895435964","1.955520887","1.686494804","2.058116376","1.183274405","1.096442809","1.071547153","1.064135443"
"VNG1039H","1","1","24","18","0.9029818771552","0.906647065","1.131490514","1.176036794","1.208950554","1.742205945","2.237311878","3.4446051","6.751665367","3.504476345","4.306744348","5.982598064","5.932313045","6.625911071","4.176821123","5.262267965","6.331839272","5.293551175","3.974423305","3.890566684"
"VNG1041H","1","1","21","6","0.347449456767668","0.745796442","0.478113498","1.472374224","2.135433414","1.07088003","0.883494539","0.745828148","0.985661036","2.488640595","1.59532891","0.46913754","0.729830105","1.296034181","1.578214101","0.983033204","0.556661973","1.263446601","1.038427662","0.66512554"
"VNG1042H","1","0.307776451856377","21","4.5","0.24805712541134","0.657504981","1.098147412","1.184593129","1.616100949","0.747341661","0.818706506","1.07244191","1.012079539","1.391472196","1.28825304","0.923224676","0.704108428","0.728638392","0.824858172","1.057139482","0.803059042","1.080201648","0.807785299","1.005460376"
"VNG1046H","1","1","27","9","0.16999080223541","0.547713216","1.091597639","1.109773909","0.738085425","0.691551189","0.788116514","0.824646085","1.039206132","0.896063988","1.062031772","1.259101413","1.250130175","1.122251913","1.140965731","1.502076796","0.759035258","0.930450672","0.669091815","0.623379946"
"VNG1047H","1","1","24","18","0.197940826582279","0.273896379","0.713839681","0.586386712","0.561836926","0.387832734","0.80021291","0.933178288","0.898509955","0.935872325","0.918839717","1.37028724","1.044826269","1.466257534","1.589893524","1.823320796","0.944372571","0.896376544","0.723724562","0.869011783"
"VNG1048G","1","1","27","9","0.416833608221671","0.704686157","1.83693322","1.472374224","0.558584757","0.807632996","1.273405974","1.30099425","1.18614281","0.70552487","0.881594706","1.577840565","1.584156057","1.496726875","1.075611987","1.779679168","0.727608569","0.675069782","0.706882181","0.608409908"
"VNG1050H","1","0.247888882752453","27","22.5","0.387440414643293","1.266046331","0.718122842","0.590653008","1.334347421","1.063353465","0.960698384","1.30099425","1.799111633","1.551202464","2.160906607","1.140734717","1.114530862","0.73869799","1.021505683","0.766874258","1.535787153","1.311474232","1.421433767","0.92720649"
"VNG1052H","1","0.686451287935708","27","10.5","0.220125428211579","0.439330157","1.237718099","0.92582097","0.768696709","0.514246362","1.021051299","0.811998961","0.698869136","0.701701863","0.611683877","0.983717914","1.029938258","1.033620594","0.935008021","1.298864736","0.605786853","0.568611271","0.53708182","0.574862964"
"VNG1053G","1","1","27","24","0.2531118103544","1.894774934","1.489914837","1.150736821","2.249970503","1.286421287","1.505682019","1.827856902","2.080831528","2.02438761","1.769201096","2.358467535","1.362550452","1.915711732","1.543688102","1.529618627","2.480036114","1.557015607","1.388354428","1.891625842"
"VNG1054G","1","1","27","22.5","0.105941389607798","1.166489355","0.735514029","0.713162038","1.438946034","1.00501443","0.72478173","1.106109274","0.95993214","0.839503772","0.887695677","0.87258311","0.789773727","0.743779751","0.812783802","0.886854494","0.971373224","0.863550248","0.975228024","0.890393979"
"VNG1055G","1","1","24","3","0.220355303676395","0.878532728","1.252615702","0.953059935","0.259591711","0.990936805","1.438427202","1.158602383","1.823062844","1.156764129","1.489014497","1.555743399","0.592713521","1.069666318","0.812783802","0.942227537","0.727608569","0.838156885","0.846736931","1.005460376"
"VNG1056C","1","1","21","18","0.16769127825507","2.176461638","1.252615702","1.193211717","1.188077967","1.198813228","1.460504881","1.449640364","1.088438885","0.653847639","1.09173701","1.460073741","1.392200966","1.670250041","1.157915433","1.586226556","1.590869239","1.129661376","1.03030899","1.090318692"
"VNG1057C","1","1","21","19.5","0.265195544703069","0.527396013","0.917738591","0.672979474","0.166019271","0.407461562","1.225826679","0.897809726","1.095660015","0.961645698","0.805994858","1.116855362","0.699073914","1.145572698","1.637481959","1.244948914","1.034980924","0.930450672","0.770625522","1.108131134"
"VNG1058H","1","1","21","16.5","0.121994203414721","1.548829511","0.776199673","0.658501728","0.527080672","0.819106537","0.794141681","0.897809726","0.756583785","0.45681096","0.794954019","1.040809342","0.911657283","1.033620594","0.85583469","1.801367824","1.269674445","0.789588336","0.915874773","0.957749341"
"VNG1059C","1","0.37965399806912","21","19.5","0.0849736420278345","0.302944658","0.555242087","0.379564972","0.301885319","0.356357934","0.422056196","0.495184883","0.360760901","0.567707225","0.415718834","0.366530446","0.435349097","0.531557334","0.632561753","0.704529804","0.287003121","0.350088745","0.250836529","0.422520748"
"VNG1060H","1","1","24","15","0.0746450375732928","0.587015965","0.401964233","0.396438594","0.888761013","0.449749836","0.286209852","0.506798791","0.476248423","0.596158445","0.532873857","0.40456295","0.502535298","0.538896027","1.322254392","1.422391204","0.344718491","0.374406444","0.590127109","0.561058027"
"VNG1062G","1","0.198324012220582","27","25.5","0.246145702644707","1.472702794","0.469609463","0.435616002","0.964010535","0.716374599","0.391106157","0.679776273","0.916512062","2.759284215","1.210723571","0.528888306","1.286533273","0.382501649","0.266965282","0.127685884","1.461861386","0.783718593","0.827031828","0.687035255"
"VNG1063H","1","0.465359394956972","24","13.5","0.433236942107872","0.764829374","1.085086931","1.085899444","0.873416513","0.774167684","1.322832014","1.373307605","0.886705424","0.70552487","0.938048195","1.304288267","2.267881046","2.227581967","2.057985315","2.686612198","1.06457217","0.645513343","1.324487283","0.579539684"
"VNG1064H","1","1","27","22.5","0.239443633556856","0.953513319","0.582460955","0.953059935","1.551744064","0.95659942","0.776202974","1.373307605","0.608259384","2.172549799","1.306145137","0.648901301","1.138784212","0.907381498","0.984532785","0.433982282","0.769809615","1.455887439","1.345443025","1.231221536"
"VNG1065C","1","1","27","22.5","0.282487534152642","1.702333164","0.824050837","0.812564071","0.878501682","1.705728806","1.302835462","0.992688836","0.808303891","2.557176292","1.551921364","0.517816922","1.305130428","0.882836308","1.10780703","0.663125836","0.605786853","1.301724826","1.930493075","1.144633773"
"VNG1066C","1","1","27","22.5","0.336479104472385","0.736458334","0.501551397","0.697819848","1.188077967","0.600566287","0.559435605","1.015971042","1.18614281","2.613361327","1.177780809","0.587898825","1.223505425","0.971771713","0.795002834","0.418494684","1.08731951","1.129661376","1.676141108","0.981314941"
"VNG1067G","1","1","21","12","0.232137676893096","1.955410513","1.411818766","1.159109085","1.464225963","1.351529103","1.740111017","1.653154186","1.456000969","0.808173802","1.468617382","2.425940825","1.909086308","1.982518853","1.392290515","1.856752904","2.064809759","1.413075943","1.56182274","1.532304742"
"VNG1068G","1","1","21","16.5","0.222242210343817","2.407287855","1.437385023","1.430292978","0.768696709","2.006147562","1.263744621","1.232488652","1.46566065","0.769604307","0.81718904","0.842352611","1.082994657","0.945484731","0.812783802","0.947951536","1.695042929","1.104654733","0.880627614","0.965540981"
"VNG1069C","1","1","21","4.5","0.212067971188696","2.347382015","0.901415101","0.912494832","1.318944504","1.033772498","0.585592465","0.495184883","0.82996872","0.732875512","0.731813536","0.532631123","0.627735087","0.393136209","0.600742121","0.370751659","1.057095971","0.863550248","0.613746973","0.85504302"
"VNG1070G","1","1","21","3","0.0914287144743761","0.447712484","0.529295179","0.420109329","0.5179806","0.245210164","0.318412756","0.328772881","0.358383246","0.657409927","0.532873857","0.245212875","0.353558033","0.362087761","0.450614714","0.342679919","0.314539795","0.461401912","0.187614621","0.396001875"
